Station,Date,Time,Alk-Tot,Chl-a,Cl-Tot,DRP,EC,H-T,NH4N,NO2N,NO3N,O2-Dis,SiO2-Dis,TDS,TEMP,TURB,pH,Station Identifier,Latitude,Longitude,Region,Cl-Dis,NH3N,SiO2-Rea,TDP,TN,TP,TRANS,TSS,O2-Dis-Sat,TIP,BOD,TOTCOLI,A340,As-Tot,COL-True,Cd-Tot,Cr-Tot,DOC,ENTCOCC,FECALCOLI,Hg-Tot,Ni-Tot,Pb-Tot,TEMP-Air,TKN,TOC,TON,TRP,Ca-Dis,Fe-Dis,Mg-Dis,Na-Dis,Pb-Dis,SO4-Dis,Zn-Dis,Cluster
IRL00084,2015-02-10,,,,14.4,,,,0.016,0.004,,11.2,,,,,,MIDLAKE,51.97998,-9.59825,Europe,,,,,,0.01,,,89.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,105
IRL00084,2015-03-23,,,,21.9,,,,0.016,0.004,,11.1,,,,,,MIDLAKE,51.97998,-9.59825,Europe,,,,,,0.01,,,97.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,105
IRL00084,2015-04-15,,,,17.3,,,,0.016,0.004,,10.2,,,,,,MIDLAKE,51.97998,-9.59825,Europe,,,,,,0.01,,,102.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,105
IRL00084,2015-05-27,,,,15.0,,,,0.016,0.004,,10.5,,,,,,MIDLAKE,51.97998,-9.59825,Europe,,,,,,0.01,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,105
IRL00084,2015-06-09,,,,13.9,,,,0.016,0.004,,10.7,,,,,,MIDLAKE,51.97998,-9.59825,Europe,,,,,,0.011,,,105.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,105
IRL00084,2015-07-08,,,,11.0,,,,0.016,0.004,,9.5,,,,,,MIDLAKE,51.97998,-9.59825,Europe,,,,,,0.01,,,98.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,105
IRL00084,2015-08-18,,,,8.9,,,,0.016,0.004,,9.9,,,,,,MIDLAKE,51.97998,-9.59825,Europe,,,,,,,,,103.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,105
IRL00084,2015-10-14,,,,6.5,,,,0.016,0.008,,9.4,,,,,,MIDLAKE,51.97998,-9.59825,Europe,,,,,,0.01,,,90.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,105
IRL00084,2015-11-26,,,,12.4,,,,0.016,0.008,,11.0,,,,,,MIDLAKE,51.97998,-9.59825,Europe,,,,,,0.01,,,98.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,105
IRL00084,2016-02-03,,,,8.98,,,,0.02,0.004,0.2,11.5,,,,,,MIDLAKE,51.97998,-9.59825,Europe,,,,,,0.01,,,99.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,105
