Station,Date,Time,Alk-Tot,Chl-a,Cl-Tot,DRP,EC,H-T,NH4N,NO2N,NO3N,O2-Dis,SiO2-Dis,TDS,TEMP,TURB,pH,Station Identifier,Latitude,Longitude,Region,Cl-Dis,NH3N,SiO2-Rea,TDP,TN,TP,TRANS,TSS,O2-Dis-Sat,TIP,BOD,TOTCOLI,A340,As-Tot,COL-True,Cd-Tot,Cr-Tot,DOC,ENTCOCC,FECALCOLI,Hg-Tot,Ni-Tot,Pb-Tot,TEMP-Air,TKN,TOC,TON,TRP,Ca-Dis,Fe-Dis,Mg-Dis,Na-Dis,Pb-Dis,SO4-Dis,Zn-Dis,Cluster,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A
MEX01362,2019-03-06,,,0.0035,,,1028.0,,,0.094,0.188,7.4,,657.92,18.6,93.5,8.0,LAKE OF PATZCUARO 4,19.6324,-101.6563,Mexico,,1.216,,,7.171,0.944,0.18,10.0,101.5,,,,0.192,0.0005,20.0,0.23,0.008,4.249,,90.0,1.7,0.0006,0.0025,19.0,6.889,6.233,5.673,0.303,,,,,,,,393,0.030750000849366188,0.02019999921321869,0.08479999750852585,0.12380000203847885,0.12269999831914902,0.1151999980211258,0.0731000006198883,0.07985000312328339,0.05130000039935112,0.053300000727176666
MEX01363,2019-03-06,,,0.0021,,,1013.0,,,0.093,0.185,6.5,,648.32,18.2,90.7,8.0,PATZCUARO AREA OF ISLANDS,19.6023,-101.6476,Mexico,,1.259,,,6.551,0.805,0.18,13.0,88.6,,,,0.299,0.0004,40.0,0.23,0.0063,4.352,,40.0,1.9,0.0002,0.0022,21.2,6.273,5.249,5.014,0.301,,,,,,,,393,0.0101500004529953,0.007600000128149986,0.0892999991774559,0.1266999989748001,0.12770000100135803,0.12285000085830688,0.06289999932050705,0.0608999989926815,0.045899998396635056,0.03355000168085098
MEX01367,2019-03-06,,,0.0059,,,1041.0,,,0.076,0.151,7.5,,666.24,18.4,91.0,8.5,PATZCUARO SINE OF ERONGARICUARO,19.5905,-101.6887,Mexico,,1.541,,,7.595,0.696,0.18,20.0,101.6,,,,0.198,0.0019,20.0,0.18,0.0177,4.128,,430.0,1.0,0.0013,0.0031,15.2,7.368,5.488,5.827,0.223,,,,,,,,393,0.009549999609589577,0.007000000216066837,0.08259999752044678,0.12380000203847885,0.11249999701976776,0.11595000326633453,0.05654999986290932,0.0544000007212162,0.04179999977350235,0.029400000348687172
