Station,Date,Time,Alk-Tot,Chl-a,Cl-Tot,DRP,EC,H-T,NH4N,NO2N,NO3N,O2-Dis,SiO2-Dis,TDS,TEMP,TURB,pH,Station Identifier,Latitude,Longitude,Region,Cl-Dis,NH3N,SiO2-Rea,TDP,TN,TP,TRANS,TSS,O2-Dis-Sat,TIP,BOD,TOTCOLI,A340,As-Tot,COL-True,Cd-Tot,Cr-Tot,DOC,ENTCOCC,FECALCOLI,Hg-Tot,Ni-Tot,Pb-Tot,TEMP-Air,TKN,TOC,TON,TRP,Ca-Dis,Fe-Dis,Mg-Dis,Na-Dis,Pb-Dis,SO4-Dis,Zn-Dis,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A
IND00124,2020-04-23,,,,,,238.0,,,,,8.6,,,,,7.8,BEAS AT D/S DEHRAGOPIPUR,31.8781,76.2033,India,,,,,,,,,,,0.1,33.0,,,,,,,,,,,,,,,,,,,,,,,,0.010099999606609344,0.011099999770522118,0.04340000078082085,0.057500001043081284,0.03759999945759773,0.025599999353289604,0.008700000122189522,0.01209999993443489,0.010900000110268593,0.010900000110268593
IND00293,2020-03-04,,,,,,551.0,,,,,6.4,,,,,7.4,KRISHNA A/C WITH TUNGABHADRA SANGAMESHWARAM KUNOOL,16.0019,78.365,India,,,,,,,,,,,1.2,900.0,,,,,,,,,,,,,,,,,,,,,,,,0.02345000021159649,0.016599999740719795,0.08980000019073486,0.11819999665021896,0.09560000151395798,0.10805000364780426,0.06279999762773514,0.06310000270605087,0.055399999022483826,0.04899999871850014
IND00293,2020-05-09,,,,,,748.0,,,,,5.6,,,,,6.6,KRISHNA A/C WITH TUNGABHADRA SANGAMESHWARAM KUNOOL,16.0019,78.365,India,,,,,,,,,,,2.2,700.0,,,,,,,,,,,,,,,,,,,,,,,,0.2243500053882599,0.1712000072002411,0.0803999975323677,0.09995000064373016,0.11270000040531158,0.13304999470710754,0.15729999542236328,0.17249999940395355,0.16189999878406525,0.1941000074148178
IND00293,2020-06-08,,,,,,982.0,,,,,5.9,,,,,7.5,KRISHNA A/C WITH TUNGABHADRA SANGAMESHWARAM KUNOOL,16.0019,78.365,India,,,,,,,,,,,1.7,500.0,,,,,,,,,,,,,,,,,,,,,,,,0.21719999611377716,0.1615000069141388,0.06549999862909317,0.08940000087022781,0.10419999808073044,0.12999999523162842,0.1762000024318695,0.18140000104904175,0.16500000655651093,0.2079000025987625
IND00370,2020-04-18,,,,,,258.0,,,,,7.2,,,,,7.6,KUAKHAI AT BHUBANESWAR U/S,20.2979,85.8824,India,,,,,,,,,,,0.2,2400.0,,,,,,,,,,,,,,,,,,,,,,,,0.11819999665021896,0.10949999839067459,0.08309999853372574,0.09679999947547913,0.1023000031709671,0.12849999964237213,0.10339999943971634,0.11710000038146973,0.09619999676942825,0.09989999979734421
IND00436,2019-02-21,,,,,,444.0,,,,,9.2,,,,,7.8,RAMGARH LAKE U.P.,26.7492,83.3973,India,,,,,,,,,,,4.4,9400.0,,,,,,,,,,,,,,,,,,,,,,,,0.20020000636577606,0.1768999993801117,0.08259999752044678,0.09000000357627869,0.11580000072717667,0.14020000398159027,0.13910000026226044,0.15240000188350677,0.15469999611377716,0.15970000624656677
IND00436,2019-04-26,,,,,,442.0,,,,,9.0,,,,,7.6,RAMGARH LAKE U.P.,26.7492,83.3973,India,,,,,,,,,,,4.6,11000.0,,,,,,,,,,,,,,,,,,,,,,,,0.24079999327659607,0.2175000011920929,0.11460000276565552,0.13300000131130219,0.13220000267028809,0.17239999771118164,0.19470000267028809,0.20669999718666077,0.2078000009059906,0.21899999678134918
IND00436,2019-05-17,,,,,,446.0,,,,,8.8,,,,,7.5,RAMGARH LAKE U.P.,26.7492,83.3973,India,,,,,,,,,,,4.4,17000.0,,,,,,,,,,,,,,,,,,,,,,,,0.25290000438690186,0.23309999704360962,0.11980000138282776,0.13680000603199005,0.1446000039577484,0.18209999799728394,0.20890000462532043,0.2304999977350235,0.22779999673366547,0.2371000051498413
IND00436,2020-02-15,,,,,,456.0,,,,,9.1,,,,,8.2,RAMGARH LAKE U.P.,26.7492,83.3973,India,,,,,,,,,,,5.0,32000.0,,,,,,,,,,,,,,,,,,,,,,,,0.16670000553131104,0.1453000009059906,0.10379999876022339,0.11240000277757645,0.12399999797344208,0.1307000070810318,0.13660000264644623,0.14020000398159027,0.147599995136261,0.14959999918937683
IND00436,2020-05-26,,,,,,470.0,,,,,8.8,,,,,8.2,RAMGARH LAKE U.P.,26.7492,83.3973,India,,,,,,,,,,,5.6,44000.0,,,,,,,,,,,,,,,,,,,,,,,,0.2565000057220459,0.22380000352859497,0.1289999932050705,0.149399995803833,0.16699999570846558,0.1753000020980835,0.21289999783039093,0.23180000483989716,0.22360000014305115,0.243599995970726
IND00436,2020-06-10,,,,,,476.0,,,,,8.4,,,,,8.1,RAMGARH LAKE U.P.,26.7492,83.3973,India,,,,,,,,,,,5.8,48000.0,,,,,,,,,,,,,,,,,,,,,,,,0.24459999799728394,0.22050000727176666,0.11259999871253967,0.13259999454021454,0.12999999523162842,0.1680999994277954,0.21389999985694885,0.23909999430179596,0.23319999873638153,0.25369998812675476
IND00436,2020-12-01,,,,,,498.0,,,,,8.0,,,,,8.0,RAMGARH LAKE U.P.,26.7492,83.3973,India,,,,,,,,,,,6.2,50000.0,,,,,,,,,,,,,,,,,,,,,,,,0.15029999613761902,0.12049999833106995,0.1136000007390976,0.12380000203847885,0.11339999735355377,0.1378999948501587,0.1565999984741211,0.16130000352859497,0.15119999647140503,0.16500000655651093
IND00436,2021-02-05,,,,,,522.0,,,,,8.2,,,,,8.28,RAMGARH LAKE U.P.,26.7492,83.3973,India,,,,,,,,,,,6.2,58000.0,,,,,,,,,,,,,,,,,,,,,,,,0.15209999680519104,0.13279999792575836,0.11900000274181366,0.11699999868869781,0.11699999868869781,0.131400004029274,0.13109999895095825,0.13779999315738678,0.12950000166893005,0.13729999959468842
IND00436,2021-03-16,,,,,,534.0,,,,,8.0,,,,,8.2,RAMGARH LAKE U.P.,26.7492,83.3973,India,,,,,,,,,,,6.6,60000.0,,,,,,,,,,,,,,,,,,,,,,,,0.20100000500679016,0.18150000274181366,0.12460000067949295,0.13899999856948853,0.1467999964952469,0.1696999967098236,0.17800000309944153,0.18950000405311584,0.18719999492168427,0.19020000100135803
IND00530,2019-01-02,,,,,,220.0,,0.5,,,7.0,,,,,7.3,DEEPAR BEEL ASSAM,26.1193,91.6477,India,,,,,,,,,,,2.7,910.0,,,,,,,,,,,,,,,,,,,,,,,,0.02239999920129776,0.012400000356137753,0.06239999830722809,0.094200000166893,0.05640000104904175,0.11959999799728394,0.12439999729394913,0.12330000102519989,0.11230000108480453,0.09769999980926514
IND00530,2019-03-04,,,,,,230.0,,0.5,,,11.0,,,,,7.9,DEEPAR BEEL ASSAM,26.1193,91.6477,India,,,,,,,,,,,4.8,720.0,,,,,,,,,,,,,,,,,,,,,,,,0.031099999323487282,0.022099999710917473,0.04430000111460686,0.07909999787807465,0.05130000039935112,0.09969999641180038,0.08720000088214874,0.09070000052452087,0.07530000060796738,0.07209999859333038
IND00530,2019-12-04,,,,,,226.0,,,,,7.8,,,,,7.8,DEEPAR BEEL ASSAM,26.1193,91.6477,India,,,,,,,,,,,3.4,360.0,,,,,,,,,,,,,,,,,,,,,,,,0.031599998474121094,0.016300000250339508,0.0868000015616417,0.09589999914169312,0.0689999982714653,0.09780000150203705,0.09749999642372131,0.10109999775886536,0.08900000154972076,0.07909999787807465
IND00530,2020-03-02,,,,,,210.0,,0.56,,,10.2,,,,,8.0,DEEPAR BEEL ASSAM,26.1193,91.6477,India,,,,,,,,,,,3.3,730.0,,,,,,,,,,,,,,,,,,,,,,,,0.03610000014305115,0.01979999989271164,0.06669999659061432,0.09210000187158585,0.055799998342990875,0.120899997651577,0.1396999955177307,0.14390000700950623,0.12800000607967377,0.11940000206232071
IND00530,2020-12-03,,,,,,240.0,,0.58,,,9.2,,,,,7.3,DEEPAR BEEL ASSAM,26.1193,91.6477,India,,,,,,,,,,,3.2,1100.0,,,,,,,,,,,,,,,,,,,,,,,,0.010499999858438969,0.0071000000461936,0.033900000154972076,0.048700001090765,0.03229999914765358,0.048900000751018524,0.031099999323487282,0.02930000051856041,0.02539999969303608,0.02329999953508377
IND00530,2021-03-03,,,,,,248.0,,1.4,,,10.1,,,,,7.6,DEEPAR BEEL ASSAM,26.1193,91.6477,India,,,,,,,,,,,3.2,1400.0,,,,,,,,,,,,,,,,,,,,,,,,0.043800000101327896,0.03020000085234642,0.06300000101327896,0.0892999991774559,0.06390000134706497,0.1185000017285347,0.11400000005960464,0.1168999969959259,0.10339999943971634,0.09040000289678574
IND00731,2019-03-11,,,,,,541.0,,,,,7.1,,,,,8.1,BILAWALI TALAB AT INDORE,22.6587,75.8642,India,,,,,,,,,,,1.8,70.0,,,,,,,,,,,,,,,,,,,,,,,,0.25380000472068787,0.22360000014305115,0.10599999874830246,0.1371999979019165,0.16359999775886536,0.19329999387264252,0.2054000049829483,0.21850000321865082,0.21439999341964722,0.2337999939918518
IND00731,2021-01-15,,,,,,428.0,,0.01,,,7.9,,,,,8.0,BILAWALI TALAB AT INDORE,22.6587,75.8642,India,,,,,,,,,,,1.2,63.0,,,,,,,,,,,,,,,,,,,,,,,,0.00559999980032444,0.00419999985024333,0.03319999948143959,0.05649999901652336,0.035999998450279236,0.04019999876618385,0.014800000004470348,0.01590000092983246,0.014499999582767487,0.010999999940395355
IND00731,2021-02-09,,,,,,424.0,,0.01,,,7.8,,,,,8.0,BILAWALI TALAB AT INDORE,22.6587,75.8642,India,,,,,,,,,,,2.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,0.005100000184029341,0.005400000140070915,0.02290000021457672,0.0544000007212162,0.041600000113248825,0.04399999976158142,0.009700000286102295,0.009499999694526196,0.007799999788403511,0.006399999838322401
IND00734,2020-11-10,,,,,,240.0,,0.42,,,7.2,,,,,7.6,GOVINDGARH LAKE,24.3743,81.2823,India,,,,,,,,,,,1.3,47.0,,,,,,,,,,,,,,,,,,,,,,,,0.01954999938607216,0.012199999764561653,0.08415000140666962,0.07615000009536743,0.061149999499320984,0.06340000033378601,0.06154999881982803,0.0596500001847744,0.05700000002980232,0.05184999853372574
IND00734,2020-12-05,,,,,,258.0,,0.52,,,7.5,,,,,8.1,GOVINDGARH LAKE,24.3743,81.2823,India,,,,,,,,,,,2.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,0.010099999606609344,0.0070500001311302185,0.03240000084042549,0.03139999881386757,0.024250000715255737,0.023350000381469727,0.021299999207258224,0.02135000005364418,0.021449999883770943,0.019750000908970833
IND00734,2021-01-14,,,,,,279.0,,0.38,,,7.7,,,,,7.8,GOVINDGARH LAKE,24.3743,81.2823,India,,,,,,,,,,,1.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,0.004650000017136335,0.003700000001117587,0.018050000071525574,0.018300000578165054,0.010499999858438969,0.010300000198185444,0.010200000368058681,0.009150000289082527,0.011049999855458736,0.008750000037252903
IND00785,2019-05-21,,,,,,150.0,,,,,6.0,,,,,6.8,MAYEM LAKE BICHOLIM,15.5754,73.94,India,,,,,,,,,,,2.0,1300.0,,,,,,,,,,,,,,,,,,,,,,,,0.15919999778270721,0.11240000277757645,0.07209999859333038,0.09300000220537186,0.09200000017881393,0.10760000348091125,0.13410000503063202,0.1459999978542328,0.10260000079870224,0.16030000150203705
IND00785,2021-03-05,,,,,,47.0,,0.4,,,7.7,,,,,6.57,MAYEM LAKE BICHOLIM,15.5754,73.94,India,,,,,,,,,,,1.7,490.0,,,,,,,,,,,,,,,,,,,,,,,,0.040699999779462814,0.02449999935925007,0.03290000185370445,0.03880000114440918,0.03099999949336052,0.03700000047683716,0.04349999874830246,0.0494999997317791,0.024700000882148743,0.05119999870657921
IND00804,2020-02-12,,,,,,43600.0,,0.15,,,6.3,,,,,7.5,R CORAPUZHA AT KANAYANKODE,11.4444,75.7285,India,,,,,,,,,,,0.9,170.0,,,,,,,,,,,,,,,,,,,,,,,,0.016100000590085983,0.010400000028312206,0.041999999433755875,0.05420000106096268,0.03720000013709068,0.026599999517202377,0.030300000682473183,0.019300000742077827,0.02930000051856041,0.022700000554323196
IND00804,2020-04-11,,,,,,36420.0,,0.16,,,5.7,,,,,7.7,R CORAPUZHA AT KANAYANKODE,11.4444,75.7285,India,,,,,,,,,,,0.8,540.0,,,,,,,,,,,,,,,,,,,,,,,,0.035599999129772186,0.02979999966919422,0.06440000236034393,0.08139999955892563,0.06469999998807907,0.06080000102519989,0.04100000113248825,0.03290000185370445,0.045099999755620956,0.03060000017285347
IND00804,2020-05-02,,,,,,17950.0,,0.67,,,6.3,,,,,7.7,R CORAPUZHA AT KANAYANKODE,11.4444,75.7285,India,,,,,,,,,,,0.6,2100.0,,,,,,,,,,,,,,,,,,,,,,,,0.11230000108480453,0.09309999644756317,0.12960000336170197,0.1581999957561493,0.14560000598430634,0.133200004696846,0.12070000171661377,0.1200999990105629,0.13539999723434448,0.12160000205039978
IND00832,2019-01-04,,,,,,1601.0,,,,,2.2,,,,,7.4,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,10.0,470.0,,,,,,,,,,,,,,,,,,,,,,,,0.009949999861419201,0.007499999832361937,0.0284000001847744,0.037050001323223114,0.025849999859929085,0.044449999928474426,0.02355000004172325,0.02005000039935112,0.01744999922811985,0.013899999670684338
IND00832,2019-03-11,,,,,,1720.0,,,,,2.2,,,,,7.3,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,14.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,0.03164999932050705,0.024700000882148743,0.04154999926686287,0.04924999922513962,0.039799999445676804,0.0580499991774559,0.03974999859929085,0.04064999893307686,0.03440000116825104,0.03280000016093254
IND00832,2019-09-21,,,,,,1316.0,,,,,2.8,,,,,7.8,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,22.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,0.042500000447034836,0.029500000178813934,0.08699999749660492,0.08500000089406967,0.06599999964237213,0.08129999786615372,0.05739999935030937,0.05889999866485596,0.05400000140070915,0.050700001418590546
IND00832,2020-09-01,,,,,,1335.0,,0.4,,,2.6,,,,,8.42,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.016249999403953552,0.013399999588727951,0.014050000347197056,0.019449999555945396,0.015650000423192978,0.028149999678134918,0.009700000286102295,0.00860000029206276,0.0035000001080334187,0.0066999997943639755
IND00832,2020-11-04,,,,,,1084.0,,0.4,,,5.8,,,,,7.42,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,3.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,0.01355000026524067,0.00839999970048666,0.03754999861121178,0.04390000179409981,0.034949999302625656,0.04170000180602074,0.03200000151991844,0.03220000118017197,0.026499999687075615,0.02785000018775463
IND00832,2021-03-05,,,,,,1210.0,,0.1,,,3.8,,,,,7.99,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,4.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,0.031099999323487282,0.015799999237060547,0.0284000001847744,0.03830000013113022,0.026799999177455902,0.051750000566244125,0.06364999711513519,0.06080000102519989,0.04490000009536743,0.07214999943971634
IND00837,2018-12-15,,,,,,871.0,,0.4,,,6.1,,,,,7.3,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,1.3,350.0,,,,,,,,,,,,,,,,,,,,,,,,0.13500000536441803,0.06340000033378601,0.08739999681711197,0.12380000203847885,0.0820000022649765,0.15860000252723694,0.27079999446868896,0.289900004863739,0.2955999970436096,0.30140000581741333
IND00837,2019-01-08,,,,,,956.0,,,,,6.8,,,,,7.7,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,1.8,240.0,,,,,,,,,,,,,,,,,,,,,,,,0.13510000705718994,0.06419999897480011,0.09629999846220016,0.13680000603199005,0.0940999984741211,0.17900000512599945,0.2890999913215637,0.3001999855041504,0.3043999969959259,0.3098999857902527
