Station,Date,Time,Alk-Tot,Chl-a,Cl-Tot,DRP,EC,H-T,NH4N,NO2N,NO3N,O2-Dis,SiO2-Dis,TDS,TEMP,TURB,pH,Station Identifier,Latitude,Longitude,Region,Cl-Dis,NH3N,SiO2-Rea,TDP,TN,TP,TRANS,TSS,O2-Dis-Sat,TIP,BOD,TOTCOLI,A340,As-Tot,COL-True,Cd-Tot,Cr-Tot,DOC,ENTCOCC,FECALCOLI,Hg-Tot,Ni-Tot,Pb-Tot,TEMP-Air,TKN,TOC,TON,TRP,Ca-Dis,Fe-Dis,Mg-Dis,Na-Dis,Pb-Dis,SO4-Dis,Zn-Dis,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A
IND00832,2019-04-17,,,,,,1730.0,,,,,2.4,,,,,7.5,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,16.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,0.036400001496076584,0.02954999916255474,0.053849998861551285,0.05894999951124191,0.04899999871850014,0.06800000369548798,0.05660000070929527,0.05665000155568123,0.04975000023841858,0.04670000076293945
IND00832,2019-05-06,,,,,,1792.0,,,,,1.8,,,,,7.2,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,18.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,0.07109999656677246,0.057999998331069946,0.06800000369548798,0.07954999804496765,0.0722000002861023,0.10010000318288803,0.08560000360012054,0.0868000015616417,0.0799499973654747,0.07594999670982361
IND00832,2019-09-21,,,,,,1316.0,,,,,2.8,,,,,7.8,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,22.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,0.042500000447034836,0.029500000178813934,0.08699999749660492,0.08500000089406967,0.06599999964237213,0.08129999786615372,0.05739999935030937,0.05889999866485596,0.05400000140070915,0.050700001418590546
IND00832,2020-01-10,,,,,,1342.0,,,,,0.1,,,,,7.9,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,18.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,0.01489999983459711,0.008249999955296516,0.05065000057220459,0.0478999987244606,0.03849999979138374,0.046950001269578934,0.03525000065565109,0.034299999475479126,0.02995000034570694,0.02824999950826168
IND00832,2020-02-10,,,,,,1381.0,,,,,0.1,,,,,7.8,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,20.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,0.015399999916553497,0.009200000204145908,0.05034999921917915,0.0507499985396862,0.03929999843239784,0.04964999854564667,0.042500000447034836,0.042100001126527786,0.03830000013113022,0.033649999648332596
IND00832,2020-03-10,,,,,,1554.0,,,,,2.9,,,,,8.6,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,14.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,0.028699999675154686,0.017000000923871994,0.060499999672174454,0.062150001525878906,0.05225000157952309,0.06880000233650208,0.06355000287294388,0.06560000032186508,0.05849999934434891,0.05705000087618828
IND00832,2020-04-13,,,,,,1502.0,,1.8,,,2.7,,,,,8.4,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,7.1,430.0,,,,,,,,,,,,,,,,,,,,,,,,0.027149999514222145,0.01964999921619892,0.05195000022649765,0.060600001364946365,0.04845000058412552,0.06710000336170197,0.049949999898672104,0.049300000071525574,0.03994999825954437,0.039400000125169754
IND00832,2020-05-05,,,,,,1539.0,,0.9,,,4.3,,,,,7.7,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,4.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,0.0775500014424324,0.0625,0.10154999792575836,0.10440000146627426,0.09070000052452087,0.11304999887943268,0.09974999725818634,0.09794999659061432,0.08980000019073486,0.09184999763965607
IND00832,2020-06-09,,,,,,1630.0,,,,,4.9,,,,,7.1,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,2.7,340.0,,,,,,,,,,,,,,,,,,,,,,,,0.05559999868273735,0.04414999857544899,0.053950000554323196,0.06684999912977219,0.057100001722574234,0.07405000180006027,0.05714999884366989,0.0551999993622303,0.04899999871850014,0.05139999836683273
IND00832,2020-09-01,,,,,,1335.0,,0.4,,,2.6,,,,,8.42,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.016249999403953552,0.013399999588727951,0.014050000347197056,0.019449999555945396,0.015650000423192978,0.028149999678134918,0.009700000286102295,0.00860000029206276,0.0035000001080334187,0.0066999997943639755
IND00832,2020-11-04,,,,,,1084.0,,0.4,,,5.8,,,,,7.42,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,3.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,0.01355000026524067,0.00839999970048666,0.03754999861121178,0.04390000179409981,0.034949999302625656,0.04170000180602074,0.03200000151991844,0.03220000118017197,0.026499999687075615,0.02785000018775463
IND00832,2020-12-18,,,,,,1192.0,,0.4,,,4.9,,,,,8.2,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,2.9,210.0,,,,,,,,,,,,,,,,,,,,,,,,0.011749999597668648,0.00795000046491623,0.044849999248981476,0.04879999905824661,0.03460000082850456,0.049150001257658005,0.03125,0.028349999338388443,0.024700000882148743,0.023649999871850014
IND00832,2021-01-15,,,,,,1086.0,,0.1,,,5.4,,,,,7.82,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,2.9,280.0,,,,,,,,,,,,,,,,,,,,,,,,0.016249999403953552,0.010499999858438969,0.05525000020861626,0.05700000002980232,0.042249999940395355,0.05274999886751175,0.0430000014603138,0.042149998247623444,0.03819999843835831,0.03539999946951866
IND00832,2021-02-26,,,,,,1267.0,,0.1,,,4.2,,,,,7.83,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,2.4,350.0,,,,,,,,,,,,,,,,,,,,,,,,0.018699999898672104,0.012249999679625034,0.04340000078082085,0.04580000042915344,0.03784999996423721,0.05104999989271164,0.04154999926686287,0.040950000286102295,0.035599999129772186,0.03765000030398369
IND00832,2021-03-05,,,,,,1210.0,,0.1,,,3.8,,,,,7.99,LAXMINARAYANA CHERUVU AT EDULABAD RANGAREDDY,17.4249,78.6977,India,,,,,,,,,,,4.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,0.017249999567866325,0.012249999679625034,0.03709999844431877,0.04385000094771385,0.0333000011742115,0.04360000044107437,0.03344999998807907,0.032099999487400055,0.0272000003606081,0.029750000685453415
IND00837,2018-03-07,,,,,,1015.0,,0.4,,,6.2,,,,,7.2,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,1.2,1100.0,,,,,,,,,,,,,,,,,,,,,,,,0.027899999171495438,0.020400000736117363,0.006899999920278788,0.02500000037252903,0.017899999395012856,0.04430000111460686,0.04529999941587448,0.042100001126527786,0.03280000016093254,0.04340000078082085
IND00837,2018-12-15,,,,,,871.0,,0.4,,,6.1,,,,,7.3,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,1.3,350.0,,,,,,,,,,,,,,,,,,,,,,,,0.12745000422000885,0.056699998676776886,0.07169999927282333,0.12139999866485596,0.06870000064373016,0.16204999387264252,0.2942500114440918,0.30285000801086426,0.3188999891281128,0.31255000829696655
IND00837,2019-01-08,,,,,,956.0,,,,,6.8,,,,,7.7,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,1.8,240.0,,,,,,,,,,,,,,,,,,,,,,,,0.14055000245571136,0.06669999659061432,0.09934999793767929,0.1379999965429306,0.09624999761581421,0.18095000088214874,0.2960500121116638,0.31494998931884766,0.32499998807907104,0.32455000281333923
IND00837,2019-02-11,,,,,,1007.0,,,,,6.2,,,,,7.4,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,1.6,460.0,,,,,,,,,,,,,,,,,,,,,,,,0.1298000067472458,0.06289999932050705,0.07580000162124634,0.1265999972820282,0.08129999786615372,0.1754000037908554,0.290800005197525,0.3046000003814697,0.3107999861240387,0.31299999356269836
IND00837,2019-03-08,,,,,,1132.0,,,,,6.2,,,,,7.0,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,1.6,1100.0,,,,,,,,,,,,,,,,,,,,,,,,0.12020000070333481,0.06040000170469284,0.06840000301599503,0.12240000069141388,0.08709999918937683,0.17499999701976776,0.2669000029563904,0.2815000116825104,0.25540000200271606,0.2897999882698059
IND00837,2019-04-03,,,,,,1815.0,,,,,5.8,,,,,8.3,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,1.7,460.0,,,,,,,,,,,,,,,,,,,,,,,,0.17980000376701355,0.10970000177621841,0.08619999885559082,0.1273999959230423,0.10100000351667404,0.1988999992609024,0.2653999924659729,0.28040000796318054,0.26579999923706055,0.29679998755455017
IND00837,2019-05-03,,,,,,1772.0,,,,,5.5,,,,,8.3,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,1.8,410.0,,,,,,,,,,,,,,,,,,,,,,,,0.17219999432563782,0.10374999791383743,0.10490000247955322,0.14489999413490295,0.1143999993801117,0.1860000044107437,0.26225000619888306,0.280349999666214,0.26980000734329224,0.2847500145435333
IND00837,2019-08-03,,,,,,1881.0,,,,,5.2,,,,,7.6,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,2.6,460.0,,,,,,,,,,,,,,,,,,,,,,,,0.18250000476837158,0.12449999898672104,0.12999999523162842,0.18140000104904175,0.1518000066280365,0.2004999965429306,0.2761000096797943,0.2782000005245209,0.266400009393692,0.30469998717308044
IND00837,2019-11-14,,,,,,941.0,,,,,5.8,,,,,8.3,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,4.2,150.0,,,,,,,,,,,,,,,,,,,,,,,,0.09049999713897705,0.04170000180602074,0.050200000405311584,0.08560000360012054,0.050700001418590546,0.11620000004768372,0.18230000138282776,0.18719999492168427,0.17299999296665192,0.186599999666214
IND00837,2019-12-07,,,,,,714.0,,,,,5.0,,,,,8.5,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,2.3,240.0,,,,,,,,,,,,,,,,,,,,,,,,0.14824999868869781,0.06710000336170197,0.0588500015437603,0.1193000003695488,0.06030000001192093,0.16859999299049377,0.30094999074935913,0.31150001287460327,0.29190000891685486,0.30630001425743103
IND00837,2020-01-22,,,,,,782.0,,0.25,,,5.2,,,,,7.5,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,3.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,0.15620000660419464,0.07100000232458115,0.06859999895095825,0.1356000006198883,0.0729999989271164,0.18940000236034393,0.33739998936653137,0.3571999967098236,0.3529999852180481,0.3671000003814697
IND00837,2020-02-11,,,,,,654.0,,0.1,,,5.6,,,,,7.3,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,2.8,210.0,,,,,,,,,,,,,,,,,,,,,,,,0.16439999639987946,0.07609999924898148,0.07635000348091125,0.1339000016450882,0.07795000076293945,0.1875,0.3626500070095062,0.39274999499320984,0.3871000111103058,0.399399995803833
IND00837,2020-03-18,,,,,,798.0,,0.1,,,4.5,,,,,7.4,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,2.8,240.0,,,,,,,,,,,,,,,,,,,,,,,,0.18074999749660492,0.0904499962925911,0.08434999734163284,0.13490000367164612,0.08444999903440475,0.20239999890327454,0.37595000863075256,0.39640000462532043,0.3874000012874603,0.40560001134872437
IND00837,2020-04-11,,,,,,640.0,,0.12,,,5.8,,,,,7.6,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,2.6,460.0,,,,,,,,,,,,,,,,,,,,,,,,0.2781499922275543,0.1834000051021576,0.10790000110864639,0.17399999499320984,0.13750000298023224,0.2583500146865845,0.43650001287460327,0.4643999934196472,0.4535999894142151,0.4738500118255615
IND00837,2020-05-23,,,,,,656.0,,0.18,,,4.2,,,,,7.5,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,3.8,210.0,,,,,,,,,,,,,,,,,,,,,,,,0.2549999952316284,0.14890000224113464,0.16349999606609344,0.19509999454021454,0.1618500053882599,0.24275000393390656,0.36344999074935913,0.38580000400543213,0.38440001010894775,0.39375001192092896
IND00837,2020-06-04,,,,,,768.0,,0.08,,,3.8,,,,,7.8,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,4.4,150.0,,,,,,,,,,,,,,,,,,,,,,,,0.1867000013589859,0.09619999676942825,0.08460000157356262,0.13660000264644623,0.07890000194311142,0.19580000638961792,0.3702999949455261,0.40549999475479126,0.35260000824928284,0.4104999899864197
IND00837,2020-09-04,,,,,,874.0,,0.08,,,6.8,,,,,7.1,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,4.8,240.0,,,,,,,,,,,,,,,,,,,,,,,,0.133200004696846,0.06430000066757202,0.08515000343322754,0.12880000472068787,0.08034999668598175,0.17444999516010284,0.2752000093460083,0.2962000072002411,0.27950000762939453,0.2991499900817871
IND00837,2020-11-03,,,,,,580.0,,0.02,,,5.0,,,,,7.1,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,2.6,210.0,,,,,,,,,,,,,,,,,,,,,,,,0.09009999781847,0.04670000076293945,0.05820000171661377,0.09160000085830688,0.06300000101327896,0.13570000231266022,0.19900000095367432,0.2092999964952469,0.1923999935388565,0.2126999944448471
IND00837,2020-12-18,,,,,,640.0,,0.06,,,5.8,,,,,7.2,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,2.4,210.0,,,,,,,,,,,,,,,,,,,,,,,,0.06539999693632126,0.02905000001192093,0.0523499995470047,0.08874999731779099,0.051899999380111694,0.10840000212192535,0.1501999944448471,0.14994999766349792,0.1607999950647354,0.1547500044107437
IND00837,2021-01-08,,,,,,658.0,,0.15,,,5.4,,,,,7.8,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,2.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,0.07159999758005142,0.03290000185370445,0.039000000804662704,0.07410000264644623,0.04439999908208847,0.11569999903440475,0.16830000281333923,0.16680000722408295,0.1428000032901764,0.16060000658035278
IND00837,2021-02-16,,,,,,912.0,,0.13,,,6.8,,,,,7.5,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,1.9,210.0,,,,,,,,,,,,,,,,,,,,,,,,0.10540000349283218,0.0494999997317791,0.07540000230073929,0.11670000106096268,0.07365000247955322,0.1525000035762787,0.22605000436306,0.23350000381469727,0.21729999780654907,0.2387000024318695
IND00837,2021-03-20,,,,,,890.0,,0.04,,,6.0,,,,,7.42,KONDAKARLA-AAVA LAKE PARAWADA PHARMA CITY VISHAKHA,17.6022,82.9974,India,,,,,,,,,,,2.4,210.0,,,,,,,,,,,,,,,,,,,,,,,,0.1281999945640564,0.06260000169277191,0.08950000256299973,0.12380000203847885,0.0860000029206276,0.16120000183582306,0.26159998774528503,0.2791999876499176,0.2651999890804291,0.28189998865127563
IND00904,2018-03-06,,,,,,247.0,,0.4,,,6.8,,,,,7.8,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,2.2,9200.0,,,,,,,,,,,,,,,,,,,,,,,,0.03660000115633011,0.0272000003606081,0.04529999941587448,0.052799999713897705,0.04529999941587448,0.05559999868273735,0.05139999836683273,0.04699999839067459,0.04560000076889992,0.04569999873638153
IND00904,2019-01-04,,,,,,181.0,,1.7,,,5.5,,,,,7.1,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,0.04050000011920929,0.02329999953508377,0.061799999326467514,0.06859999895095825,0.05939999967813492,0.07810000330209732,0.08529999852180481,0.09669999778270721,0.11349999904632568,0.08420000225305557
IND00904,2019-02-05,,,,,,150.0,,0.6,,,4.9,,,,,8.0,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,1.3,170.0,,,,,,,,,,,,,,,,,,,,,,,,0.02410000003874302,0.015200000256299973,0.048900000751018524,0.05355000123381615,0.042899999767541885,0.04960000142455101,0.04975000023841858,0.055649999529123306,0.06674999743700027,0.0515500009059906
IND00904,2019-03-07,,,,,,234.0,,0.6,,,6.6,,,,,7.4,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,2.1,5400.0,,,,,,,,,,,,,,,,,,,,,,,,0.04690000042319298,0.027899999171495438,0.05034999921917915,0.05595000088214874,0.04540000110864639,0.06105000153183937,0.06984999775886536,0.07479999959468842,0.06584999710321426,0.07114999741315842
IND00904,2019-04-03,,,,,,150.0,,0.6,,,6.6,,,,,8.4,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,2.0,2200.0,,,,,,,,,,,,,,,,,,,,,,,,0.04904999956488609,0.03099999949336052,0.040300000458955765,0.04650000110268593,0.03864999860525131,0.05795000120997429,0.07129999995231628,0.07209999859333038,0.060350000858306885,0.07280000299215317
IND00904,2019-05-14,,,,,,155.0,,,,,7.2,,,,,7.0,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,2.1,2800.0,,,,,,,,,,,,,,,,,,,,,,,,0.08184999972581863,0.05764999985694885,0.06334999948740005,0.0754999965429306,0.061799999326467514,0.08744999766349792,0.10485000163316727,0.10935000330209732,0.10925000160932541,0.10684999823570251
IND00904,2019-06-06,,,,,,150.0,,0.6,,,6.0,,,,,7.1,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,2.1,400.0,,,,,,,,,,,,,,,,,,,,,,,,0.18690000474452972,0.10840000212192535,0.07559999823570251,0.11779999732971191,0.06610000133514404,0.14480000734329224,0.24330000579357147,0.2578999996185303,0.27549999952316284,0.275299996137619
IND00904,2019-10-01,,,,,,150.0,,0.6,,,6.9,,,,,7.4,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,,,,,,,,,,0.026900000870227814,0.017400000244379044,0.05389999970793724,0.05460000038146973,0.035599999129772186,0.04769999906420708,0.05909999832510948,0.06210000067949295,0.05139999836683273,0.055799998342990875
IND00904,2019-11-05,,,,,,150.0,,0.8,,,7.4,,,,,6.7,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,1.5,460.0,,,,,,,,,,,,,,,,,,,,,,,,0.03344999998807907,0.01679999940097332,0.05900000035762787,0.06610000133514404,0.05054999887943268,0.06610000133514404,0.07109999656677246,0.07429999858140945,0.06210000067949295,0.06949999928474426
IND00904,2019-12-03,,,,,,150.0,,0.6,,,8.1,,,,,7.8,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,1.2,790.0,,,,,,,,,,,,,,,,,,,,,,,,0.020800000056624413,0.011500000022351742,0.043699998408555984,0.0478999987244606,0.03779999911785126,0.04500000178813934,0.04619999974966049,0.0471000000834465,0.04430000111460686,0.04129999876022339
IND00904,2020-01-03,,,,,,150.0,,0.84,,,6.7,,,,,8.0,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,1.0,4900.0,,,,,,,,,,,,,,,,,,,,,,,,0.01915000006556511,0.010850000195205212,0.05065000057220459,0.04910000041127205,0.03909999877214432,0.040699999779462814,0.03929999843239784,0.04039999842643738,0.03644999861717224,0.03635000064969063
IND00904,2020-02-04,,,,,,1888.0,,1.12,,,7.5,,,,,8.2,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,0.8,490.0,,,,,,,,,,,,,,,,,,,,,,,,0.027400000020861626,0.016200000420212746,0.07360000163316727,0.07339999824762344,0.061500001698732376,0.06710000336170197,0.06270000338554382,0.06650000065565109,0.05350000038743019,0.05660000070929527
IND00904,2020-03-02,,,,,,186.0,,0.84,,,6.4,,,,,8.1,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,1.1,790.0,,,,,,,,,,,,,,,,,,,,,,,,0.022050000727176666,0.014299999922513962,0.0575999990105629,0.05649999901652336,0.0434500016272068,0.0466499999165535,0.04490000009536743,0.04464999958872795,0.039000000804662704,0.03824999928474426
IND00904,2020-04-16,,,,,,196.0,,,,,6.8,,,,,7.9,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,0.6,1700.0,,,,,,,,,,,,,,,,,,,,,,,,0.046149998903274536,0.03424999862909317,0.06395000219345093,0.06989999860525131,0.0604499988257885,0.06469999998807907,0.05894999951124191,0.05795000120997429,0.04884999990463257,0.05719999969005585
IND00904,2020-05-27,,,,,,157.0,,,,,7.6,,,,,7.4,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,1.1,2200.0,,,,,,,,,,,,,,,,,,,,,,,,0.09730000048875809,0.07050000131130219,0.121799997985363,0.12999999523162842,0.11840000003576279,0.11209999769926071,0.11100000143051147,0.11860000342130661,0.12300000339746475,0.11069999635219574
IND00904,2020-06-09,,,,,,148.0,,0.56,,,7.8,,,,,7.4,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,,2800.0,,,,,,,,,,,,,,,,,,,,,,,,0.045899998396635056,0.03310000151395798,0.05700000002980232,0.061400000005960464,0.048700001090765,0.05999999865889549,0.05420000106096268,0.059300001710653305,0.03830000013113022,0.052400000393390656
IND00904,2020-07-01,,,,,,184.0,,,,,7.6,,,,,8.4,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,2.5,2200.0,,,,,,,,,,,,,,,,,,,,,,,,0.034299999475479126,0.026799999177455902,0.04809999838471413,0.05009999871253967,0.03550000116229057,0.04600000008940697,0.04859999939799309,0.05550000071525574,0.03150000050663948,0.05220000073313713
IND00904,2020-08-05,,,,,,92.0,,2.24,,,5.1,,,,,6.9,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,1.8,5400.0,,,,,,,,,,,,,,,,,,,,,,,,0.48510000109672546,0.4311999976634979,0.39500001072883606,0.39079999923706055,0.3725999891757965,0.4578000009059906,0.48809999227523804,0.4925999939441681,0.45489999651908875,0.4982999861240387
IND00904,2020-11-04,,,,,,127.0,,0.56,,,7.4,,,,,7.9,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,1.5,1400.0,,,,,,,,,,,,,,,,,,,,,,,,0.11249999701976776,0.057100001722574234,0.050999999046325684,0.08309999853372574,0.0421999990940094,0.09749999642372131,0.19120000302791595,0.21119999885559082,0.24690000712871552,0.23229999840259552
IND00904,2020-12-14,,,,,,133.0,,,,,7.8,,,,,7.7,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,1.9,2800.0,,,,,,,,,,,,,,,,,,,,,,,,0.1878499984741211,0.10135000199079514,0.08015000075101852,0.11569999903440475,0.06925000250339508,0.1578499972820282,0.31679999828338623,0.33765000104904175,0.375,0.3485499918460846
IND00904,2021-01-05,,,,,,212.0,,0.56,,,7.5,,,,,7.4,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,1.4,2200.0,,,,,,,,,,,,,,,,,,,,,,,,0.1876000016927719,0.09600000083446503,0.08380000293254852,0.10899999737739563,0.07419999688863754,0.16189999878406525,0.29409998655319214,0.3303000032901764,0.34599998593330383,0.34689998626708984
IND00904,2021-02-02,,,,,,142.0,,,,,7.5,,,,,8.1,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,1.5,2400.0,,,,,,,,,,,,,,,,,,,,,,,,0.12144999951124191,0.06655000150203705,0.07284999638795853,0.08784999698400497,0.06674999743700027,0.11990000307559967,0.20669999718666077,0.22679999470710754,0.2467000037431717,0.24255000054836273
IND00904,2021-03-02,,,,,,241.0,,1.68,,,7.2,,,,,8.4,ANSHUPA LAKE KADALIBARI,20.464,85.599,India,,,,,,,,,,,1.5,4700.0,,,,,,,,,,,,,,,,,,,,,,,,0.15680000185966492,0.08219999819993973,0.05730000138282776,0.08330000191926956,0.05299999937415123,0.11860000342130661,0.23119999468326569,0.2578999996185303,0.2897999882698059,0.27379998564720154
IND00943,2018-12-14,,,,,,98.0,,0.4,,,6.9,,,,,7.41,MIRIKH LAKE DARJEELING,26.89,88.1803,India,,,,,,,,,,,2.7,5000.0,,,,,,,,,,,,,,,,,,,,,,,,0.15940000116825104,0.09239999949932098,0.013199999928474426,0.02969999983906746,0.019700000062584877,0.08619999885559082,0.19059999287128448,0.2402999997138977,0.23309999704360962,0.24160000681877136
IND00943,2019-01-17,,,,,,150.0,,,,,7.1,,,,,7.9,MIRIKH LAKE DARJEELING,26.89,88.1803,India,,,,,,,,,,,2.8,6000.0,,,,,,,,,,,,,,,,,,,,,,,,0.18870000541210175,0.11299999803304672,0.040300000458955765,0.057500001043081284,0.04580000042915344,0.09080000221729279,0.18050000071525574,0.21559999883174896,0.20839999616146088,0.23569999635219574
IND00943,2019-02-04,,,,,,150.0,,,,,6.5,,,,,7.7,MIRIKH LAKE DARJEELING,26.89,88.1803,India,,,,,,,,,,,2.8,11000.0,,,,,,,,,,,,,,,,,,,,,,,,0.2134000062942505,0.14569999277591705,0.12285000085830688,0.12195000052452087,0.10175000131130219,0.1570499986410141,0.23029999434947968,0.2447499930858612,0.25725001096725464,0.24719999730587006
IND00943,2019-03-20,,,,,,168.0,,,,,6.7,,,,,6.4,MIRIKH LAKE DARJEELING,26.89,88.1803,India,,,,,,,,,,,2.8,14000.0,,,,,,,,,,,,,,,,,,,,,,,,0.19975000619888306,0.1356000006198883,0.04814999923110008,0.06480000168085098,0.05350000038743019,0.10620000213384628,0.19179999828338623,0.2061000019311905,0.2214999943971634,0.23405000567436218
