Station,Date,Alk-Tot,EC,TEMP,TURB,pH,Station Identifier,Latitude,Longitude,Region,COL-True,Cluster,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A
URY00076,2018-06-25,52.0,177.0,9.0,19.3,8.2,Toma de agua,-34.8297,-55.0421,South America,96.0,678,0.0031999999191612005,0.004600000102072954,0.03139999881386757,0.042100001126527786,0.044599998742341995,0.039900001138448715,0.01759999990463257,0.015399999916553497,0.010999999940395355,0.007600000128149986
URY00076,2018-06-26,53.0,158.0,9.0,,8.0,Toma de agua,-34.8297,-55.0421,South America,114.0,678,0.0031999999191612005,0.004600000102072954,0.03139999881386757,0.042100001126527786,0.044599998742341995,0.039900001138448715,0.01759999990463257,0.015399999916553497,0.010999999940395355,0.007600000128149986
URY00076,2019-01-02,49.0,133.0,25.0,15.1,7.8,Toma de agua,-34.8297,-55.0421,South America,111.0,678,0.05180000141263008,0.04569999873638153,0.08049999922513962,0.0940999984741211,0.09470000118017197,0.09969999641180038,0.0689999982714653,0.06719999760389328,0.06279999762773514,0.05950000137090683
URY00076,2019-01-08,42.0,130.0,23.0,14.0,7.7,Toma de agua,-34.8297,-55.0421,South America,107.0,678,0.011699999682605267,0.011800000444054604,0.03660000115633011,0.04859999939799309,0.04859999939799309,0.05009999871253967,0.02019999921321869,0.020800000056624413,0.015599999576807022,0.012799999676644802
URY00076,2019-01-09,65.0,130.0,23.5,14.9,7.9,Toma de agua,-34.8297,-55.0421,South America,130.0,678,0.011699999682605267,0.011800000444054604,0.03660000115633011,0.04859999939799309,0.04859999939799309,0.05009999871253967,0.02019999921321869,0.020800000056624413,0.015599999576807022,0.012799999676644802
URY00076,2019-01-11,42.0,127.0,22.0,13.4,7.6,Toma de agua,-34.8297,-55.0421,South America,126.0,678,0.0560000017285347,0.04820000007748604,0.08269999921321869,0.09480000287294388,0.09790000319480896,0.0949999988079071,0.0731000006198883,0.06859999895095825,0.07490000128746033,0.0625
URY00076,2019-01-28,48.0,130.0,25.0,14.4,7.9,Toma de agua,-34.8297,-55.0421,South America,116.0,678,0.005400000140070915,0.00559999980032444,0.033900000154972076,0.04690000042319298,0.04619999974966049,0.041600000113248825,0.013000000268220901,0.013199999928474426,0.013100000098347664,0.006599999964237213
URY00076,2019-01-29,46.0,128.0,26.0,13.8,7.7,Toma de agua,-34.8297,-55.0421,South America,118.0,678,0.005400000140070915,0.00559999980032444,0.033900000154972076,0.04690000042319298,0.04619999974966049,0.041600000113248825,0.013000000268220901,0.013199999928474426,0.013100000098347664,0.006599999964237213
URY00076,2019-01-31,44.0,128.0,27.0,13.9,7.7,Toma de agua,-34.8297,-55.0421,South America,116.0,678,0.03629999980330467,0.03099999949336052,0.07029999792575836,0.08110000193119049,0.0771000012755394,0.07259999960660934,0.051100000739097595,0.048500001430511475,0.050200000405311584,0.043800000101327896
URY00076,2019-02-01,44.0,131.0,26.0,13.1,7.7,Toma de agua,-34.8297,-55.0421,South America,117.0,678,0.03629999980330467,0.03099999949336052,0.07029999792575836,0.08110000193119049,0.0771000012755394,0.07259999960660934,0.051100000739097595,0.048500001430511475,0.050200000405311584,0.043800000101327896
URY00076,2019-02-05,47.0,131.0,23.0,13.4,7.7,Toma de agua,-34.8297,-55.0421,South America,113.0,678,0.004699999932199717,0.0031999999191612005,0.029100000858306885,0.0364999994635582,0.033799998462200165,0.033900000154972076,0.012600000016391277,0.01209999993443489,0.011500000022351742,0.007400000002235174
URY00076,2019-02-06,46.0,128.0,23.0,11.8,7.7,Toma de agua,-34.8297,-55.0421,South America,107.0,678,0.004699999932199717,0.0031999999191612005,0.029100000858306885,0.0364999994635582,0.033799998462200165,0.033900000154972076,0.012600000016391277,0.01209999993443489,0.011500000022351742,0.007400000002235174
