Station,Date,Alk-Tot,EC,TEMP,TURB,pH,Station Identifier,Latitude,Longitude,Region,COL-True,Cluster,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A
URY00076,2019-01-02,49.0,133.0,25.0,15.1,7.8,Toma de agua,-34.8297,-55.0421,South America,111.0,678,0.03175000101327896,0.028750000521540642,0.05855000019073486,0.07135000079870224,0.07164999842643738,0.07490000128746033,0.044599998742341995,0.04399999976158142,0.03920000046491623,0.0361500009894371
URY00076,2019-01-03,45.0,134.0,23.0,20.0,7.6,Toma de agua,-34.8297,-55.0421,South America,135.0,678,0.03175000101327896,0.028750000521540642,0.05855000019073486,0.07135000079870224,0.07164999842643738,0.07490000128746033,0.044599998742341995,0.04399999976158142,0.03920000046491623,0.0361500009894371
URY00076,2019-01-04,42.0,132.0,22.0,14.8,7.7,Toma de agua,-34.8297,-55.0421,South America,107.0,678,0.03175000101327896,0.028750000521540642,0.05855000019073486,0.07135000079870224,0.07164999842643738,0.07490000128746033,0.044599998742341995,0.04399999976158142,0.03920000046491623,0.0361500009894371
URY00076,2019-01-07,48.0,133.0,24.0,13.3,7.5,Toma de agua,-34.8297,-55.0421,South America,112.0,678,0.05180000141263008,0.04569999873638153,0.08049999922513962,0.0940999984741211,0.09470000118017197,0.0949999988079071,0.0689999982714653,0.06719999760389328,0.06279999762773514,0.05950000137090683
URY00076,2019-01-08,42.0,130.0,23.0,14.0,7.7,Toma de agua,-34.8297,-55.0421,South America,107.0,678,0.05180000141263008,0.04569999873638153,0.08049999922513962,0.0940999984741211,0.09470000118017197,0.0949999988079071,0.0689999982714653,0.06719999760389328,0.06279999762773514,0.05950000137090683
URY00076,2019-01-09,65.0,130.0,23.5,14.9,7.9,Toma de agua,-34.8297,-55.0421,South America,130.0,678,0.03384999930858612,0.029999999329447746,0.0596500001847744,0.07169999927282333,0.07325000315904617,0.07254999876022339,0.0466499999165535,0.04470000043511391,0.045249998569488525,0.03765000030398369
URY00076,2019-01-10,43.0,128.0,24.0,14.3,7.6,Toma de agua,-34.8297,-55.0421,South America,119.0,678,0.03384999930858612,0.029999999329447746,0.0596500001847744,0.07169999927282333,0.07325000315904617,0.07254999876022339,0.0466499999165535,0.04470000043511391,0.045249998569488525,0.03765000030398369
URY00076,2019-01-11,42.0,127.0,22.0,13.4,7.6,Toma de agua,-34.8297,-55.0421,South America,126.0,678,0.03384999930858612,0.029999999329447746,0.0596500001847744,0.07169999927282333,0.07325000315904617,0.07254999876022339,0.0466499999165535,0.04470000043511391,0.045249998569488525,0.03765000030398369
URY00076,2019-01-14,48.0,135.0,24.0,13.5,7.7,Toma de agua,-34.8297,-55.0421,South America,121.0,678,0.03384999930858612,0.029999999329447746,0.0596500001847744,0.07169999927282333,0.07325000315904617,0.07254999876022339,0.0466499999165535,0.04470000043511391,0.045249998569488525,0.03765000030398369
URY00076,2019-01-15,44.0,132.0,23.5,13.0,7.6,Toma de agua,-34.8297,-55.0421,South America,107.0,678,0.03384999930858612,0.029999999329447746,0.0596500001847744,0.07169999927282333,0.07325000315904617,0.07254999876022339,0.0466499999165535,0.04470000043511391,0.045249998569488525,0.03765000030398369
URY00076,2019-01-16,44.0,130.0,23.0,14.2,7.7,Toma de agua,-34.8297,-55.0421,South America,116.0,678,0.0560000017285347,0.04820000007748604,0.08269999921321869,0.09480000287294388,0.09790000319480896,0.0949999988079071,0.0731000006198883,0.06859999895095825,0.07490000128746033,0.0625
URY00076,2019-01-17,45.0,133.0,23.0,13.7,7.6,Toma de agua,-34.8297,-55.0421,South America,114.0,678,0.0560000017285347,0.04820000007748604,0.08269999921321869,0.09480000287294388,0.09790000319480896,0.0949999988079071,0.0731000006198883,0.06859999895095825,0.07490000128746033,0.0625
URY00076,2019-01-18,46.0,128.0,23.0,,7.7,Toma de agua,-34.8297,-55.0421,South America,115.0,678,0.0560000017285347,0.04820000007748604,0.08269999921321869,0.09480000287294388,0.09790000319480896,0.0949999988079071,0.0731000006198883,0.06859999895095825,0.07490000128746033,0.0625
URY00076,2019-01-21,48.0,120.0,22.5,14.0,8.1,Toma de agua,-34.8297,-55.0421,South America,127.0,678,0.02019999921321869,0.016499999910593033,0.049400001764297485,0.056299999356269836,0.05779999867081642,0.055399999022483826,0.030700000002980232,0.02889999933540821,0.027000000700354576,0.024000000208616257
URY00076,2019-01-22,43.0,128.0,22.0,14.7,7.8,Toma de agua,-34.8297,-55.0421,South America,133.0,678,0.012799999676644802,0.011049999855458736,0.04165000095963478,0.051600001752376556,0.052000001072883606,0.048500001430511475,0.021849999204277992,0.021050000563263893,0.02005000039935112,0.015300000086426735
URY00076,2019-01-23,41.0,128.0,25.0,14.9,7.7,Toma de agua,-34.8297,-55.0421,South America,125.0,678,0.012799999676644802,0.011049999855458736,0.04165000095963478,0.051600001752376556,0.052000001072883606,0.048500001430511475,0.021849999204277992,0.021050000563263893,0.02005000039935112,0.015300000086426735
