TURB,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A
18.9,0.0031999999191612,0.0046000001020729,0.0313999988138675,0.0421000011265277,0.0445999987423419,0.0399000011384487,0.0175999999046325,0.0153999999165534,0.0109999999403953,0.0076000001281499
23.4,0.0031999999191612,0.0046000001020729,0.0313999988138675,0.0421000011265277,0.0445999987423419,0.0399000011384487,0.0175999999046325,0.0153999999165534,0.0109999999403953,0.0076000001281499
19.5,0.0031999999191612,0.0046000001020729,0.0313999988138675,0.0421000011265277,0.0445999987423419,0.0399000011384487,0.0175999999046325,0.0153999999165534,0.0109999999403953,0.0076000001281499
19.3,0.0031999999191612,0.0046000001020729,0.0313999988138675,0.0421000011265277,0.0445999987423419,0.0399000011384487,0.0175999999046325,0.0153999999165534,0.0109999999403953,0.0076000001281499
18.8,0.0031999999191612,0.0046000001020729,0.0313999988138675,0.0421000011265277,0.0445999987423419,0.0399000011384487,0.0175999999046325,0.0153999999165534,0.0109999999403953,0.0076000001281499
19.1,0.0031999999191612,0.0046000001020729,0.0313999988138675,0.0421000011265277,0.0445999987423419,0.0399000011384487,0.0175999999046325,0.0153999999165534,0.0109999999403953,0.0076000001281499
18.9,0.0031999999191612,0.0046000001020729,0.0313999988138675,0.0421000011265277,0.0445999987423419,0.0399000011384487,0.0175999999046325,0.0153999999165534,0.0109999999403953,0.0076000001281499
18.5,0.0031999999191612,0.0046000001020729,0.0313999988138675,0.0421000011265277,0.0445999987423419,0.0399000011384487,0.0175999999046325,0.0153999999165534,0.0109999999403953,0.0076000001281499
15.1,0.0317500010132789,0.0287500005215406,0.0585500001907348,0.0713500007987022,0.0716499984264373,0.0749000012874603,0.0445999987423419,0.0439999997615814,0.0392000004649162,0.0361500009894371
20.0,0.0317500010132789,0.0287500005215406,0.0585500001907348,0.0713500007987022,0.0716499984264373,0.0749000012874603,0.0445999987423419,0.0439999997615814,0.0392000004649162,0.0361500009894371
14.8,0.0317500010132789,0.0287500005215406,0.0585500001907348,0.0713500007987022,0.0716499984264373,0.0749000012874603,0.0445999987423419,0.0439999997615814,0.0392000004649162,0.0361500009894371
13.3,0.05180000141263,0.0456999987363815,0.0804999992251396,0.0940999984741211,0.0947000011801719,0.0949999988079071,0.0689999982714653,0.0671999976038932,0.0627999976277351,0.0595000013709068
14.0,0.05180000141263,0.0456999987363815,0.0804999992251396,0.0940999984741211,0.0947000011801719,0.0949999988079071,0.0689999982714653,0.0671999976038932,0.0627999976277351,0.0595000013709068
14.9,0.0338499993085861,0.0299999993294477,0.0596500001847744,0.0716999992728233,0.0732500031590461,0.0725499987602233,0.0466499999165535,0.0447000004351139,0.0452499985694885,0.0376500003039836
14.3,0.0338499993085861,0.0299999993294477,0.0596500001847744,0.0716999992728233,0.0732500031590461,0.0725499987602233,0.0466499999165535,0.0447000004351139,0.0452499985694885,0.0376500003039836
13.4,0.0338499993085861,0.0299999993294477,0.0596500001847744,0.0716999992728233,0.0732500031590461,0.0725499987602233,0.0466499999165535,0.0447000004351139,0.0452499985694885,0.0376500003039836
13.5,0.0338499993085861,0.0299999993294477,0.0596500001847744,0.0716999992728233,0.0732500031590461,0.0725499987602233,0.0466499999165535,0.0447000004351139,0.0452499985694885,0.0376500003039836
13.0,0.0338499993085861,0.0299999993294477,0.0596500001847744,0.0716999992728233,0.0732500031590461,0.0725499987602233,0.0466499999165535,0.0447000004351139,0.0452499985694885,0.0376500003039836
14.2,0.0560000017285347,0.048200000077486,0.0826999992132186,0.0948000028729438,0.0979000031948089,0.0949999988079071,0.0731000006198883,0.0685999989509582,0.0749000012874603,0.0625
13.7,0.0560000017285347,0.048200000077486,0.0826999992132186,0.0948000028729438,0.0979000031948089,0.0949999988079071,0.0731000006198883,0.0685999989509582,0.0749000012874603,0.0625
14.0,0.0201999992132186,0.016499999910593,0.0494000017642974,0.0562999993562698,0.0577999986708164,0.0553999990224838,0.0307000000029802,0.0288999993354082,0.0270000007003545,0.0240000002086162
14.7,0.0127999996766448,0.0110499998554587,0.0416500009596347,0.0516000017523765,0.0520000010728836,0.0485000014305114,0.0218499992042779,0.0210500005632638,0.0200500003993511,0.0153000000864267
14.9,0.0127999996766448,0.0110499998554587,0.0416500009596347,0.0516000017523765,0.0520000010728836,0.0485000014305114,0.0218499992042779,0.0210500005632638,0.0200500003993511,0.0153000000864267
14.8,0.0127999996766448,0.0110499998554587,0.0416500009596347,0.0516000017523765,0.0520000010728836,0.0485000014305114,0.0218499992042779,0.0210500005632638,0.0200500003993511,0.0153000000864267
15.2,0.0201999992132186,0.016499999910593,0.0494000017642974,0.0562999993562698,0.0577999986708164,0.0553999990224838,0.0307000000029802,0.0288999993354082,0.0270000007003545,0.0240000002086162
14.4,0.0133499996736645,0.0110499998554587,0.0422499999403953,0.0516000017523765,0.0520000010728836,0.0485000014305114,0.0229499991983175,0.0228499993681907,0.0207000002264976,0.0175500009208917
13.8,0.0133499996736645,0.0110499998554587,0.0422499999403953,0.0516000017523765,0.0520000010728836,0.0485000014305114,0.0229499991983175,0.0228499993681907,0.0207000002264976,0.0175500009208917
15.0,0.0065000001341104,0.0055999998003244,0.0351000018417835,0.0469000004231929,0.0461999997496604,0.0416000001132488,0.0152000002562999,0.0167999994009733,0.0143999997526407,0.0110999997705221
13.9,0.0065000001341104,0.0055999998003244,0.0351000018417835,0.0469000004231929,0.0461999997496604,0.0416000001132488,0.0152000002562999,0.0167999994009733,0.0143999997526407,0.0110999997705221
13.1,0.0065000001341104,0.0055999998003244,0.0351000018417835,0.0469000004231929,0.0461999997496604,0.0416000001132488,0.0152000002562999,0.0167999994009733,0.0143999997526407,0.0110999997705221
12.8,0.0054000001400709,0.0049000000581145,0.033900000154972,0.0408999994397163,0.0379000008106231,0.0386000014841556,0.0130000002682209,0.0131999999284744,0.0131000000983476,0.0077999997884035
13.4,0.0055999998003244,0.0042500002309679,0.0320999994874,0.0403500013053417,0.0370000004768371,0.0362499989569187,0.0139499995857477,0.0144499996677041,0.0129500003531575,0.0094499997794628
11.8,0.0055999998003244,0.0042500002309679,0.0320999994874,0.0403500013053417,0.0370000004768371,0.0362499989569187,0.0139499995857477,0.0144499996677041,0.0129500003531575,0.0094499997794628
11.1,0.0055999998003244,0.0042500002309679,0.0320999994874,0.0403500013053417,0.0370000004768371,0.0362499989569187,0.0139499995857477,0.0144499996677041,0.0129500003531575,0.0094499997794628
