Station,Date,Time,A340,As-Tot,COL-True,Cd-Tot,Chl-a,Cr-Tot,DOC,EC,ENTCOCC,FECALCOLI,Hg-Tot,NH3N,NO2N,NO3N,Ni-Tot,O2-Dis,O2-Dis-Sat,Pb-Tot,TDS,TEMP,TEMP-Air,TKN,TN,TOC,TON,TP,TRANS,TRP,TSS,TURB,pH,Station Identifier,Latitude,Longitude
MEX05560,2015-07-20,,0.211,0.01,60.0,3.0,0.0525504,0.005,0.5,67100.0,41.0,374.0,0.5,0.122643,0.021,0.02,0.001,11.22,150.0,0.005,53680.0,35.7,36.0,4.65922,4.70022,21.157,4.536577,0.692134,0.2,0.007,406.67,140.0,8.5,HUMEDALES DE YAVAROS-MORONCARIT 5,26.72099,-109.57809
MEX05560,2015-10-19,,0.24081,0.01,60.0,3.0,0.0135168,0.1067,6.827,30916.0,1.0,19863.0,0.5,0.067191,0.021,0.030631,0.0561,13.7,150.0,0.005,24732.8,32.4,32.0,4.125875,4.177506,27.273,4.058684,0.500527,0.3,0.031445,255.0,56.0,8.5,HUMEDALES DE YAVAROS-MORONCARIT 5,26.72099,-109.57809
MEX05560,2016-03-22,,0.1648,0.021,30.0,3.0,0.0610087,0.0077,9.653,5230.0,63.0,6131.0,0.5,0.733718,0.282799,0.846124,0.001,11.1,126.8,0.005,4184.0,22.1,24.0,2.110939,3.239862,14.139,1.377221,0.377314,0.4,0.089525,36.25,15.0,8.5,HUMEDALES DE YAVAROS-MORONCARIT 5,26.72099,-109.57809
MEX05560,2016-05-06,,0.21098,0.01,50.0,3.0,0.1772498,0.005,14.372,18200.0,2755.0,24196.0,0.5,0.235036,0.021,0.02,0.001,,,0.005,14560.0,32.3,30.0,5.674845,5.715845,28.494,5.439809,0.671686,0.4,0.095083,106.0,40.0,8.2,HUMEDALES DE YAVAROS-MORONCARIT 5,26.72099,-109.57809
MEX05560,2016-06-21,,0.14662,0.01,25.0,3.0,0.00237,0.005,8.287,58900.0,228.0,24196.0,0.5,0.079695,0.021,0.02,0.001,,,0.005,47120.0,31.3,34.0,4.177195,4.218195,17.17,4.0975,0.443371,0.4,0.016051,128.0,56.0,8.4,HUMEDALES DE YAVAROS-MORONCARIT 5,26.72099,-109.57809
MEX05560,2016-08-09,,0.25722,0.01,50.0,3.0,0.018486,0.009,19.629,53400.0,63.0,4884.0,0.5,0.116046,0.021,0.057871,0.0065,14.6,150.0,0.005,42720.0,29.5,32.0,5.013512,5.092383,25.869,4.897466,0.423874,0.2,0.017222,174.0,28.0,8.7,HUMEDALES DE YAVAROS-MORONCARIT 5,26.72099,-109.57809
MEX05560,2017-03-09,,0.1894,0.01,40.0,3.0,0.0005,0.0153,0.5,4730.0,60.0,3076.0,0.5,0.99914,0.61273,1.58076,0.001,7.8,88.7,0.005,3027.2,21.0,23.0,2.22666,4.42015,0.5,1.22752,0.2296,0.3,0.2285,11.5,7.9,7.9,HUMEDALES DE YAVAROS-MORONCARIT 5,26.72099,-109.57809
MEX05560,2017-05-03,,0.2499,0.0234,50.0,3.0,0.05704536,0.0184,10.44,23700.0,10.0,24196.0,0.5,1.59499,0.26638,0.39988,0.0147,13.8,150.0,0.005,18960.0,28.1,30.0,6.52098,7.18724,10.44,4.92599,0.9213,0.1,0.1296,128.0,40.0,8.4,HUMEDALES DE YAVAROS-MORONCARIT 5,26.72099,-109.57809
MEX05560,2017-06-22,,0.1572,0.01,25.0,3.0,0.01432013,0.005,0.5,51900.0,1.0,1541.0,0.5,0.19769,0.021,0.02,0.001,,,0.005,41520.0,34.4,36.0,4.88843,4.92943,0.5,4.69074,0.5062,0.1,0.007,218.0,65.0,8.5,HUMEDALES DE YAVAROS-MORONCARIT 5,26.72099,-109.57809
MEX05560,2017-08-08,,0.2189,0.01,50.0,3.0,0.0005,0.005,0.5,54000.0,10.0,17329.0,0.5,0.22652,0.034303,0.047006,0.001,,,0.005,43200.0,35.8,35.0,1.093161,1.17447,0.5,0.866641,0.4767,0.1,0.0676,128.0,38.0,8.7,HUMEDALES DE YAVAROS-MORONCARIT 5,26.72099,-109.57809
MEX05560,2018-02-28,,0.1677,0.014,25.0,3.0,0.0091828,0.005,6.686,10850.0,109.0,2481.0,0.5,0.40548,0.28783,1.15291,0.001,8.79,96.5,0.005,8680.0,17.2,18.0,1.82461,3.26535,7.33,1.41913,0.2012,0.4,0.0759,36.9697,18.0,8.4,HUMEDALES DE YAVAROS-MORONCARIT 5,26.72099,-109.57809
MEX05560,2018-04-18,,0.2147,0.0182,25.0,3.0,0.0005,0.005,13.49,25000.0,41.0,24196.0,0.5,0.05658,0.021,0.03258,0.001,11.01,140.8,0.005,20000.0,27.4,32.0,3.43584,3.48942,14.34,3.37926,0.2672,0.1,0.0568,100.0,18.0,8.4,HUMEDALES DE YAVAROS-MORONCARIT 5,26.72099,-109.57809
MEX05560,2018-06-07,,0.2055,0.01,30.0,3.0,0.0005,0.005,11.71,56500.0,41.0,24196.0,0.5,0.05356,0.03605,0.03778,0.001,4.84,69.5,0.005,45200.0,34.2,35.0,3.61717,3.691,12.25,3.56361,0.2989,0.1,0.0568,97.0,50.0,8.0,HUMEDALES DE YAVAROS-MORONCARIT 5,26.72099,-109.57809
MEX05560,2018-11-22,,0.2122,0.01,50.0,3.0,0.07078,0.005,9.495,12960.0,10.0,4352.0,0.5,0.47312,0.08287,0.06828,0.001,8.72,96.9,0.005,10368.0,19.4,26.0,1.32439,1.47554,11.38,0.85127,0.1147,0.3,0.1003,39.2308,12.0,8.4,HUMEDALES DE YAVAROS-MORONCARIT 5,26.72099,-109.57809
MEX05561,2015-05-02,,0.224,0.0226,15.0,3.0,,0.005,0.5,19830.0,10.0,24196.0,0.5,0.101965,0.094906,0.231286,0.001,10.32,145.8,0.005,15864.0,34.1,30.0,5.46571,5.791902,7.217,5.363745,0.698779,0.2,0.028032,166.67,50.0,8.7,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2015-06-07,,0.154,0.01,40.0,3.0,0.3427,0.005,0.5,55900.0,20.0,24196.0,0.5,0.103065,0.021,0.024008,0.001,10.15,143.1,0.005,44720.0,32.6,27.0,4.321619,4.366627,15.804,4.218554,0.52105,0.5,0.013742,146.0,60.0,8.1,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2015-07-20,,0.214,0.01,60.0,3.0,0.0552096,0.005,0.5,70800.0,31.0,771.0,0.5,0.106137,0.021,0.02,0.001,13.02,150.0,0.005,56640.0,36.2,38.0,4.105531,4.146531,10.666,3.999394,0.606065,0.2,0.044388,153.33,40.0,8.5,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2015-09-08,,0.22203,0.01,60.0,3.0,0.10678,0.005,3.684,39600.0,209.0,5794.0,0.5,0.316037,0.062749,0.214829,0.001,8.34,115.0,0.005,31680.0,31.4,31.0,4.920852,5.19843,20.614,4.604815,0.631079,0.3,0.170562,176.67,30.0,8.3,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2016-03-22,,0.1624,0.0241,18.0,3.0,0.0121596,0.018,10.985,4700.0,96.0,24196.0,0.5,1.122642,0.575194,2.279274,0.0107,14.1,150.0,0.005,3008.0,28.8,26.0,2.168457,5.022925,16.278,1.045815,0.60108,0.5,0.191326,176.0,23.0,8.0,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2016-05-06,,0.17365,0.01,40.0,3.0,0.0495672,0.005,12.972,16400.0,380.0,24196.0,0.5,0.287079,0.246684,0.389927,0.001,,,0.005,13120.0,32.8,32.0,5.902386,6.538997,21.57,5.615307,1.061465,0.4,0.114483,408.0,90.0,8.2,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2016-06-21,,0.19808,0.01,40.0,3.0,0.123908,0.005,10.85,49800.0,96.0,24196.0,0.5,0.063764,0.021,0.02,0.001,,,0.005,39840.0,33.6,34.0,4.128774,4.169774,20.34,4.06501,0.407075,0.4,0.017206,126.0,30.0,8.5,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2016-08-09,,0.25235,0.01,50.0,3.0,0.01896,0.005,24.213,54500.0,309.0,24196.0,0.5,0.232909,0.021,0.02,0.001,,,0.005,43600.0,30.1,32.0,4.373869,4.414869,37.037,4.14096,0.659593,0.2,0.016456,256.0,70.0,8.8,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2017-03-09,,0.1839,0.01,30.0,3.0,0.0005,0.005,0.5,4190.0,238.0,9208.0,0.5,1.73578,0.60215,2.18297,0.001,5.5,58.7,0.005,2681.6,19.5,20.0,2.7056,5.49072,0.5,0.96982,0.4727,0.2,0.3757,25.0,12.0,7.8,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2017-05-03,,0.2257,0.02905,40.0,3.0,,0.0182,12.96,26300.0,24196.0,24196.0,0.5,0.24547,0.21681,0.09506,0.0228,14.0,150.0,0.005,21040.0,30.0,32.0,8.06296,8.37483,19.301,7.81749,1.1674,0.1,0.0078,256.6667,65.0,8.6,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2017-06-22,,0.3021,0.01,40.0,3.0,0.045675,0.005,0.5,62300.0,52.0,12997.0,0.5,0.25961,0.021,0.02466,0.001,,,0.005,49840.0,33.9,36.0,5.00686,5.05252,0.5,4.74725,0.5668,0.1,0.007,198.0,55.0,8.6,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2017-08-08,,0.3531,0.0268,60.0,3.0,0.0005,0.005,0.5,48200.0,20.0,24196.0,0.5,0.370896,0.021,0.023322,0.001,12.38,150.0,0.005,38560.0,35.1,34.0,5.876378,5.9207,0.5,5.505482,0.5662,0.1,0.0501,122.0,40.0,8.5,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2018-02-28,,0.1615,0.01,20.0,3.0,0.0022404,0.005,5.638,11220.0,437.0,1722.0,0.5,0.35268,0.31447,1.95445,0.001,9.1,102.4,0.005,8976.0,18.6,20.0,1.36602,3.63494,6.33,1.01334,0.1544,0.4,0.1349,27.0,8.4,8.0,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2018-04-18,,0.2528,0.0223,25.0,3.0,0.0005,0.005,13.06,24800.0,96.0,24196.0,0.5,0.13994,0.02838,0.09607,0.001,9.26,118.5,0.005,19840.0,27.2,32.0,4.17863,4.30308,14.05,4.03869,0.2393,0.1,0.0619,63.4483,10.0,8.4,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2018-06-07,,0.2014,0.01,30.0,3.0,0.0005,0.005,10.85,54700.0,41.0,24196.0,0.5,0.05841,0.04318,0.03887,0.001,4.8,66.3,0.005,43760.0,31.8,33.0,2.27023,2.35228,11.52,2.21182,0.2115,0.2,0.1355,73.3333,22.0,7.9,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05561,2018-11-22,,0.1982,0.0148,50.0,3.0,0.0344284,0.005,9.679,13860.0,10.0,2613.0,0.5,0.58109,0.021,0.4384,0.001,9.11,102.8,0.005,11088.0,21.3,26.0,3.00233,3.46173,10.35,2.42124,0.3222,0.2,0.1427,42.0,15.0,8.4,HUMEDALES DE YAVAROS-MORONCARIT 6,26.72269,-109.598
MEX05562,2015-05-02,,0.133,0.01,10.0,3.0,,0.005,0.5,22100.0,1.0,24196.0,0.5,0.133757,0.304148,0.656167,0.001,10.54,139.9,0.005,17680.0,29.2,28.0,2.855788,3.816103,0.5,2.722031,0.359778,0.5,0.024676,90.0,27.0,7.0,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2015-06-08,,0.141,0.01,20.0,3.0,0.551796,0.005,5.961,43000.0,272.0,12033.0,0.5,0.374284,0.111214,0.161068,0.001,3.34,43.4,0.005,34400.0,28.7,28.0,3.627644,3.899926,6.515,3.25336,0.355273,0.5,0.068507,140.0,35.0,7.6,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2015-07-20,,0.182,0.01,60.0,3.0,0.061122,0.005,0.5,63300.0,10.0,742.0,0.5,0.081058,0.021,0.02,0.001,9.88,136.8,0.005,50640.0,32.5,37.0,3.246298,3.287298,0.5,3.16524,0.379275,0.3,0.0418,42.0,18.0,8.4,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2015-09-06,,0.10884,0.01,30.0,3.0,0.0256732,0.005,0.5,54210.0,10.0,20.0,0.5,0.071508,0.021,0.02,0.001,9.8,135.7,0.005,43368.0,32.0,37.0,2.710398,2.751398,0.5,2.63889,0.24275,0.5,0.043523,40.0,8.2,8.3,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2016-03-13,,0.16543,0.01,30.0,3.0,0.0492672,0.005,5.771,4960.0,97.0,3654.0,0.5,1.304227,0.439916,1.776516,0.001,7.1,79.6,0.005,3174.4,21.3,24.0,2.693612,4.910044,9.401,1.389385,0.394573,0.5,0.193276,14.0,23.0,8.2,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2016-05-06,,0.15481,0.01,40.0,3.0,0.0160544,0.005,5.54,21130.0,24196.0,24196.0,0.5,0.703743,0.362604,0.728224,0.001,10.6,138.3,0.005,16904.0,28.3,31.0,4.327023,5.417851,12.28,3.62328,0.552235,0.4,0.078283,95.71,30.0,8.1,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2016-06-21,,0.12703,0.01,25.0,3.0,0.155978,0.005,7.207,53700.0,847.0,24196.0,0.5,0.082731,0.021,0.02,0.001,,,0.005,42960.0,31.2,32.0,3.321375,3.362375,12.33,3.238644,0.246013,0.5,0.016324,84.29,20.0,8.2,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2016-08-09,,0.07706,0.01,15.0,3.0,0.0262596,0.005,0.5,62700.0,134.0,5475.0,0.5,0.100593,0.021,0.02,0.001,8.4,111.3,0.005,50160.0,30.5,32.0,2.26941,2.31041,0.5,2.168817,0.141837,0.6,0.033798,54.0,9.7,9.1,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2017-03-09,,0.1704,0.01,30.0,3.0,0.0005,0.0061,0.5,5670.0,51.0,5172.0,0.5,0.90268,0.63699,2.40761,0.001,6.8,79.6,0.005,4536.0,22.7,26.0,1.76446,4.80906,0.5,0.86178,0.3887,0.4,0.2899,37.6923,10.0,7.9,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2017-05-03,,0.1695,0.0282,50.0,3.0,0.01698408,0.005,0.5,27000.0,24196.0,9208.0,0.5,1.55663,0.1586,0.26348,0.001,6.32,79.3,0.005,21600.0,25.8,33.0,4.70778,5.12986,0.5,3.15115,0.7344,0.6,0.2905,16.5,11.0,8.0,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2017-06-22,,0.1648,0.01,15.0,3.0,0.0313896,0.005,0.5,51400.0,20.0,7270.0,0.5,0.18106,0.021,0.02,0.001,8.9,118.8,0.005,41040.0,30.4,34.0,3.08383,3.12483,0.5,2.90277,0.2485,0.5,0.0241,76.0,13.0,8.2,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2017-08-08,,0.1872,0.01,40.0,3.0,0.023866,0.005,0.5,48600.0,20.0,24196.0,0.5,0.368622,0.074572,0.066104,0.001,,,0.005,38880.0,33.0,32.0,4.016047,4.156723,0.5,3.647425,0.3355,0.3,0.0585,92.8571,16.0,8.2,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2018-02-22,,0.1912,0.01,25.0,3.0,0.0005,0.005,7.218,8380.0,183.0,2143.0,0.5,0.76285,0.56715,1.6744,0.001,3.9,42.7,0.005,6704.0,18.0,19.0,1.94575,4.1873,7.463,1.1829,0.1557,0.4,0.1257,16.5,7.5,7.7,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2018-04-18,,0.163,0.01,25.0,3.0,0.0005,0.005,5.99,33300.0,52.0,6867.0,0.5,0.09474,0.04804,0.14897,0.001,5.3,65.9,0.005,25600.0,23.5,31.0,2.16371,2.36072,6.73,2.06897,0.1075,0.5,0.0452,21.0,7.2,7.9,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2018-06-07,,0.03,0.01,10.0,3.0,0.0005,0.005,6.885,52500.0,10.0,122.0,0.5,0.02,0.05224,0.05714,0.001,5.2,70.1,0.005,42000.0,30.8,34.0,2.21683,2.32621,8.15,2.19683,0.2338,0.5,0.1616,36.5,8.5,7.7,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05562,2018-11-22,,0.0933,0.01,25.0,3.0,0.001896,0.005,4.514,40300.0,52.0,228.0,0.5,0.17938,0.30948,0.51572,0.001,5.5,64.3,0.005,32320.0,20.6,28.0,2.08858,2.91378,4.745,1.9092,0.138,0.5,0.1009,28.0,5.0,8.1,HUMEDALES DE YAVAROS-MORONCARIT 3,26.70207,-109.57776
MEX05563,2015-04-29,,0.173,0.01,5.0,3.0,0.082112,0.005,0.5,31900.0,63.0,24196.0,0.5,0.623895,0.084783,2.231882,0.001,6.5,82.8,0.005,25520.0,26.7,35.0,2.483302,4.799967,0.5,1.859407,0.116796,0.7,0.0183,32.0,18.0,7.4,LAGUNA YAVAROS 1,26.75058,-109.52795
MEX05563,2015-06-08,,0.183,0.01,30.0,3.0,0.098512,0.005,19.052,35500.0,52.0,24196.0,0.5,0.385252,0.264951,1.487539,0.001,7.83,100.7,0.005,28400.0,28.1,29.0,5.012164,6.764654,20.791,4.626912,0.143392,0.3,0.031558,112.0,31.0,7.6,LAGUNA YAVAROS 1,26.75058,-109.52795
MEX05563,2015-07-21,,0.237,0.0278,25.0,3.0,0.0561892,0.005,5.589,28700.0,193.0,24196.0,0.5,0.143871,0.021,0.0964,0.001,5.7,74.1,0.005,22960.0,28.8,32.0,3.668312,3.785712,6.518,3.524441,0.32011,0.3,0.036356,151.43,60.0,8.0,LAGUNA YAVAROS 1,26.75058,-109.52795
MEX05563,2015-09-10,,0.3502,0.0353,50.0,3.0,0.0005,0.005,15.766,17320.0,10.0,24196.0,0.5,0.076911,0.021,0.049885,0.001,8.41,125.8,0.005,13856.0,35.6,36.0,3.076767,3.147652,25.519,2.999856,0.2264,0.4,0.181989,103.33,40.0,8.9,LAGUNA YAVAROS 1,26.75058,-109.52795
MEX05563,2016-03-15,,0.17399,0.01,15.0,3.0,0.0066692,0.005,0.5,17920.0,41.0,131.0,0.5,0.498156,0.281143,5.577425,0.001,11.6,133.4,0.005,14336.0,22.5,27.0,2.387766,8.246334,0.5,1.88961,0.080475,0.5,0.007535,18.5,6.7,7.9,LAGUNA YAVAROS 1,26.75058,-109.52795
MEX05564,2016-05-04,,0.0328,0.01,5.0,3.0,0.0005,0.0132,0.5,66800.0,31.0,3873.0,0.5,0.088899,0.021,0.02,0.001,7.5,98.0,0.005,53440.0,29.2,29.0,2.282007,2.323007,0.5,2.193108,0.718282,0.3,0.023447,380.0,110.0,9.2,LAGUNA YAVAROS 1,26.75058,-109.52795
MEX05564,2016-06-22,,0.03733,0.01,10.0,3.0,0.0005,0.0266,1.752,68800.0,10.0,1.0,0.5,0.327116,0.021,0.02,0.0349,6.2,84.7,0.005,55040.0,31.5,30.0,2.617692,2.658692,2.528,2.290576,0.239164,0.2,0.022819,260.0,56.0,8.1,LAGUNA YAVAROS 1,26.75058,-109.52795
MEX05564,2016-08-10,,0.04521,0.01,5.0,3.0,0.001896,0.0092,0.5,64100.0,86.0,3873.0,0.5,0.252929,0.021,0.052474,0.0071,,,0.005,51280.0,32.3,32.0,2.945858,3.019332,0.5,2.692929,0.520109,0.2,0.018564,340.0,95.0,9.6,LAGUNA YAVAROS 1,26.75058,-109.52795
MEX05564,2018-02-28,,0.1784,0.01,30.0,3.0,0.0278707,0.0059,5.294,13930.0,550.0,17329.0,0.5,0.234734,0.317748,4.018439,0.001,12.1,143.4,0.005,11144.0,20.1,18.0,1.560694,5.896881,5.759,1.32596,0.4196,0.2,0.1517,264.4444,60.0,8.3,LAGUNA YAVAROS 1,26.75058,-109.52795
MEX05564,2018-04-19,,0.0533,0.01,10.0,3.0,0.0005,0.005,2.926,57700.0,31.0,744.0,0.5,0.06763,0.021,0.086671,0.001,6.6,88.0,0.005,46160.0,27.7,34.0,1.84254,1.950211,3.355,1.77491,0.3891,0.1,0.0296,565.0,80.0,7.9,LAGUNA YAVAROS 1,26.75058,-109.52795
MEX05564,2018-06-06,,0.03,0.01,5.0,3.0,0.0005,0.005,2.73,62100.0,52.0,122.0,0.5,0.267385,0.021,0.0218,0.001,7.8,108.4,0.005,49680.0,32.0,36.0,1.469055,1.511855,2.829,1.20167,0.3293,0.1,0.2536,226.6667,90.0,8.0,LAGUNA YAVAROS 1,26.75058,-109.52795
MEX05564,2018-11-25,,0.0442,0.01,5.0,3.0,0.0005,0.005,2.51,52200.0,10.0,697.0,0.5,0.088695,0.021,0.036204,0.001,7.7,75.1,0.005,41760.0,20.0,26.0,1.677195,1.734399,2.592,1.5885,0.1394,0.8,0.048,47.5,4.9,8.2,LAGUNA YAVAROS 1,26.75058,-109.52795
MEX05565,2015-05-07,,0.084,0.01,5.0,3.0,0.0005,0.0279,0.5,70000.0,487.0,15531.0,2.002,0.14579,0.021,0.051045,0.0254,6.72,91.8,0.005,56000.0,31.0,28.0,2.721121,2.793166,0.5,2.575331,1.090665,0.2,0.029484,1135.0,330.0,8.1,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2015-07-09,,0.03,0.01,10.0,3.0,0.0005,0.005,0.5,68800.0,10.0,1.0,0.5,0.039599,0.021,0.02,0.001,8.44,117.1,0.005,55040.0,32.1,31.0,1.32536,1.36636,0.5,1.285761,0.25883,0.2,0.0148,176.25,39.0,8.9,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2015-09-06,,0.03502,0.01,13.0,3.0,0.004078,0.005,0.5,53380.0,144.0,233.0,0.5,0.096329,0.021,0.02,0.001,8.88,122.1,0.005,42704.0,34.1,36.0,2.430943,2.471943,0.5,2.334614,0.37531,0.2,0.032264,504.0,95.0,9.0,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2015-10-21,,0.03,0.01,25.0,3.0,0.0026528,0.0465,0.5,45820.0,544.0,546.0,0.5,0.121663,0.021,0.04363,0.0196,5.85,90.2,0.005,36656.0,28.5,29.0,2.686364,2.750994,0.5,2.564701,0.92337,0.1,0.063098,790.0,375.0,8.0,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2016-03-14,,0.03,0.01,10.0,3.0,0.0100764,0.005,0.5,52500.0,63.0,173.0,0.5,0.103901,0.021,0.02,0.001,7.1,85.1,0.005,42000.0,24.2,30.0,2.774437,2.815437,0.5,2.670536,0.210005,0.2,0.018589,280.0,36.0,8.1,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2016-05-04,,0.09293,0.01,15.0,3.0,0.0084432,0.0124,0.5,66500.0,171.0,1050.0,0.5,0.184125,0.021,0.210479,0.001,8.2,112.1,0.005,53200.0,30.7,32.0,1.927259,2.158738,0.5,1.743134,0.356976,0.3,0.01292,306.67,80.0,8.8,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2016-06-22,,0.06747,0.01,10.0,3.0,0.0005,0.0349,2.169,70800.0,341.0,1.0,0.5,0.244503,0.044633,0.622967,0.0274,8.1,115.2,0.005,56640.0,34.1,32.0,3.376767,4.044367,3.698,3.132264,0.667565,0.2,0.067041,1190.0,110.0,8.0,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2016-08-10,,0.05446,0.01,13.0,3.0,0.0005,0.0066,0.5,71900.0,379.0,9804.0,0.5,0.329351,0.021,0.364904,0.0054,7.9,111.7,0.005,57520.0,34.4,34.0,2.328012,2.713916,0.5,1.998661,0.285314,0.1,0.030923,144.0,44.0,9.4,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2017-02-16,,0.1287,0.01,30.0,3.0,0.0005,0.0087,0.5,23200.0,63.0,3873.0,0.5,,0.5462,3.9091,0.007,7.9,93.8,0.005,18560.0,24.3,33.0,,,0.5,1.10121,0.9039,0.05,0.0387,760.0,240.0,8.3,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2017-04-02,,0.0673,0.01,15.0,3.0,0.0005,0.024,0.5,50000.0,109.0,121.0,0.5,0.63394,0.10841,0.34614,0.0141,8.1,101.0,0.005,40000.0,27.9,29.0,2.71871,3.17326,0.5,2.08477,0.8301,0.05,0.026,742.8571,190.0,7.9,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2017-05-25,,0.0692,0.01,25.0,3.0,0.0005,0.0348,0.5,59640.0,74.0,4352.0,0.5,0.304,0.03502,0.34763,0.0177,6.7,89.0,0.0414,47712.0,29.7,29.0,3.93505,4.3177,0.5,3.63105,1.4345,0.1,0.07,1900.0,850.0,8.3,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2017-07-07,,0.0473,0.01,5.0,3.0,0.0005,0.0083,0.5,66800.0,63.0,20.0,0.5,0.169811,0.021,0.02,0.001,7.0,99.0,0.005,53440.0,33.9,32.0,2.957366,2.998366,0.5,2.787555,0.5171,0.1,0.0168,483.3333,130.0,8.1,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2018-02-28,,0.0971,0.01,13.0,3.0,0.0021108,0.0096,3.331,41400.0,324.0,1658.0,0.5,0.224756,0.113772,0.648523,0.001,8.3,100.1,0.005,33120.0,21.4,19.0,1.429456,2.191751,3.453,1.2047,0.3818,0.05,0.047,1220.0,320.0,8.1,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2018-04-19,,0.0502,0.01,8.0,3.0,0.0005,0.005,2.675,61100.0,107.0,41.0,0.5,0.04437,0.021,0.02,0.0049,6.8,93.5,0.005,48880.0,29.9,34.0,1.73032,1.77132,2.998,1.68595,0.3961,0.1,0.0157,564.0,80.0,7.9,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2018-06-06,,0.03,0.01,30.0,3.0,0.0005,0.005,2.634,64500.0,96.0,122.0,0.5,0.200632,0.021,0.02,0.001,8.7,122.9,0.005,51600.0,33.5,36.0,1.256842,1.297842,3.528,1.05621,0.4182,0.1,0.341,304.0,100.0,8.1,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
MEX05565,2018-11-25,,0.0432,0.01,5.0,3.0,0.0005,0.005,2.563,51900.0,10.0,1126.0,0.5,0.085765,0.021,0.049424,0.001,6.9,76.4,0.005,41520.0,19.9,26.0,1.424145,1.494569,2.723,1.33838,0.103,0.4,0.045,30.5,6.3,8.3,HUMEDALES DE YAVAROS-MORONCARIT 7,26.73913,-109.48377
