Station,Date,Time,A340,As-Tot,COL-True,Cd-Tot,Chl-a,Cr-Tot,DOC,EC,ENTCOCC,FECALCOLI,Hg-Tot,NH3N,NO2N,NO3N,Ni-Tot,O2-Dis,O2-Dis-Sat,Pb-Tot,TDS,TEMP,TEMP-Air,TKN,TN,TOC,TON,TP,TRANS,TRP,TSS,TURB,pH,Station Identifier,Latitude,Longitude
MEX03452,2017-03-24,,0.08629,0.00139,5.0,0.2,0.0012,0.00088,0.168,1609.0,,150.0,0.073,0.106789,0.005121,0.096413,0.0002,7.1,75.7,0.00154,1029.76,23.5,20.1,0.778321,0.879855,0.252,0.671532,0.071258,0.8,0.031714,10.0,4.0,7.3,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.677025,-114.770332
MEX03452,2017-09-06,,0.09833,0.00139,3.0,0.2,0.0001,0.00088,0.178,1431.0,,430.0,0.09,0.440087,0.173386,0.996315,0.0002,5.8,68.7,0.00154,915.84,32.8,33.0,0.586017,1.755718,0.415,0.14593,0.12686,0.45,0.198646,16.0,9.3,7.7,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.677025,-114.770332
MEX03452,2018-02-20,,0.07828,0.00139,5.0,0.2,0.0001,0.00088,2.171,1334.0,,1500.0,0.09,0.532331,0.012265,0.454075,0.0002,9.7,96.1,0.00154,853.76,16.7,16.6,0.532331,0.998671,2.214,0.0,0.045967,1.0,0.08355,10.0,3.8,7.0,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.677025,-114.770332
MEX03452,2018-08-07,,0.05989,0.00139,10.0,0.2,0.0076,0.00088,4.112,1742.0,,90.0,0.09,0.005352,0.004321,0.026481,0.0002,8.2,92.3,0.00154,1114.88,33.0,40.0,0.550152,0.580954,5.092,0.5448,0.090253,0.45,0.03649,10.0,3.4,8.5,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.677025,-114.770332
MEX03452,2018-12-20,,0.08157,0.00139,3.0,0.2,0.0001,0.0042,2.743,1270.0,,230.0,0.09,0.103522,0.018467,0.314097,0.0002,9.2,89.4,0.00154,812.8,13.9,24.2,0.754362,1.086926,2.776,0.65084,0.042553,1.45,0.015916,11.0,3.3,8.2,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.677025,-114.770332
MEX03452,2019-02-07,,0.0797,0.00139,10.0,0.23,0.0001,0.0017,2.6,1642.0,,90.0,0.031,0.324598,0.022277,0.167114,0.0002,7.2,82.7,0.00154,1050.88,16.9,21.0,0.494278,0.683669,3.029,0.16968,0.070886,0.75,0.033144,10.0,3.3,8.4,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.677025,-114.770332
MEX03457,2015-04-10,,0.081,0.00139,15.0,0.2,0.0319,0.00088,1.55,3065.0,,460.0,0.115,0.1449,0.0012,0.0853,0.0138,,15.4,0.00154,1961.6,18.5,21.5,0.7179,0.8044,3.51,0.573,0.0839,0.5,0.0281,15.0,18.0,8.3,WETLANDS ARROYO LA MISION 2,32.095452,-116.850001
MEX03457,2015-08-12,,0.128,0.00139,5.0,0.2,0.0001,0.00088,0.63,3180.0,,30.0,0.054,0.1492,0.0029,0.0305,0.0002,9.07,112.6,0.00154,2035.2,25.3,30.1,0.9122,0.9456,0.76,0.763,0.1258,0.5,0.0224,27.5,26.0,7.6,WETLANDS ARROYO LA MISION 2,32.095452,-116.850001
MEX03457,2016-03-17,,0.11029,0.00139,3.0,0.2,0.0084,0.0347,0.733,2270.0,,30.0,0.09,0.262855,0.007321,0.133771,0.0128,3.5,46.7,0.00154,1452.8,19.5,26.7,1.088798,1.22989,0.8887,0.825943,0.059898,0.3,0.001,15.5,8.0,7.6,WETLANDS ARROYO LA MISION 2,32.095452,-116.850001
MEX03457,2016-09-08,,0.11048,0.00139,10.0,0.2,0.0163,0.00088,0.213,2980.0,,230.0,0.09,0.438734,0.002543,0.047819,0.0002,5.8,76.8,0.00154,1907.2,22.8,30.4,1.151449,1.201811,0.2344,0.712715,0.042822,0.3,0.007478,34.67,49.0,7.1,WETLANDS ARROYO LA MISION 2,32.095452,-116.850001
MEX03458,2017-03-23,,0.26013,0.00139,50.0,0.2,0.0003,0.00088,1.154,5030.0,,30.0,0.115,0.678465,0.00325,0.031332,0.0002,2.9,33.7,0.00154,4024.0,23.7,27.3,2.553293,2.587875,1.154,1.874828,0.138206,0.8,0.02655,10.0,12.0,7.0,DELTA RÍO COLORADO REMAINING WETLAND SYSTEM 15,32.158742,-115.300952
MEX03458,2017-09-05,,0.52371,0.01405,40.0,0.2,0.0001,0.00088,1.098,14360.0,,30.0,0.09,0.338358,0.040758,0.102758,0.0023,,,0.00154,11488.0,35.6,38.0,4.768658,4.912174,1.118,4.4303,0.239694,0.25,0.008133,33.0,18.0,8.6,DELTA RÍO COLORADO REMAINING WETLAND SYSTEM 15,32.158742,-115.300952
MEX03458,2018-02-21,,0.22096,0.00139,10.0,0.2,0.0047,0.00088,13.98,1840.0,,30.0,0.09,0.125326,0.014641,0.004,0.0002,11.6,,0.00154,1177.6,15.4,17.8,3.258626,3.277267,37.93,3.1333,0.146043,0.3,0.13055,42.22,19.0,8.5,DELTA RÍO COLORADO REMAINING WETLAND SYSTEM 15,32.158742,-115.300952
MEX03458,2018-08-07,,1.18729,0.0336,50.0,0.2,0.0085,0.00088,154.08,26100.0,,30.0,0.065,0.641695,0.011671,0.038898,0.0048,,,0.00154,20880.0,34.9,40.0,13.134935,13.185504,224.96,12.49324,0.526408,0.2,0.012877,104.0,38.0,8.6,DELTA RÍO COLORADO REMAINING WETLAND SYSTEM 15,32.158742,-115.300952
MEX03458,2018-12-18,,0.36608,0.00139,30.0,0.2,0.0001,0.0051,17.68,5223.0,,30.0,0.09,2.832113,0.098084,0.101966,0.0024,4.6,44.9,0.00154,4178.4,13.8,20.5,4.412453,4.612503,22.78,1.58034,0.53439,0.25,0.360251,10.33,10.0,7.8,DELTA RÍO COLORADO REMAINING WETLAND SYSTEM 15,32.158742,-115.300952
MEX03467,2015-04-09,,0.373,0.00139,80.0,0.2,0.0687,0.00088,8.2,842.0,,75.0,0.065,0.1546,0.0032,0.0387,0.008,3.46,40.8,0.00154,538.88,21.6,23.7,0.9846,1.0265,13.65,0.83,0.7824,0.3,0.5516,14.0,16.0,8.2,LA LAGUNITA WETLAND,31.816361,-116.606215
MEX03467,2015-08-14,,0.9333,0.0114,70.0,0.2,0.1498,0.0198,38.92,1647.0,,4600.0,0.111,0.8618,0.0039,0.0229,0.01,14.03,150.0,0.0146,1054.08,32.9,32.1,9.9368,9.9636,39.41,9.075,2.465,0.2,0.3923,305.0,270.0,8.9,LA LAGUNITA WETLAND,31.816361,-116.606215
MEX03467,2016-03-18,,0.33805,0.00139,45.0,0.2,0.0001,0.0274,6.8923,515.0,,30.0,0.09,0.204916,0.006093,0.005334,0.0068,4.2,58.8,0.00154,329.6,21.4,26.1,1.197725,1.209152,7.0894,0.992809,0.53506,0.3,0.487251,10.0,3.0,8.1,LA LAGUNITA WETLAND,31.816361,-116.606215
MEX03467,2016-10-10,,0.8229,0.00139,70.0,0.2,0.0095,0.00088,2.8779,1464.0,,4600.0,0.09,0.26735,0.004239,0.582429,0.0002,10.4,115.8,0.00154,936.96,25.5,27.6,4.054562,4.64123,3.1182,3.787212,0.764726,0.3,0.537109,98.0,70.0,8.4,LA LAGUNITA WETLAND,31.816361,-116.606215
MEX03467,2017-03-24,,0.55149,0.00139,116.6,0.2,0.0001,0.0027,13.753,746.0,,2400.0,0.09,0.811585,0.033811,0.139429,0.0002,5.8,69.7,0.00154,477.44,21.0,25.0,2.045717,2.218957,14.39,1.234132,0.875534,0.4,0.485647,12.92,29.0,7.9,LA LAGUNITA WETLAND,31.816361,-116.606215
MEX03467,2018-03-26,,0.54281,0.00139,40.0,0.2,0.0064,0.00088,18.0,1073.0,,1500.0,0.037,0.062712,0.002888,0.042024,0.0002,,,0.00154,686.72,19.0,22.0,2.350522,2.395434,22.69,2.28781,0.537475,0.4,0.107681,15.5,12.0,8.1,LA LAGUNITA WETLAND,31.816361,-116.606215
MEX03467,2018-08-02,,0.48128,0.00139,40.0,0.2,0.0009,0.00088,16.67,1396.0,,4600.0,0.033,0.359688,0.003835,0.014061,0.0002,6.2,73.1,0.00154,893.44,29.0,30.0,3.188668,3.206564,17.27,2.82898,1.317258,0.35,0.067605,120.0,140.0,8.7,LA LAGUNITA WETLAND,31.816361,-116.606215
MEX03467,2018-12-06,,0.36237,0.0045,45.0,0.2,0.0001,0.0145,9.957,115.0,,24000.0,0.09,1.348137,0.114096,0.953095,0.0054,7.0,77.6,0.00154,73.6,,21.0,4.496567,5.563758,12.85,3.14843,0.83571,0.4,0.568842,81.67,75.0,8.4,LA LAGUNITA WETLAND,31.816361,-116.606215
MEX03467,2019-02-14,,0.20616,0.00139,40.0,0.23,0.0001,0.00088,8.31,748.0,,24000.0,0.09,0.540186,0.028726,0.095506,0.0002,8.9,98.7,0.00154,478.72,16.6,16.0,1.371726,1.495958,10.0,0.83154,0.571943,0.25,0.393176,30.0,32.0,8.4,LA LAGUNITA WETLAND,31.816361,-116.606215
MEX03467,2020-08-20,,,0.01,90.0,3.0,,0.0087,88.43,3390.0,,90.0,0.5,0.564816,0.021,0.040171,0.0086,17.6,118.9,0.005,2169.6,28.0,29.5,,,296.0,,4.474205,0.5,0.413863,260.0,650.0,8.5,LA LAGUNITA WETLAND,31.816361,-116.606215
MEX03467,2021-09-29,,,0.01,,3.0,,0.008,34.945,3122.0,,,0.5,2.486112,0.42797,1.477728,0.0097,4.19,46.6,0.005,1998.08,20.0,19.0,10.956242,12.86194,52.25,8.47013,1.85769,0.2,0.258846,332.5,240.0,7.5,LA LAGUNITA WETLAND,31.816361,-116.606215
MEX03499,2015-04-07,,0.031,0.00139,5.0,0.2,0.0474,0.00088,1.03,1952.0,,9.0,0.09,0.1291,0.0101,0.1864,0.0002,6.46,101.6,0.00154,1249.28,28.4,28.1,0.5131,0.7096,1.33,0.384,0.0669,0.5,0.0895,21.0,29.0,8.5,REMANANT WETLANDS SYSTEM OF THE COLORADO RIVER DEL,31.947183,-114.748813
MEX03499,2015-08-20,,0.03,0.00139,10.0,0.2,0.0047,0.00088,0.088,3020.0,,1872.0,0.09,0.0391,0.0051,0.0848,0.0002,5.76,78.5,0.00154,1932.8,31.8,35.8,0.3791,0.469,0.088,0.34,0.0262,0.4,0.0017,26.0,24.0,8.3,REMANANT WETLANDS SYSTEM OF THE COLORADO RIVER DEL,31.947183,-114.748813
MEX03499,2016-03-22,,0.03,0.00139,3.0,0.2,0.0047,,0.088,2390.0,,90.0,0.09,0.082445,0.001311,,0.0698,5.9,83.6,0.00154,1529.6,25.1,28.1,0.620138,,0.088,0.537693,0.047353,0.3,0.00489,34.67,18.0,8.5,REMANANT WETLANDS SYSTEM OF THE COLORADO RIVER DEL,31.947183,-114.748813
MEX03499,2016-09-27,,0.03,0.00139,15.0,0.2,0.0001,0.00088,1.2386,2520.0,,30.0,0.09,0.158252,0.002571,0.05449,0.0002,4.3,62.3,0.00154,1612.8,27.8,30.9,0.761751,0.818812,1.8458,0.603499,0.091228,0.4,0.002434,22.67,14.0,8.5,REMANANT WETLANDS SYSTEM OF THE COLORADO RIVER DEL,31.947183,-114.748813
MEX03499,2017-03-23,,0.03,0.00139,2.5,0.2,0.0002,0.0115,0.088,2118.0,,30.0,0.103,0.09572,0.002616,0.03878,0.0002,5.6,69.7,0.00154,1355.52,28.7,20.4,0.491857,0.533253,0.088,0.396137,0.055777,0.53,0.004167,15.2,17.0,7.3,REMANANT WETLANDS SYSTEM OF THE COLORADO RIVER DEL,31.947183,-114.748813
MEX03499,2017-09-06,,0.07228,0.01185,3.0,0.2,0.0001,0.00088,0.088,2680.0,,30.0,0.09,0.076933,0.004786,0.083739,0.0002,6.1,71.7,0.00154,1715.2,35.4,36.0,0.337989,0.426514,0.088,0.261056,0.011839,0.45,0.007462,10.0,3.4,8.4,REMANANT WETLANDS SYSTEM OF THE COLORADO RIVER DEL,31.947183,-114.748813
MEX03499,2018-02-22,,0.07383,0.00139,3.0,0.2,0.0014,0.00088,0.075,1680.0,,40.0,0.09,0.10786,0.005,0.09322,0.0002,5.7,65.7,0.00154,1075.2,22.9,19.0,0.4415,0.53972,0.09,0.33364,0.072318,0.5,0.00305,36.5,25.0,7.9,REMANANT WETLANDS SYSTEM OF THE COLORADO RIVER DEL,31.947183,-114.748813
MEX03499,2018-08-09,,0.0475,0.0114,10.0,0.2,0.0048,0.00088,1.529,2730.0,,40.0,0.039,0.016207,0.001318,0.007157,0.0002,6.5,75.8,0.00154,1747.2,33.9,38.0,0.399237,0.407712,1.529,0.38303,0.07484,0.35,0.017849,15.0,13.0,8.6,REMANANT WETLANDS SYSTEM OF THE COLORADO RIVER DEL,31.947183,-114.748813
MEX03499,2018-12-19,,0.03,0.00139,5.0,0.2,0.0001,0.00088,0.458,2233.0,,30.0,0.09,0.106499,0.006614,0.059409,0.0014,7.3,87.0,0.00154,1429.12,23.7,23.8,0.236199,0.302222,0.458,0.1297,0.049849,0.25,0.006343,26.0,15.0,8.6,REMANANT WETLANDS SYSTEM OF THE COLORADO RIVER DEL,31.947183,-114.748813
MEX03499,2020-08-26,,,0.01,10.0,3.0,0.0005,0.005,1.346,2980.0,,40.0,0.5,0.02,0.021,0.030428,0.001,7.2,88.6,0.005,1907.2,35.2,43.5,0.30163,0.353058,1.455,0.28163,0.051444,0.25,0.007,10.0,5.3,8.5,REMANANT WETLANDS SYSTEM OF THE COLORADO RIVER DEL,31.947183,-114.748813
MEX03501,2015-04-07,,0.052,0.00139,5.0,0.2,0.0001,0.00088,2.78,3036.0,,2400.0,0.09,0.0856,0.008,0.1812,0.0002,7.34,103.7,0.00154,1943.04,22.1,25.9,0.6386,0.8278,2.82,0.553,0.0579,0.9,0.0158,19.0,10.0,8.2,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.039167,-114.894444
MEX03501,2015-08-20,,0.06,0.00139,10.0,0.2,0.0064,0.00088,0.17,4900.0,,24196.0,0.09,0.2551,0.0679,3.1341,0.0104,7.46,100.8,0.00154,3136.0,30.6,36.8,1.0991,4.3011,0.17,0.844,0.0325,0.5,0.0018,9.0,13.0,8.0,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.039167,-114.894444
MEX03501,2016-03-22,,0.09809,0.00139,10.0,0.2,0.0344,0.0301,0.7624,3420.0,,430.0,0.057,0.297616,0.00238,3.614264,0.0069,8.6,101.4,0.00154,2188.8,21.9,25.7,1.889324,5.505968,0.8214,1.591708,0.191214,0.2,0.025228,32.0,16.0,8.1,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.039167,-114.894444
MEX03501,2016-09-27,,0.06935,0.00139,10.0,0.2,0.0001,0.00088,1.974,3410.0,,30.0,0.09,0.154453,0.03786,3.927123,0.0002,4.2,61.2,0.00154,2182.4,24.7,32.4,0.562307,4.52729,2.7222,0.407854,0.075849,0.4,0.013269,10.0,4.2,7.9,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.039167,-114.894444
MEX03501,2017-04-10,,0.10652,0.00139,2.5,0.2,0.0001,0.00088,0.204,3560.0,,40.0,0.093,0.072677,0.019785,3.30582,0.0002,6.4,74.3,0.00154,2278.4,22.9,26.0,0.929679,4.255284,0.235,0.857002,0.064427,0.5,0.018756,17.33,6.0,8.1,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.039167,-114.894444
MEX03501,2017-09-06,,0.21942,0.0143,10.0,0.2,0.0001,0.00088,0.171,5470.0,,30.0,0.09,0.498493,0.059155,0.374511,0.0002,5.6,66.7,0.00154,4376.0,33.7,36.0,1.420781,1.854447,0.409,0.922288,0.017235,0.6,0.0138,10.0,2.3,7.9,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.039167,-114.894444
MEX03501,2018-02-23,,0.10626,0.00986,15.0,0.2,0.0018,0.00088,0.183,3520.0,,40.0,0.09,0.156895,0.054307,0.381343,0.0002,10.9,106.8,0.00154,2252.8,14.1,17.3,0.846125,1.281775,0.183,0.68923,0.021809,0.3,0.021809,10.0,6.6,8.2,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.039167,-114.894444
MEX03501,2018-08-09,,0.10479,0.0142,10.0,0.2,0.0149,0.00088,5.02,4800.0,,30.0,0.063,0.211537,0.064006,2.173688,0.0002,7.1,82.3,0.00154,3072.0,32.4,37.0,1.225177,3.462871,6.117,1.01364,0.082294,0.5,0.018823,26.0,5.0,8.5,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.039167,-114.894444
MEX03501,2018-12-19,,0.05576,0.00139,3.0,0.2,0.0001,0.00088,2.348,3287.0,,90.0,0.09,0.067276,0.017378,3.647675,0.0002,8.0,82.2,0.00154,2103.68,16.2,24.1,0.572876,4.237929,2.668,0.5056,0.045338,0.7,0.007194,10.0,2.6,8.1,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.039167,-114.894444
MEX03501,2019-02-06,,0.07847,0.0114,10.0,0.23,0.0001,0.00088,3.346,4070.0,,230.0,0.09,0.143628,0.024448,4.70425,0.0002,8.6,97.9,0.00154,2604.8,16.3,20.0,0.650968,5.379666,3.555,0.50734,0.058353,0.6,0.011702,10.0,2.4,8.1,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.039167,-114.894444
MEX03501,2020-08-26,,,0.0339,25.0,3.0,0.0042832,0.005,3.893,4110.0,,1.0,0.5,0.02,0.04336,2.141378,0.001,4.1,63.6,0.005,2630.4,32.6,39.0,0.83718,3.021918,4.252,0.81718,0.089081,0.5,0.007,10.0,4.0,7.9,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.039167,-114.894444
MEX03502,2015-04-07,,0.062,0.00139,5.0,0.2,0.0001,0.00088,3.98,3105.0,,93.0,0.09,0.1762,0.0103,0.3023,0.0002,8.08,104.3,0.00154,1987.2,21.3,24.3,0.7072,1.0198,4.57,0.531,0.0569,0.2,0.0158,26.5,29.0,8.2,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.035556,-114.897222
MEX03502,2015-08-20,,0.0932,0.0138,10.0,0.2,0.0046,0.00088,0.088,5260.0,,4352.0,0.191,0.1816,0.1057,2.2127,0.0096,4.87,64.4,0.00154,4208.0,30.1,34.7,1.2756,3.594,0.24,1.094,0.1057,0.5,0.0088,9.0,8.1,7.9,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.035556,-114.897222
MEX03502,2016-03-22,,0.08226,0.00139,10.0,0.2,0.0194,0.0992,0.8962,3260.0,,30.0,0.09,0.269115,0.001535,7.825974,0.0339,8.9,102.8,0.00154,2086.4,22.9,28.2,1.418404,9.245913,0.9672,1.149289,0.11329,0.3,0.021162,25.0,10.0,8.2,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.035556,-114.897222
MEX03502,2016-09-27,,0.07989,0.00139,10.0,0.2,0.0001,0.00088,1.215,3490.0,,40.0,0.09,0.125645,0.035594,3.360069,0.0002,5.0,63.6,0.00154,2233.6,24.0,30.2,0.45331,3.848973,2.887,0.327665,0.081038,0.5,0.006335,10.0,6.1,7.9,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.035556,-114.897222
MEX03502,2017-04-10,,0.18779,0.00139,2.5,0.2,0.0001,0.00088,0.404,3910.0,,30.0,0.084,0.125412,0.022191,1.983769,0.0002,7.2,81.8,0.00154,2502.4,23.3,26.0,1.204515,3.210475,0.404,1.079103,0.041533,0.35,0.009114,27.0,12.0,8.1,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.035556,-114.897222
MEX03502,2017-08-31,,0.15488,0.0125,5.0,0.2,0.0001,0.00088,0.088,4760.0,,30.0,0.09,0.359292,0.095578,1.785125,0.0002,4.5,62.3,0.00154,3046.4,32.8,35.0,1.040151,2.920854,0.088,0.680859,0.01946,0.6,0.014819,10.0,2.4,7.9,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.035556,-114.897222
MEX03502,2018-02-23,,0.1004,0.00139,15.0,0.2,0.0005,0.00088,0.147,3840.0,,40.0,2.009,0.138,0.029359,4.731476,0.0002,8.7,83.4,0.00154,2457.6,13.1,17.0,0.733,5.493835,0.165,0.595,0.014676,0.6,0.016437,10.0,7.7,8.1,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.035556,-114.897222
MEX03502,2018-08-09,,0.10143,0.0166,10.0,0.2,0.0071,0.00088,5.583,4870.0,,30.0,0.101,0.096616,0.079961,1.678059,0.0002,7.0,79.4,0.00154,3116.8,31.5,37.0,0.876026,2.634046,5.914,0.77941,0.064056,0.5,0.018487,10.0,2.5,8.5,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.035556,-114.897222
MEX03502,2018-12-19,,0.05905,0.00139,3.0,0.2,0.0001,0.00088,2.521,3300.0,,30.0,0.09,0.034432,0.017179,3.575028,0.0002,7.5,74.8,0.00154,2112.0,15.0,22.3,1.094882,4.687089,2.521,1.06045,0.045397,0.75,0.004616,10.0,2.9,8.0,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.035556,-114.897222
MEX03502,2019-02-06,,0.08157,0.0102,10.0,0.23,0.0001,0.0017,3.098,4080.0,,930.0,0.09,0.113689,0.022351,4.630039,0.0002,8.7,98.6,0.00154,2611.2,16.3,20.0,0.473999,5.126389,3.76,0.36031,0.043042,0.7,0.014507,13.0,3.7,8.1,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.035556,-114.897222
MEX03502,2020-08-26,,,0.0373,25.0,3.0,0.007342,0.005,4.145,4290.0,,90.0,0.5,0.044366,0.070511,2.017461,0.001,2.7,45.7,0.005,2745.6,32.3,38.0,0.931976,3.019948,4.704,0.88761,0.064475,0.35,0.00773,10.0,3.2,7.9,REMANANT WETLAND SYSTEM OF THE COLORADO RIVER DELT,32.035556,-114.897222
MEX03503,2015-04-07,,0.133,0.00139,10.0,0.2,0.0001,0.00088,6.4,4255.0,,43.0,0.38,0.0906,0.0262,2.8736,0.0002,6.87,95.0,0.00154,2723.2,22.0,25.9,0.7646,3.6644,6.8,0.674,0.0334,1.6,0.1022,10.0,3.2,8.6,RIO COLORADO DELTA REMAINING WETLAND SYSTEM 7,32.037378,-114.90349
MEX03503,2015-08-20,,0.1208,0.0087,10.0,0.2,0.0018,0.00088,0.21,5140.0,,9139.0,0.303,0.2693,0.0387,0.8865,0.0002,5.93,80.2,0.00154,4112.0,31.0,35.9,0.8543,1.7795,0.21,0.585,0.1017,0.7,0.0022,10.0,4.0,8.1,RIO COLORADO DELTA REMAINING WETLAND SYSTEM 7,32.037378,-114.90349
MEX03503,2016-03-22,,0.07862,0.00139,10.0,0.2,0.013,0.0148,0.7973,3410.0,,230.0,0.09,0.131817,0.000635,2.944254,0.0002,,,0.00154,2182.4,23.4,27.8,1.124025,4.068914,0.8509,0.992208,0.071979,0.3,0.008128,29.0,11.0,8.3,RIO COLORADO DELTA REMAINING WETLAND SYSTEM 7,32.037378,-114.90349
MEX03503,2016-09-27,,0.14456,0.00139,15.0,0.2,0.0001,0.0093,1.3878,4160.0,,30.0,0.09,0.299016,0.021884,0.627378,0.005,5.5,63.8,0.00154,2662.4,25.0,31.6,0.951823,1.601085,3.9083,0.652807,0.072097,0.6,0.020917,10.0,5.2,8.0,RIO COLORADO DELTA REMAINING WETLAND SYSTEM 7,32.037378,-114.90349
MEX03503,2017-04-10,,0.18537,0.00139,25.0,0.2,0.0026,0.00088,0.589,4520.0,,30.0,0.078,0.122457,0.011601,0.230541,0.0002,6.6,77.4,0.00154,2892.8,23.0,25.0,1.334677,1.576819,0.679,1.21222,0.03299,0.5,0.014417,24.0,5.1,8.1,RIO COLORADO DELTA REMAINING WETLAND SYSTEM 7,32.037378,-114.90349
MEX03503,2017-09-06,,0.25979,0.01635,5.0,0.2,0.0001,0.00088,0.256,7530.0,,30.0,0.09,0.205055,0.010449,0.08889,0.0002,4.6,56.2,0.00154,6024.0,32.9,35.0,0.965835,1.065174,0.49,0.76078,0.011216,0.7,0.025702,10.0,2.3,8.0,RIO COLORADO DELTA REMAINING WETLAND SYSTEM 7,32.037378,-114.90349
MEX03503,2018-02-23,,0.15111,0.0093,15.0,0.2,0.0033,0.00088,0.432,3540.0,,30.0,0.09,0.125937,0.011661,0.925937,0.0002,9.4,94.0,0.00154,2265.6,15.1,16.8,0.887927,1.825525,0.432,0.76199,0.012849,0.75,0.006569,11.0,3.7,8.3,RIO COLORADO DELTA REMAINING WETLAND SYSTEM 7,32.037378,-114.90349
MEX03503,2018-08-09,,0.14042,0.0193,10.0,0.2,0.0044,0.00088,8.773,5610.0,,30.0,0.09,0.057347,0.011849,0.093533,0.0002,7.1,84.7,0.00154,4488.0,30.3,34.0,0.917737,1.023119,9.07,0.86039,0.036588,0.6,0.025795,10.0,1.4,8.4,RIO COLORADO DELTA REMAINING WETLAND SYSTEM 7,32.037378,-114.90349
MEX03503,2018-12-19,,0.07778,0.00139,3.0,0.2,0.0001,0.0076,3.601,3657.0,,90.0,0.09,0.027828,0.014951,2.594155,0.0029,8.7,83.4,0.00154,2340.48,13.1,21.5,0.915548,3.524654,3.601,0.88772,0.026422,0.7,0.008036,10.0,0.75,7.9,RIO COLORADO DELTA REMAINING WETLAND SYSTEM 7,32.037378,-114.90349
MEX03503,2019-02-06,,0.14904,0.00139,15.0,0.23,0.0001,0.00088,5.061,4280.0,,30.0,0.09,0.306693,0.02544,2.383398,0.0002,8.4,94.2,0.00154,2739.2,16.2,20.0,0.888973,3.297811,5.461,0.58228,0.042046,0.6,0.015552,10.0,2.2,8.2,RIO COLORADO DELTA REMAINING WETLAND SYSTEM 7,32.037378,-114.90349
MEX03503,2020-08-26,,,0.01,10.0,3.0,0.00191,0.005,6.345,5820.0,,1.0,0.5,0.515016,0.030495,0.174795,0.001,2.8,42.6,0.005,4656.0,34.3,36.5,1.328586,1.533876,7.273,0.81357,0.060619,0.6,0.007092,10.0,2.5,7.9,RIO COLORADO DELTA REMAINING WETLAND SYSTEM 7,32.037378,-114.90349
MEX03522,2015-04-06,,0.1,0.00139,10.0,0.2,0.0496,0.00088,0.57,1580.0,,9.0,0.066,0.091,0.005,0.1225,0.0002,8.21,103.1,0.00154,1011.2,26.2,24.5,0.727,0.8545,0.77,0.636,0.0576,0.1,0.0268,15.0,16.0,8.2,REMAINING WETLAND SYSTEM OF THE COLORADO RIVER DEL,32.20409799999999,-115.109562
MEX03522,2015-08-19,,0.2008,0.00139,20.0,0.2,0.0051,0.00088,1.08,3270.0,,7270.0,0.09,0.0887,0.0063,0.004,0.0002,6.9,100.1,0.00154,2092.8,35.3,41.1,0.7507,0.761,1.15,0.662,0.1067,0.5,0.0107,10.0,5.4,8.1,REMAINING WETLAND SYSTEM OF THE COLORADO RIVER DEL,32.20409799999999,-115.109562
MEX03522,2016-02-18,,0.06711,0.01,5.0,3.0,,0.005,0.7546,1628.0,,40.0,0.5,0.030577,0.021,0.117653,0.001,8.3,97.5,0.005,1041.92,22.1,32.2,0.6783,0.816953,1.2012,0.647723,0.0845,,0.007,26.0,22.0,8.5,REMAINING WETLAND SYSTEM OF THE COLORADO RIVER DEL,32.20409799999999,-115.109562
MEX03522,2016-03-29,,0.09854,0.01,10.0,3.0,,0.0132,1.1097,1764.0,,90.0,0.5,0.312167,0.021,0.02,0.001,8.44,97.6,0.005,1128.96,22.1,24.1,1.025427,1.066427,1.2909,0.71326,0.051558,,0.007,25.33,20.0,8.5,REMAINING WETLAND SYSTEM OF THE COLORADO RIVER DEL,32.20409799999999,-115.109562
