TZA00016;2016-01-07;12:00;;Cl-Tot;0;;3.06666666666667;mg/l;Fair
TZA00016;2016-01-07;12:00;;DRP;MZWQL-WI-7_2_014;;0.06;µg/l;Fair
TZA00016;2016-01-07;00:00;8.0;DIP;COL-AA;;0.004;mg/l;Fair
TZA00016;2016-01-07;00:00;2.0;Fe-Tot;CPL-PHEN;;0.48;mg/l;Fair
TZA00016;2016-01-07;00:00;2.0;TURB;NEPH;;9.0;NTU;Fair
TZA00016;2016-01-07;00:00;8.0;TDP;COL-AA-SA-PPS;;0.05;mg/l;Fair
TZA00016;2016-01-07;00:00;8.0;TURB;NEPH;;7.1;NTU;Fair
TZA00016;2016-01-07;00:00;8.0;NO2N;COL-AZO;;30.0;mg/l;Fair
TZA00016;2016-01-07;00:00;0.5;Fe-Tot;CPL-PHEN;;0.39;mg/l;Fair
TZA00016;2016-01-07;00:00;0.5;SO4-Tot;SO4-TURB;;5.92;mg/l;Fair
TZA00016;2016-01-07;12:00;;Chl-a;MZWQL-WI-7_2_030;;28.7766666666667;µg/l;Fair
TZA00016;2016-01-07;12:00;;pH;MZWQL-WI-7_8_002;;7.44;---;Fair
TZA00016;2016-01-07;00:00;2.0;DIP;COL-AA;;0.007;mg/l;Fair
TZA00016;2016-01-07;00:00;2.0;SiO2-Rea;COL-HB;;5.6;mg/l;Fair
TZA00016;2016-01-07;00:00;2.0;NO2N;COL-AZO;;3.0;mg/l;Fair
TZA00016;2016-01-07;00:00;8.0;Ca-Tot;0;;6.0;mg/l;Fair
TZA00016;2016-01-07;00:00;8.0;TP;COL-AA-PPS;;0.0831;mg/l;Fair
TZA00016;2016-01-07;00:00;8.0;TEMP;0;;25.8;°C;Fair
TZA00016;2016-01-07;00:00;8.0;TDS;TDS-G-105;;78.0;mg/l;Fair
TZA00016;2016-01-07;00:00;0.5;Ca-Tot;0;;3.0;mg/l;Fair
TZA00016;2016-01-07;00:00;0.5;TP;COL-AA-PPS;;0.0801;mg/l;Fair
TZA00016;2016-01-07;00:00;0.5;TEMP;0;;26.1;°C;Fair
TZA00016;2016-01-07;00:00;0.5;TDS;TDS-G-105;;117.0;mg/l;Fair
TZA00016;2016-01-07;00:00;0.5;NO2N;COL-AZO;;4.0;mg/l;Fair
TZA00016;2016-01-07;00:00;0.5;TDN;COL-AZO-Cd-PS;;0.002;mg/l;Fair
TZA00016;2016-01-07;00:00;2.0;NH4N;COL-PHE;;0.08;mg/l;Fair
TZA00016;2016-01-07;00:00;2.0;Alk-Tot;0;;52.0;mg/l;Fair
TZA00016;2016-01-07;00:00;2.0;TP;COL-AA-PPS;;0.0796;mg/l;Fair
TZA00016;2016-01-07;00:00;2.0;TDS;TDS-G-105;;76.0;mg/l;Fair
TZA00016;2016-01-07;00:00;2.0;EC;EC-CND-FLD;;120.0;µS/cm;Fair
TZA00016;2016-01-07;00:00;2.0;TSS;TSS-G;;36.7;mg/l;Fair
TZA00016;2016-01-07;00:00;2.0;Mg-Tot;0;;3.16;mg/l;Fair
TZA00016;2016-01-07;00:00;8.0;EC;EC-CND-FLD;;133.0;µS/cm;Fair
TZA00016;2016-01-07;00:00;8.0;TN;COL-AZO-Cd-PS;;0.06;mg/l;Fair
TZA00016;2016-01-07;00:00;0.5;SiO2-Rea;COL-HB;;5.9;mg/l;Fair
TZA00016;2016-01-07;00:00;0.5;Alk-Tot;0;;64.0;mg/l;Fair
TZA00016;2016-01-07;00:00;0.5;TN;COL-AZO-Cd-PS;;0.17;mg/l;Fair
TZA00016;2016-01-07;00:00;0.5;TURB;NEPH;;6.8;NTU;Fair
TZA00016;2016-01-07;00:00;0.5;NO3N;COL-AZO-Cd;;1.24;mg/l;Fair
TZA00016;2016-01-07;12:00;;NO2N;MZWQL-WI-7_2_016;;17.0;µg/l;Fair
TZA00016;2016-01-07;12:00;;SiO2-Dis;MZWQL-WI-7_2_024;;7200.0;µg/l;Fair
TZA00016;2016-01-07;00:00;2.0;TDP;COL-AA-SA-PPS;;0.07;mg/l;Fair
TZA00016;2016-01-07;00:00;2.0;TEMP;0;;26.0;°C;Fair
TZA00016;2016-01-07;00:00;8.0;NH4N;COL-PHE;;0.08;mg/l;Fair
TZA00016;2016-01-07;00:00;8.0;Fe-Tot;CPL-PHEN;;0.44;mg/l;Fair
TZA00016;2016-01-07;00:00;8.0;Alk-Tot;0;;70.0;mg/l;Fair
TZA00016;2016-01-07;00:00;8.0;Mg-Tot;0;;4.08;mg/l;Fair
TZA00016;2016-01-07;00:00;8.0;NO3N;COL-AZO-Cd;;0.57;mg/l;Fair
