Station,Date,Time,Alk-Tot,Ca-Dis,Cl-Dis,EC,Fe-Dis,Mg-Dis,NH3N,NO3N,O2-Dis,SO4-Dis,SiO2-Rea,TDP,TEMP,TSS,Zn-Dis,pH,Station Identifier,Latitude,Longitude,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A
RUS00024,2019-09-13,,63.0,11.2,0.7,1232.0,0.03,4.9,0.01,0.02,10.0,6.0,0.5,0.02,8.6,2.0,0.002,7.9,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,63.0,11.2,0.7,1232.0,0.03,4.9,0.01,0.02,10.0,6.0,0.5,0.02,8.6,2.0,0.002,7.9,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,63.0,11.2,0.7,1232.0,0.03,4.9,0.01,0.02,10.0,6.0,0.5,0.02,8.6,2.0,0.002,7.9,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,63.0,11.2,0.7,1232.0,0.03,4.9,0.01,0.02,10.0,6.0,0.5,0.02,8.6,2.0,0.002,7.9,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,62.0,11.4,0.7,1234.0,0.03,5.0,0.01,0.04,10.6,6.9,0.5,0.02,6.5,2.0,0.002,7.9,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,62.0,11.4,0.7,1234.0,0.03,5.0,0.01,0.04,10.6,6.9,0.5,0.02,6.5,2.0,0.002,7.9,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,62.0,11.4,0.7,1234.0,0.03,5.0,0.01,0.04,10.6,6.9,0.5,0.02,6.5,2.0,0.002,7.9,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,62.0,11.4,0.7,1234.0,0.03,5.0,0.01,0.04,10.6,6.9,0.5,0.02,6.5,2.0,0.002,7.9,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,62.0,11.4,0.7,1234.0,0.03,5.0,0.01,0.04,10.6,6.9,0.5,0.02,6.5,2.0,0.002,7.9,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,62.0,11.2,0.6,1235.0,0.03,5.0,0.01,0.08,,6.2,0.5,0.02,5.3,2.0,0.002,7.7,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,62.0,11.2,0.6,1235.0,0.03,5.0,0.01,0.08,,6.2,0.5,0.02,5.3,2.0,0.002,7.7,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,62.0,11.2,0.6,1235.0,0.03,5.0,0.01,0.08,,6.2,0.5,0.02,5.3,2.0,0.002,7.7,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,62.0,11.2,0.6,1235.0,0.03,5.0,0.01,0.08,,6.2,0.5,0.02,5.3,2.0,0.002,7.7,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,62.0,11.2,0.6,1235.0,0.03,5.0,0.01,0.08,,6.2,0.5,0.02,5.3,2.0,0.002,7.7,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,61.0,11.2,0.6,1225.0,0.03,5.0,0.01,0.08,,6.1,0.6,0.02,4.5,2.0,0.003,7.7,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,61.0,11.2,0.6,1225.0,0.03,5.0,0.01,0.08,,6.1,0.6,0.02,4.5,2.0,0.003,7.7,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,61.0,11.2,0.6,1225.0,0.03,5.0,0.01,0.08,,6.1,0.6,0.02,4.5,2.0,0.003,7.7,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,61.0,11.2,0.6,1225.0,0.03,5.0,0.01,0.08,,6.1,0.6,0.02,4.5,2.0,0.003,7.7,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,61.0,11.2,0.6,1225.0,0.03,5.0,0.01,0.08,,6.1,0.6,0.02,4.5,2.0,0.003,7.7,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,61.0,11.8,0.7,1236.0,0.03,4.6,0.02,0.11,9.7,6.0,1.5,0.02,3.8,2.0,0.003,7.6,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,61.0,11.8,0.7,1236.0,0.03,4.6,0.02,0.11,9.7,6.0,1.5,0.02,3.8,2.0,0.003,7.6,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,61.0,11.8,0.7,1236.0,0.03,4.6,0.02,0.11,9.7,6.0,1.5,0.02,3.8,2.0,0.003,7.6,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,61.0,11.8,0.7,1236.0,0.03,4.6,0.02,0.11,9.7,6.0,1.5,0.02,3.8,2.0,0.003,7.6,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
RUS00024,2019-09-13,,61.0,11.8,0.7,1236.0,0.03,4.6,0.02,0.11,9.7,6.0,1.5,0.02,3.8,2.0,0.003,7.6,Baikal Lake - Uzur,53.1667,108.0,0.16750000417232513,0.15189999341964722,0.18539999425411224,0.17880000174045563,0.17219999432563782,0.17010000348091125,0.1655000001192093,0.16580000519752502,0.17579999566078186,0.1664000004529953
