Chl-a,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A
28.47,0.0147000001743435,0.0125000001862645,0.0500999987125396,0.0724999979138374,0.0375999994575977,0.0432999990880489,0.0251000002026557,0.024100000038743,0.0220999997109174,0.0206000003963708
16.77,0.0141000002622604,0.0110999997705221,0.0511000007390975,0.0714000016450882,0.0370000004768371,0.0362999998033046,0.0228000003844499,0.0232999995350837,0.0197000000625848,0.0182000007480382
14.3,0.0210999995470047,0.019200000911951,0.0588999986648559,0.0782999992370605,0.0432999990880489,0.0443999990820884,0.0306000001728534,0.031199999153614,0.0272000003606081,0.0272000003606081
4.64,0.0152000002562999,0.012699999846518,0.0472999997437,0.0531999990344047,0.0252999998629093,0.024100000038743,0.019200000911951,0.0210999995470047,0.0188999995589256,0.0175999999046325
20.48,0.0054999999701976,0.0037000000011175,0.0535999983549118,0.0712999999523162,0.0346000008285045,0.034400001168251,0.017799999564886,0.0160000007599592,0.015599999576807,0.0130000002682209
15.67,0.0070000002160668,0.0057999999262392,0.0546999983489513,0.0781999975442886,0.0350000001490116,0.0401000007987022,0.0199999995529651,0.0200999993830919,0.0168999992311,0.0149999996647238
45.11,0.0073500000871717,0.0062000001780688,0.0570500008761882,0.0840499997138977,0.0570500008761882,0.0676999986171722,0.0314499996602535,0.0319500006735324,0.0265500005334615,0.0214000009000301
14.5,0.0105999996885657,0.0087000001221895,0.0518999993801116,0.067500002682209,0.0355999991297721,0.0381000004708766,0.0223999992012977,0.0223999992012977,0.0204000007361173,0.0178999993950128
12.92,0.0078999996185302,0.0059000002220273,0.0533000007271766,0.0822499990463256,0.0400499999523162,0.0574500001966953,0.0304499994963407,0.0305499993264675,0.0246500000357627,0.0226499997079372
12.79,0.0066499998793005,0.0050499998033046,0.0430499985814094,0.0507000014185905,0.0211999993771314,0.0192499998956918,0.0142000000923872,0.0142000000923872,0.0109500000253319,0.0114500001072883
43.53,0.0081000002101063,0.006349999923259,0.0544500015676021,0.0807500034570694,0.0375999994575977,0.046349998563528,0.0259499996900558,0.0264500007033348,0.0212999992072582,0.0201999992132186
96.43,0.0093999998643994,0.0070500001311302,0.0591499991714954,0.0931499972939491,0.0577500015497207,0.0939000025391578,0.051350001245737,0.0526500009000301,0.0431500002741813,0.0351999998092651
11.47,0.0068500000052154,0.0052499999292194,0.0494499988853931,0.0654999986290931,0.0313000008463859,0.0287500005215406,0.0188500005751848,0.0179999992251396,0.0165500007569789,0.0148499999195337
12.49,0.0068999999202787,0.0054500000551342,0.0488499999046325,0.0582499988377094,0.0243500005453825,0.0238499995321035,0.0156500004231929,0.0147500000894069,0.014050000347197,0.0135000003501772
14.22,0.0073500000871717,0.0056500001810491,0.0529000014066696,0.0712999999523162,0.0313500016927719,0.0287500005215406,0.0177500005811452,0.0188999995589256,0.0157999992370605,0.0142500000074505
0.77,0.0054000001400709,0.0037000000011175,0.0566999986767768,0.0606000013649463,0.025450000539422,0.0229499991983175,0.0152500001713633,0.0150499995797872,0.013150000013411,0.010700000450015
8.27,0.0099999997764825,0.0086500002071261,0.0673500001430511,0.0908999964594841,0.0559500008821487,0.0639500021934509,0.0374500006437301,0.0389499999582767,0.0353499986231327,0.0297999996691942
24.83,0.0062500000931322,0.0040000001899898,0.0544000007212162,0.0662000030279159,0.0320000015199184,0.0305499993264675,0.0172000005841255,0.0167999994009733,0.014050000347197,0.0122999995946884
12.19,0.0059500001370906,0.0037499999161809,0.0597000010311603,0.0728000029921531,0.0308999996632337,0.0277500003576278,0.0183499995619058,0.0179500002413988,0.0159000009298324,0.0143999997526407
1.74,0.0066999997943639,0.0052000000141561,0.0504000000655651,0.0617999993264675,0.0233999993652105,0.0173000004142522,0.0105999996885657,0.0078999996185302,0.0074999998323619,0.0091000003740191
9.95,0.008899999782443,0.0063000000081956,0.0427000001072883,0.0697999969124794,0.0333999991416931,0.0318000018596649,0.0208000000566244,0.0223999992012977,0.0189999993890523,0.0179999992251396
6.79,0.0089999996125698,0.0063999998383224,0.0617999993264675,0.0812000036239624,0.0469999983906745,0.0434999987483024,0.0269000008702278,0.0237000007182359,0.0225000008940696,0.0190999992191791
9.98,0.0094999996945261,0.0082499999552965,0.050450000911951,0.0740000009536743,0.045949999243021,0.0376500003039836,0.0224500000476837,0.0219000000506639,0.0194499995559453,0.017799999564886
9.65,0.0054999999701976,0.0057999999262392,0.0516000017523765,0.0750000029802322,0.0331999994814395,0.0307000000029802,0.0111999996006488,0.0104000000283122,0.0092000002041459,0.0055999998003244
3.91,0.0057999999262392,0.0054999999701976,0.052700001746416,0.0672999992966651,0.0228000003844499,0.0197000000625848,0.0060999998822808,0.0062000001780688,0.0082000000402331,0.0049000000581145
6.36,0.0054000001400709,0.0044999998062849,0.0467000007629394,0.0627999976277351,0.0218000002205371,0.0173000004142522,0.0086000002920627,0.0048000002279877,0.0055999998003244,0.0054000001400709
43.02,0.0185000002384185,0.0130000002682209,0.0671999976038932,0.0747999995946884,0.0515000000596046,0.0504000000655651,0.033900000154972,0.0333999991416931,0.0270000007003545,0.0288999993354082
42.01,0.0214000009000301,0.018300000578165,0.0615999996662139,0.0671999976038932,0.0480999983847141,0.0478999987244606,0.0350000001490116,0.0326999984681606,0.0285000000149011,0.0291000008583068
33.76,0.0232999995350837,0.0189999993890523,0.0671000033617019,0.0766000002622604,0.0522000007331371,0.0555000007152557,0.0397000014781951,0.0384999997913837,0.0303000006824731,0.0357000008225441
36.06,0.0233999993652105,0.0188999995589256,0.0606000013649463,0.0619000010192394,0.0425999984145164,0.0419000014662742,0.0355000011622905,0.0350000001490116,0.0296999998390674,0.0304000005125999
10.24,0.0153999999165534,0.0120000001043081,0.062399998307228,0.0650999993085861,0.0395000018179416,0.0403999984264373,0.0296000000089406,0.0293000005185604,0.0252000000327825,0.0256999991834163
8.31,0.0219999998807907,0.0167999994009733,0.0590999983251094,0.0597999989986419,0.0417000018060207,0.0421000011265277,0.033900000154972,0.0331999994814395,0.0282000005245208,0.0285000000149011
28.35,0.018300000578165,0.0148999998345971,0.0612000003457069,0.0738999992609024,0.0544000007212162,0.0502000004053115,0.0346999987959861,0.031599998474121,0.0292000006884336,0.0284000001847744
3.04,0.0199999995529651,0.0159000009298324,0.062399998307228,0.0675999969244003,0.0450000017881393,0.0452000014483928,0.0320000015199184,0.0318999998271465,0.0283000003546476,0.0274999998509883
