Station,Date,Time,Cl-Dis,EC,NH3N,O2-Dis,SiO2-Rea,TDP,TEMP,TN,TP,TRANS,TSS,pH,Station Identifier,Latitude,Longitude
RUS00022,2019-09-11,,0.6,1266.0,0.01,9.5,0.6,0.02,12.8,,,,2.0,8.0,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2019-09-11,,0.6,1233.0,0.01,10.6,0.6,0.02,8.8,,,,2.0,7.6,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2019-09-11,,0.7,1237.0,0.01,10.2,0.8,0.03,4.0,,,,2.0,7.6,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2019-10-20,,0.6,1161.0,0.01,10.3,0.5,0.02,9.8,,,,2.0,7.4,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2020-06-21,,0.6,1219.0,0.01,11.6,0.7,0.02,6.2,,,,2.0,7.6,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2020-06-21,,1.0,1240.0,0.01,11.6,0.7,0.02,5.8,,,,2.0,7.8,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2020-06-21,,0.6,1242.0,0.01,11.3,0.8,0.02,6.0,,,,2.0,7.7,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2020-09-02,,0.6,1234.0,0.01,11.2,0.3,0.02,13.0,,,,2.0,8.0,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2020-09-02,,0.6,1242.0,0.02,9.7,0.3,0.02,8.0,,,,2.0,7.7,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2020-09-02,,0.6,1248.0,0.03,11.0,0.7,0.02,5.0,,,,2.0,7.7,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2020-10-26,,0.6,1228.0,0.01,10.5,0.6,0.02,6.1,,,,2.0,7.9,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2021-06-24,,0.6,1199.0,0.01,11.8,0.3,0.02,4.0,,,,2.0,7.8,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2021-06-24,,0.6,1190.0,0.01,11.4,0.3,0.02,3.9,,,,2.0,7.9,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2021-06-24,,0.6,1196.0,0.01,11.5,0.05,0.02,5.0,,,,2.0,7.8,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2021-09-05,,0.6,1242.0,0.01,9.8,1.1,0.02,13.0,,,,2.0,8.1,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2021-09-05,,0.6,1150.0,0.01,11.2,0.3,0.02,8.2,,,,2.0,7.9,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2021-09-05,,0.6,1163.0,0.01,10.9,0.7,0.02,5.3,,,,2.0,7.8,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2021-10-25,,0.6,1212.0,0.01,10.5,0.3,0.02,7.6,,,,2.0,8.0,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2022-06-28,,0.8,1216.0,0.01,10.0,0.8,0.02,5.3,,,,2.0,7.9,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2022-06-28,,0.8,1211.0,0.01,10.1,1.2,0.02,5.0,,,,2.0,7.9,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2022-06-28,,0.7,1225.0,0.01,10.3,0.6,0.02,4.6,,,,2.0,8.0,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2022-09-05,,0.8,1214.0,0.01,9.8,0.4,0.03,8.2,,,,2.0,8.0,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2022-09-05,,0.8,1210.0,0.01,10.0,0.3,0.02,6.8,,,,2.0,7.7,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2022-09-05,,0.8,1209.0,0.01,9.8,0.6,0.02,4.5,,,,2.0,7.7,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00022,2022-10-22,,0.7,1210.0,0.01,9.7,0.6,0.02,7.4,,,,2.0,8.2,Baikal Lake - Kransni,52.3333333333333,106.0
RUS00023,2015-06-28,,0.7,1206.0,0.01,11.7,1.1,0.02,4.8,,,,2.0,7.9,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2015-06-28,,0.7,1205.0,0.01,13.0,1.1,0.02,4.5,,,,2.0,8.0,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2015-09-13,,0.8,1226.0,0.01,9.7,0.2,0.02,14.8,,,,2.0,7.8,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2015-09-13,,0.7,1227.0,0.01,10.4,0.2,0.02,11.2,,,,2.0,7.8,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2015-10-20,,0.6,1169.0,0.01,10.7,0.5,0.02,7.5,,,,2.0,7.7,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2016-06-28,,0.7,1235.0,0.01,10.9,0.4,0.02,10.1,,,,2.0,7.6,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2016-06-28,,0.6,1240.0,0.01,11.3,0.5,0.02,7.0,,,,2.0,7.6,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2016-09-10,,0.9,1209.0,0.02,9.2,0.3,0.02,16.0,,,,2.0,7.7,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2016-09-10,,0.6,1211.0,0.02,11.0,0.4,0.02,9.8,,,,2.0,7.8,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2016-10-21,,0.8,1225.0,0.03,10.7,0.4,0.02,8.8,,,,2.0,7.7,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2017-06-23,,0.7,1240.0,0.01,12.0,0.6,0.02,4.0,,,,2.0,7.7,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2017-06-23,,0.7,1235.0,0.01,12.1,0.6,0.02,4.0,,,,2.0,7.8,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2017-09-27,,0.6,1188.0,0.01,11.2,0.4,0.02,6.2,,,,2.0,8.0,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2017-09-27,,0.6,1180.0,0.01,10.7,0.6,0.02,4.7,,,,2.0,7.9,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2017-10-03,,0.7,1169.0,0.01,10.7,0.5,0.02,8.8,,,,2.0,7.8,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2018-07-16,,0.9,1230.0,0.01,11.5,0.5,0.02,8.4,,,,2.0,7.8,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2018-07-16,,0.8,1207.0,0.01,11.2,0.5,0.02,4.5,,,,2.0,7.7,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2018-09-23,,0.8,1167.0,0.01,10.2,0.7,0.02,11.2,,,,2.0,7.9,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2018-09-23,,1.0,1181.0,0.01,9.7,0.6,0.02,11.0,,,,2.0,7.9,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2019-06-27,,0.6,1244.0,0.01,12.2,0.7,0.02,5.5,,,,2.0,7.7,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2019-06-27,,0.7,1243.0,0.02,10.7,0.7,0.02,5.0,,,,2.0,7.7,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2019-09-17,,0.7,1235.0,0.01,10.6,0.7,0.02,10.0,,,,2.0,7.9,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2019-09-17,,0.7,1229.0,0.01,10.8,0.7,0.02,7.2,,,,2.0,7.8,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2019-10-17,,0.6,1176.0,0.01,10.5,0.5,0.02,9.0,,,,2.0,7.6,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2020-06-23,,0.6,1233.0,0.01,11.9,0.6,0.02,4.7,,,,2.0,7.6,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2020-06-23,,0.6,1242.0,0.01,11.7,0.6,0.03,4.6,,,,2.0,7.8,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2020-09-05,,0.6,1213.0,0.03,9.2,0.5,0.02,16.5,,,,2.0,7.2,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2020-09-05,,0.6,1209.0,0.03,10.7,0.8,0.02,6.0,,,,2.0,7.8,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2020-10-25,,0.6,1234.0,0.01,10.7,0.6,0.02,6.0,,,,2.0,7.9,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2021-06-27,,0.6,1204.0,0.01,12.0,0.7,0.02,3.4,,,,2.0,7.8,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2021-06-27,,0.6,1207.0,0.01,12.0,0.8,0.02,5.8,,,,2.0,7.9,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2021-09-10,,0.6,1223.0,0.02,9.7,1.1,0.02,13.6,,,,2.0,8.3,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2021-09-10,,0.6,1190.0,0.01,11.5,0.6,0.02,5.8,,,,2.0,7.9,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2021-10-23,,0.6,1215.0,0.01,11.3,0.3,0.02,7.0,,,,2.0,7.9,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2022-06-16,,0.7,1195.0,0.01,10.3,0.7,0.02,3.2,,,,2.0,7.9,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2022-06-16,,0.7,1205.0,0.01,10.3,0.7,0.02,3.5,,,,2.0,7.9,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2022-09-07,,0.8,1234.0,0.01,9.2,0.7,0.03,9.2,,,,2.0,8.1,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2022-09-07,,0.8,1212.0,0.01,10.5,0.5,0.03,6.5,,,,2.0,8.0,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00023,2022-10-21,,0.9,1225.0,0.01,9.7,0.3,0.02,7.4,,,,2.0,8.0,Baikal Lake - Vshkani,53.8333333333333,108.666666666667
RUS00024,2015-06-28,,0.8,1204.0,0.01,12.8,1.1,0.02,4.2,,,,2.0,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2015-06-28,,0.6,1196.0,0.01,12.5,1.2,0.02,4.0,,,,2.0,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2015-06-28,,0.7,1194.0,0.01,10.8,1.0,0.02,3.1,,,,2.0,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2015-09-13,,0.7,1214.0,0.01,10.7,0.2,0.02,11.8,,,,2.0,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2015-09-13,,0.8,1215.0,0.01,10.8,0.1,0.02,10.2,,,,2.0,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2015-09-13,,0.8,1221.0,0.01,9.4,0.1,0.02,9.8,,,,2.0,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2015-10-20,,0.6,1171.0,0.01,10.7,0.5,0.02,7.0,,,,2.0,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2016-06-29,,0.9,1236.0,0.01,11.0,0.5,0.02,9.0,,,,2.0,7.5,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2016-06-29,,0.7,1237.0,0.02,11.6,0.3,0.02,5.5,,,,2.0,7.6,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2016-06-29,,0.6,1233.0,0.01,12.1,0.5,0.02,4.2,,,,2.0,7.5,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2016-09-09,,0.7,1225.0,0.01,9.9,0.2,0.02,13.2,,,,2.0,7.6,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2016-09-09,,0.8,1225.0,0.02,11.4,0.1,0.02,5.8,,,,2.0,7.6,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2016-09-09,,0.7,1208.0,0.01,10.5,0.6,0.02,5.0,,,,2.0,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2016-10-26,,0.7,1231.0,0.01,11.0,0.3,0.02,7.2,,,,2.0,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2017-06-22,,0.7,1234.0,0.01,11.4,0.2,0.02,4.0,,,,2.0,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2017-06-22,,0.7,1238.0,0.01,11.4,0.4,0.02,4.0,,,,2.0,7.7,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2017-06-22,,0.6,1240.0,0.01,11.1,0.6,0.02,3.5,,,,2.0,7.6,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2017-10-03,,0.6,1175.0,0.01,10.8,0.4,0.02,8.1,,,,2.0,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2018-07-07,,0.8,1222.0,0.01,11.6,0.2,0.02,4.6,,,,2.0,7.7,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2018-07-07,,0.8,1222.0,0.01,11.5,0.3,0.02,4.5,,,,2.0,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2018-07-07,,0.8,1230.0,0.01,11.2,0.4,0.02,4.0,,,,2.0,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2018-09-22,,0.7,1175.0,0.01,10.5,0.4,0.02,10.0,,,,2.0,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2018-09-22,,0.8,1181.0,0.01,10.0,0.4,0.02,9.0,,,,2.0,8.0,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2018-09-22,,0.8,1192.0,0.01,10.9,0.4,0.02,4.5,,,,2.0,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2019-06-17,,0.6,1232.0,0.01,11.9,0.2,0.02,6.0,,,,2.0,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2019-06-17,,0.7,1230.0,0.03,11.9,0.3,0.02,5.5,,,,2.0,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2019-06-17,,0.6,1246.0,0.01,11.5,0.3,0.02,5.0,,,,2.0,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2019-09-13,,0.7,1232.0,0.01,10.0,0.5,0.02,8.6,,,,2.0,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2019-09-13,,0.7,1234.0,0.01,10.6,0.5,0.02,6.5,,,,2.0,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2019-09-13,,0.7,1236.0,0.02,9.7,1.5,0.02,3.8,,,,2.0,7.6,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2019-10-18,,0.6,1214.0,0.01,10.3,0.5,0.02,10.0,,,,2.0,7.4,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2020-06-22,,0.6,1250.0,0.01,11.1,0.1,0.03,4.8,,,,2.0,7.6,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2020-09-04,,0.6,1233.0,0.02,9.2,0.3,0.02,16.0,,,,2.0,8.1,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2020-09-04,,0.6,1189.0,0.02,9.5,0.3,0.02,13.0,,,,2.0,8.1,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2020-09-04,,0.6,1207.0,0.02,9.6,1.4,0.02,6.0,,,,2.0,7.6,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2020-10-25,,0.6,1230.0,0.01,10.7,0.5,0.02,5.8,,,,2.0,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-06-25,,0.6,1204.0,0.01,12.0,0.5,0.02,4.4,,,,2.0,8.0,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-06-25,,0.6,1207.0,0.01,12.1,0.5,0.02,3.8,,,,2.0,8.0,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-06-25,,0.6,1212.0,0.01,9.8,1.5,0.02,3.8,,,,2.0,7.6,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-09-09,,0.6,1222.0,0.01,10.3,0.7,0.02,10.8,,,,2.0,8.1,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-09-09,,0.6,1200.0,0.01,11.4,0.7,0.02,8.2,,,,2.0,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-09-09,,0.6,1218.0,0.01,10.0,1.6,0.02,6.5,,,,2.0,7.7,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-10-24,,0.6,1229.0,0.01,10.7,0.6,0.02,6.0,,,,2.0,8.0,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-06-25,,0.7,1227.0,0.01,10.3,0.5,0.02,4.2,,,,2.0,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-06-25,,0.7,1224.0,0.01,10.1,0.4,0.02,5.0,,,,2.0,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-06-25,,0.7,1229.0,0.01,8.9,1.4,0.02,5.2,,,,2.0,7.7,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-09-19,,0.8,1233.0,0.01,9.2,0.4,0.03,11.0,,,,2.0,8.1,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-09-19,,0.8,1216.0,0.01,9.8,0.4,0.03,7.8,,,,2.0,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-09-19,,0.8,1217.0,0.01,9.2,0.4,0.03,4.6,,,,2.0,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-10-21,,0.9,1196.0,0.01,9.7,0.5,0.02,8.0,,,,2.0,8.1,Baikal Lake - Uzur,53.1666666666667,108.0
