Station,Date,Time,Alk-Tot,Ca-Dis,Cl-Dis,EC,Fe-Dis,Mg-Dis,NH3N,NO3N,O2-Dis,SO4-Dis,SiO2-Rea,TDP,TEMP,TSS,Zn-Dis,pH,Station Identifier,Latitude,Longitude
RUS00024,2020-06-22,,62.0,11.8,0.6,1250.0,0.03,4.4,0.01,0.07,,6.3,,0.02,4.5,2.0,0.002,7.7,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2020-06-22,,61.0,11.6,0.6,1254.0,0.04,4.5,0.01,0.07,,6.6,,0.02,4.3,2.0,0.002,7.7,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2020-06-22,,61.0,11.4,0.6,1250.0,0.03,4.5,0.01,0.09,11.1,6.8,0.1,0.03,4.8,2.0,0.002,7.6,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2020-09-04,,62.0,10.2,0.6,1233.0,0.05,5.2,0.02,0.01,9.2,5.8,0.3,0.02,16.0,2.0,0.005,8.1,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2020-09-04,,62.0,11.0,0.6,1189.0,0.05,5.0,0.02,0.03,9.5,5.9,0.3,0.02,13.0,2.0,0.005,8.1,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2020-09-04,,63.0,9.8,0.6,1179.0,0.05,5.2,0.03,0.04,,5.4,0.3,0.02,7.0,2.0,0.007,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2020-09-04,,63.0,11.4,0.6,1181.0,0.05,4.9,0.02,0.05,,5.5,0.3,0.02,7.0,2.0,0.008,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2020-09-04,,62.0,9.8,0.6,1207.0,0.05,5.4,0.02,0.07,9.6,5.4,1.4,0.02,6.0,2.0,0.005,7.6,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2020-10-25,,62.0,11.2,0.6,1230.0,,5.1,0.01,0.03,10.7,5.2,0.5,0.02,5.8,2.0,,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-06-25,,64.0,10.2,0.6,1204.0,0.03,6.2,0.01,0.06,12.0,6.1,0.5,0.02,4.4,2.0,0.002,8.0,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-06-25,,63.0,10.6,0.6,1207.0,0.02,5.8,0.01,0.05,12.1,6.2,0.5,0.02,3.8,2.0,0.002,8.0,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-06-25,,67.0,10.2,0.6,1203.0,0.02,6.1,0.01,0.05,,6.2,0.5,0.02,3.8,2.0,0.002,8.0,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-06-25,,64.0,10.6,0.6,1204.0,0.02,5.7,0.01,0.05,,6.4,0.5,0.02,3.8,2.0,0.002,8.0,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-06-25,,66.0,10.6,0.6,1212.0,0.03,5.8,0.01,0.11,9.8,5.9,1.5,0.02,3.8,2.0,0.002,7.6,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-09-09,,65.0,10.6,0.6,1222.0,0.01,6.0,0.01,0.01,10.3,6.3,0.7,0.02,10.8,2.0,0.001,8.1,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-09-09,,65.0,10.4,0.6,1200.0,0.01,6.1,0.01,0.08,11.4,6.1,0.7,0.02,8.2,2.0,0.001,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-09-09,,66.0,10.4,0.6,1204.0,0.01,6.1,0.02,0.08,,6.1,0.7,0.02,7.6,2.0,0.001,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-09-09,,64.0,10.4,0.6,1212.0,0.01,6.0,0.02,0.08,,5.8,0.5,0.02,6.6,2.0,0.001,7.7,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-09-09,,65.0,10.6,0.6,1218.0,0.01,6.0,0.01,0.12,10.0,6.1,1.6,0.02,6.5,2.0,0.001,7.7,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2021-10-24,,66.0,11.6,0.6,1229.0,0.01,6.4,0.01,0.03,10.7,5.2,0.6,0.02,6.0,2.0,0.001,8.0,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-06-25,,65.0,12.4,0.7,1227.0,0.02,6.7,0.01,0.08,10.3,6.8,0.5,0.02,4.2,2.0,0.0005,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-06-25,,64.0,11.0,0.7,1224.0,0.01,6.6,0.01,0.08,10.1,6.8,0.4,0.02,5.0,2.0,0.0005,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-06-25,,65.0,11.6,0.7,1219.0,0.004,6.2,0.01,0.09,,6.5,0.4,0.02,5.2,2.0,0.0005,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-06-25,,63.0,12.2,0.8,1225.0,0.004,6.4,0.01,0.08,,6.8,0.4,0.02,5.0,2.0,0.0005,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-06-25,,62.0,11.8,0.7,1229.0,0.02,6.7,0.01,0.07,8.9,6.8,1.4,0.02,5.2,2.0,0.0005,7.7,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-09-19,,65.0,11.2,0.8,1233.0,0.004,6.0,0.01,0.01,9.2,7.1,0.4,0.03,11.0,2.0,0.0005,8.1,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-09-19,,64.0,11.2,0.8,1216.0,0.004,5.8,0.01,0.04,9.8,6.7,0.4,0.03,7.8,2.0,0.0005,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-09-19,,64.0,11.8,0.8,1216.0,0.004,6.4,0.01,0.07,,6.5,0.5,0.03,6.5,2.0,0.0005,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-09-19,,65.0,12.0,0.8,1218.0,0.004,5.7,0.01,0.07,,7.0,0.4,0.03,5.6,2.0,0.0005,7.9,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-09-19,,64.0,12.0,0.8,1217.0,0.004,6.3,0.01,0.09,9.2,6.5,0.4,0.03,4.6,2.0,0.0005,7.8,Baikal Lake - Uzur,53.1666666666667,108.0
RUS00024,2022-10-21,,62.0,11.2,0.9,1196.0,0.004,6.7,0.01,0.01,9.7,7.1,0.5,0.02,8.0,2.0,0.0005,8.1,Baikal Lake - Uzur,53.1666666666667,108.0
