Station,Date,Time,Alk-Tot,Chl-a,Cl-Tot,DRP,EC,H-T,NH4N,NO2N,NO3N,O2-Dis,SiO2-Dis,TDS,TEMP,TURB,pH,Station Identifier,Latitude,Longitude,Region,Cl-Dis,NH3N,SiO2-Rea,TDP,TN,TP,TRANS,TSS,O2-Dis-Sat,TIP,BOD,TOTCOLI,A340,As-Tot,COL-True,Cd-Tot,Cr-Tot,DOC,ENTCOCC,FECALCOLI,Hg-Tot,Ni-Tot,Pb-Tot,TEMP-Air,TKN,TOC,TON,TRP,Ca-Dis,Fe-Dis,Mg-Dis,Na-Dis,Pb-Dis,SO4-Dis,Zn-Dis,Cluster
MEX01354,2015-06-10,,,0.0226,,,1017.0,,,0.005,0.004,5.05,,650.88,23.0,53.6,8.8,LAKE OF PATZCUARO 9,19.67497,-101.61774,Mexico,,0.4,,,11.609,,0.2,43.0,81.1,,,,0.275,0.0011,30.0,0.03,0.0014,12.96,,93.0,1.343,0.0017,0.0013,24.5,11.6,13.93,11.2,0.39,,,,,,,,393
MEX01354,2015-10-27,,,0.1115,,,963.0,,,0.006,0.16,7.35,,616.32,21.0,72.1,9.5,LAKE OF PATZCUARO 9,19.67497,-101.61774,Mexico,,0.37,,,2.606,1.24,0.3,19.0,110.4,,,,0.286,0.001,40.0,0.16,0.0019,5.87,,240.0,0.458,0.0049,0.0071,26.5,2.44,6.42,2.07,0.21,,,,,,,,393
MEX01354,2016-06-07,,,0.0246,,,1083.0,,,0.018,0.059,7.7,,693.12,23.7,82.0,9.4,LAKE OF PATZCUARO 9,19.67497,-101.61774,Mexico,,4.399,,,6.64,1.04,0.2,12.0,121.3,,,,0.276,0.0066,43.0,0.3,0.0046,1.42,,240.0,0.3,0.009,0.01,22.8,6.563,1.5,2.164,0.76,,,,,,,,393
MEX01354,2016-10-04,,,0.0081,,,1010.0,,,0.005,0.182,4.0,,646.4,24.7,65.1,9.0,LAKE OF PATZCUARO 9,19.67497,-101.61774,Mexico,,1.832,,,7.294,0.15,0.2,14.0,60.2,,,,0.295,0.0001,50.0,0.03,0.0016,12.82,,23.0,0.5,0.0032,0.001,27.1,7.107,13.8,5.275,0.13,,,,,,,,393
MEX01354,2017-03-02,,,0.0154,,,1044.0,,,0.008,0.12,6.9,,668.16,16.8,91.3,8.4,LAKE OF PATZCUARO 9,19.67497,-101.61774,Mexico,,1.629,,,3.915,1.2,0.23,28.0,95.9,,,,0.14,0.0006,40.0,0.05,0.0036,12.62,,93.0,0.5,0.0018,0.0016,17.5,3.787,14.06,2.158,0.6,,,,,,,,393
MEX01354,2017-10-12,,,0.0411,,,1018.0,,,0.005,0.148,6.5,,651.52,21.5,76.5,9.5,LAKE OF PATZCUARO 9,19.67497,-101.61774,Mexico,,3.997,,,9.19,1.1,0.23,62.0,95.5,,,,0.221,0.005,20.0,0.42,0.0079,12.72,,230.0,0.6,0.0028,0.0025,25.2,9.037,14.8,5.04,0.51,,,,,,,,393
MEX01354,2018-04-17,,,0.0816,,,1083.0,,,0.005,0.057,8.7,,693.12,20.7,110.1,9.5,LAKE OF PATZCUARO 9,19.67497,-101.61774,Mexico,,1.942,,,13.161,1.338,0.19,95.0,135.4,,,,0.243,0.003,30.0,0.64,0.0081,13.95,,30.0,0.9,0.0057,0.0029,25.7,13.099,14.49,11.157,0.713,,,,,,,,393
MEX01354,2018-06-19,,,0.0196,,,1148.0,,,0.005,0.038,6.5,,734.72,21.5,94.6,8.8,LAKE OF PATZCUARO 9,19.67497,-101.61774,Mexico,,1.931,,,6.787,1.032,0.23,27.0,97.9,,,,0.273,0.003,15.0,0.03,0.0037,14.54,,40.0,0.9,0.0009,0.00154,19.3,6.744,15.72,4.813,0.776,,,,,,,,393
MEX01354,2018-11-06,,,0.0017,,,989.0,,,0.008,0.043,4.2,,632.96,20.3,98.2,9.4,LAKE OF PATZCUARO 9,19.67497,-101.61774,Mexico,,3.698,,,7.352,0.774,0.25,44.0,57.7,,,,0.253,0.0041,40.0,0.02,0.0024,12.931,,90.0,0.5,0.0012,0.0005,26.2,7.301,14.81,3.603,0.426,,,,,,,,393
MEX01354,2019-03-05,,,0.0021,,,1047.0,,,0.068,0.136,8.1,,670.08,20.6,106.0,8.9,LAKE OF PATZCUARO 9,19.67497,-101.61774,Mexico,,0.832,,,1.981,1.178,0.18,23.0,114.2,,,,0.219,0.0032,30.0,14.08,0.0068,10.125,,40.0,0.7,0.0026,0.0009,26.3,1.777,12.235,0.945,0.424,,,,,,,,393
