Station,Date,Time,BOD,EC,NH4N,O2-Dis,TOTCOLI,pH,Station Identifier,Latitude,Longitude
IND01624,2019-05-09,,5.9,778.0,,4.6,170.0,8.0,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2019-06-04,,5.6,734.0,2.2,8.4,5400.0,8.4,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2019-07-01,,6.6,449.0,2.2,3.5,2.0,8.4,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2019-08-08,,1.8,613.0,,6.0,2800.0,7.9,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2019-09-06,,5.9,452.0,0.6,6.0,1300.0,7.9,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2019-10-15,,5.5,1017.0,,4.5,1100.0,8.1,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2019-11-05,,2.1,1385.0,,5.5,490.0,7.9,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2019-12-04,,5.2,660.0,2.2,9.0,3500.0,8.2,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2020-01-03,,4.5,672.0,0.56,5.0,3500.0,8.2,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2020-02-01,,4.4,346.0,1.12,7.0,4900.0,7.9,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2020-03-02,,4.6,760.0,0.84,5.6,4600.0,7.8,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2020-04-12,,2.1,550.0,,9.7,3900.0,8.0,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2020-05-19,,2.5,612.0,,6.2,3300.0,8.3,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2020-06-04,,4.4,1614.0,0.28,5.2,4300.0,8.1,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2020-07-07,,3.8,327.0,,3.0,3500.0,8.2,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2020-08-06,,8.3,542.0,1.68,4.0,17000.0,7.8,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2020-10-06,,4.2,336.0,2.24,4.2,3500.0,8.7,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2020-11-03,,4.3,305.0,1.68,3.5,2800.0,8.2,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2020-12-17,,4.7,595.0,,4.2,790.0,8.2,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2021-01-12,,4.2,696.0,,3.0,460.0,8.2,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2021-02-03,,1.9,945.0,,3.5,700.0,8.1,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01624,2021-03-04,,3.7,805.0,0.56,5.0,1700.0,8.2,TAMPADA LAKE AT CHHATRAPUR,19.343633,84.988786
IND01625,2018-01-04,,3.8,176.0,0.9,7.7,2400.0,7.3,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2018-02-02,,2.2,174.0,0.4,7.4,1700.0,8.1,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2018-03-06,,2.4,213.0,0.4,7.2,460.0,7.6,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2018-04-03,,1.5,148.0,0.4,7.8,790.0,8.0,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2018-05-03,,1.7,109.0,0.4,6.3,78.0,7.1,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2018-06-05,,2.7,217.0,1.68,7.2,2200.0,7.5,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2018-07-05,,4.3,240.0,0.4,7.2,790.0,8.0,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2018-08-02,,1.6,118.0,0.4,6.8,2100.0,6.6,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2018-09-04,,1.2,115.0,0.4,8.4,2200.0,7.0,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2018-10-03,,,163.0,0.4,8.4,2400.0,7.9,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2018-11-05,,,119.0,0.448,7.2,2800.0,6.9,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2018-12-04,,1.2,104.0,0.4,9.4,1300.0,7.7,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2019-01-04,,,192.0,1.1,7.0,1700.0,7.0,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2019-02-05,,1.9,150.0,0.6,6.9,4300.0,7.8,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2019-03-07,,1.5,213.0,1.1,6.6,490.0,7.6,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2019-04-03,,1.1,150.0,,7.3,790.0,8.0,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2019-05-14,,1.4,150.0,0.8,6.9,2800.0,7.0,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2019-06-03,,,150.0,1.4,7.9,490.0,6.6,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2019-07-02,,,184.0,2.0,7.0,3500.0,6.6,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2019-09-05,,1.7,150.0,0.6,5.6,2800.0,6.9,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2019-10-01,,1.3,150.0,0.6,7.9,3500.0,7.3,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2019-11-05,,,150.0,0.6,6.2,2200.0,6.8,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2019-12-03,,1.4,150.0,0.8,7.6,1700.0,7.6,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2020-01-03,,0.9,123.0,0.56,6.2,780.0,8.0,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2020-02-04,,1.1,171.0,0.56,6.5,230.0,8.4,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2020-03-02,,1.2,156.0,0.84,6.3,330.0,8.3,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2020-04-16,,0.6,192.0,,8.0,220.0,7.9,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2020-05-27,,0.8,123.0,,7.4,1300.0,7.7,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2020-06-09,,,156.0,1.12,8.2,1700.0,7.1,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2020-07-01,,2.1,164.0,,7.1,3500.0,6.8,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2020-08-05,,1.3,239.0,2.8,5.8,1700.0,6.6,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2020-09-15,,1.5,142.0,1.12,5.7,1300.0,7.0,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2020-10-06,,1.8,125.0,1.12,4.0,2200.0,7.1,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2020-11-04,,1.6,108.0,1.12,7.0,1700.0,7.3,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2020-12-14,,1.7,118.0,,8.4,2200.0,7.6,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2021-01-05,,1.9,132.0,,6.9,2800.0,7.5,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2021-02-02,,1.4,102.0,,6.9,1700.0,8.0,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01625,2021-03-02,,1.4,154.0,1.12,7.2,1100.0,8.3,ANSHUPA AT SUBARANAPUR,20.447514,85.60627
IND01626,2018-01-04,,3.4,149.0,0.57,8.2,2400.0,7.5,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2018-02-02,,2.1,173.0,0.4,8.9,700.0,8.2,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2018-03-06,,2.4,187.0,70.0,5.4,2800.0,7.7,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2018-04-03,,4.3,169.0,0.4,7.6,5400.0,8.3,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2018-05-03,,1.5,169.0,0.4,6.2,78.0,7.8,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2018-06-05,,4.4,198.0,7.28,3.4,2400.0,7.5,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2018-07-05,,3.7,199.0,0.4,6.8,640.0,8.1,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2018-08-02,,1.6,124.0,0.4,5.4,3500.0,6.7,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2018-09-04,,2.0,145.0,0.4,8.6,3500.0,6.9,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2018-10-03,,,192.0,0.4,7.9,4300.0,7.8,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2018-11-05,,,129.0,0.4,9.4,490.0,7.0,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2018-12-04,,1.3,106.0,0.4,8.0,2400.0,7.8,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2019-01-04,,,172.0,0.8,6.7,1100.0,7.0,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2019-02-05,,1.6,150.0,1.4,5.6,5400.0,7.8,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2019-05-14,,1.2,150.0,1.1,6.7,3500.0,7.0,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2019-06-03,,1.2,150.0,0.6,8.3,210.0,6.7,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2019-07-02,,,150.0,0.6,8.6,2400.0,6.8,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2019-10-01,,2.8,150.0,1.1,6.4,4700.0,7.2,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2019-11-05,,1.4,150.0,1.1,7.4,7000.0,6.5,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2019-12-03,,2.1,150.0,0.8,7.8,4600.0,7.6,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2020-01-03,,1.1,128.0,0.56,6.4,3500.0,7.8,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2020-02-04,,2.2,209.0,0.56,6.9,330.0,7.7,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2020-03-02,,0.5,188.0,1.68,6.8,330.0,7.8,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2020-04-16,,0.5,112.0,,7.8,110.0,7.9,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2020-05-27,,0.8,145.0,,7.3,1700.0,7.0,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2020-06-09,,,158.0,2.24,6.2,2800.0,6.9,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2020-07-01,,2.3,154.0,,6.0,3500.0,7.3,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2020-08-05,,1.5,125.0,1.12,6.4,2400.0,7.1,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2020-09-15,,1.7,134.0,2.24,7.1,700.0,7.2,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2020-10-06,,2.0,129.0,1.12,4.6,2400.0,7.0,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2020-11-04,,2.4,125.0,2.24,7.2,700.0,7.3,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2020-12-14,,1.7,117.0,,6.8,1700.0,7.6,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2021-01-05,,2.1,184.0,,7.5,16000.0,7.4,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2021-02-02,,1.9,130.0,,7.5,2400.0,7.9,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01626,2021-03-02,,1.6,180.0,1.68,7.0,3500.0,8.0,ANSHUPA AT BISHNUPUR,20.457192,85.607235
IND01627,2018-01-04,,3.4,202.0,0.45,7.9,5400.0,7.3,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2018-02-02,,2.8,193.0,0.4,8.2,2200.0,8.2,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2018-03-06,,2.9,206.0,0.4,6.8,5400.0,8.1,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2018-04-03,,4.8,170.0,0.56,7.1,1300.0,8.0,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2018-05-03,,1.6,190.0,0.56,6.8,93.0,7.8,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2018-06-05,,3.4,161.0,5.6,4.8,1700.0,7.6,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2018-07-05,,2.4,186.0,0.4,7.4,490.0,8.0,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2018-08-02,,2.4,140.0,0.4,6.6,2200.0,7.0,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2018-09-04,,,147.0,0.4,7.8,2200.0,7.1,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2018-10-03,,,172.0,0.4,8.2,9200.0,7.9,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2018-11-05,,,123.0,0.56,11.0,490.0,6.9,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2018-12-04,,2.0,105.0,0.4,9.8,1100.0,7.7,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2019-01-04,,1.8,170.0,0.6,8.4,1700.0,7.0,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2019-02-05,,1.5,150.0,1.4,7.5,1700.0,7.8,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2019-04-03,,1.8,161.0,0.6,7.8,1100.0,7.5,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2019-05-14,,1.9,150.0,,7.4,3500.0,7.4,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2019-06-03,,1.8,150.0,0.8,7.8,640.0,6.8,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2019-07-02,,1.1,150.0,0.6,7.4,4300.0,6.6,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2019-09-05,,,150.0,0.6,6.4,1700.0,6.9,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2019-10-01,,,150.0,1.1,6.9,330.0,7.0,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2019-11-05,,1.9,150.0,,5.8,1700.0,6.9,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2019-12-03,,1.6,150.0,2.2,6.7,4600.0,7.4,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2020-01-03,,1.2,120.0,0.84,6.8,2300.0,7.7,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2020-02-04,,2.4,219.0,0.84,6.7,330.0,6.8,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2020-03-02,,0.6,135.0,0.84,7.2,490.0,7.1,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2020-04-16,,1.0,125.0,,6.4,170.0,8.3,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2020-05-27,,1.8,160.0,,8.1,1100.0,7.8,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2020-06-09,,,156.0,1.12,7.8,3500.0,6.6,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2020-07-01,,1.2,163.0,,6.8,2800.0,6.9,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2020-08-05,,1.4,90.0,1.12,4.8,3500.0,6.7,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2020-09-15,,1.6,129.0,1.12,6.8,490.0,7.3,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2020-10-06,,2.2,214.0,1.68,9.2,3500.0,7.1,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2020-11-04,,1.2,218.0,1.12,6.4,1100.0,7.5,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2020-12-14,,2.0,127.0,,7.6,3500.0,7.5,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2021-01-05,,1.4,159.0,,7.7,790.0,7.1,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2021-02-02,,1.1,141.0,,7.7,1300.0,7.7,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01627,2021-03-02,,1.1,186.0,1.12,6.8,4900.0,8.2,ANSHUPA AT SARANDAGARH,20.459844,85.60392900000001
IND01654,2018-06-12,,2.2,380.0,0.421,5.0,,7.8,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01654,2018-07-16,,2.0,356.0,0.4,5.2,,7.43,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01654,2018-08-10,,2.8,520.0,1.038,4.8,,7.33,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01654,2018-09-12,,2.2,380.0,0.982,5.8,,7.4,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01654,2018-10-15,,2.8,320.0,1.02,5.5,,7.86,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01654,2018-11-22,,3.0,311.0,1.16,5.8,,7.5,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01654,2018-12-12,,2.0,385.0,0.564,7.0,,7.8,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01654,2019-01-20,,2.0,379.0,0.5,6.3,,7.9,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01654,2019-04-04,,1.7,150.0,0.8,9.0,,7.8,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01654,2019-05-25,,1.5,258.0,0.7,8.8,,7.7,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01654,2019-12-20,,2.7,305.0,2.6,8.0,,7.5,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01654,2020-06-15,,2.7,125.0,0.81,8.0,,7.5,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01654,2020-07-21,,1.4,349.0,42.0,4.5,,7.3,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01654,2020-08-06,,3.6,528.0,0.76,2.7,,7.8,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01654,2020-09-18,,1.6,297.0,0.79,5.8,,7.4,ANCHAR AT SINDH INFLOW,34.144838,74.779268
IND01655,2018-06-12,,3.0,424.0,0.802,4.0,,7.56,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2018-07-16,,2.0,398.0,0.741,4.5,,7.42,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2018-08-10,,2.6,458.0,1.924,3.5,,7.25,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2018-09-12,,3.2,375.0,1.98,4.5,,7.36,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2018-10-15,,3.2,400.0,1.35,4.6,,7.56,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2018-11-22,,3.8,380.0,1.48,5.0,,7.41,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2018-12-12,,4.0,392.0,0.584,3.7,,7.87,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2019-01-21,,3.6,383.0,0.5,3.5,,7.8,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2019-03-03,,2.2,425.0,0.6,5.8,,7.5,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2019-04-04,,1.5,250.0,1.1,4.5,,7.3,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2019-05-25,,1.4,359.0,1.3,3.0,,7.3,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2019-12-18,,3.4,287.0,5.4,3.0,,7.2,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2020-06-23,,2.8,228.0,0.98,4.2,,7.1,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2020-07-21,,4.1,294.0,0.47,4.7,,7.6,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2020-08-19,,4.5,417.0,0.38,7.2,,7.4,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2020-09-05,,1.6,299.0,1.0,2.7,,7.2,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01655,2020-10-27,,3.2,406.0,0.73,5.0,,7.4,ANCHAR AT CENTRAL SITE,34.148469,74.788259
IND01656,2018-06-12,,3.0,402.0,2.95,3.5,,7.6,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2018-07-16,,3.9,471.0,3.37,2.4,,7.2,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2018-08-10,,6.4,418.0,2.959,3.0,,7.18,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2018-09-12,,5.8,432.0,2.48,4.0,,7.25,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2018-10-15,,5.0,425.0,1.65,4.2,,7.45,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2018-11-22,,4.8,410.0,1.49,4.8,,7.4,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2018-12-12,,3.5,372.0,1.75,3.0,,7.85,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2019-01-22,,3.2,399.0,1.5,2.7,,7.8,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2019-02-02,,6.3,370.0,0.8,2.3,,8.2,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2019-04-04,,2.8,296.0,2.9,3.0,,7.1,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2019-05-26,,3.2,320.0,2.7,0.6,,7.2,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2019-12-05,,5.7,297.0,6.1,2.3,,7.3,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2020-06-18,,2.4,185.0,1.29,4.5,,7.2,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2020-07-21,,4.7,402.0,2.32,1.8,,7.1,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2020-08-11,,4.6,520.0,3.92,1.0,,7.1,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2020-09-22,,4.5,358.0,2.67,1.8,,7.1,ANCHAR AT SANGAM,34.128455,74.780865
IND01656,2020-10-27,,4.9,428.0,5.1,0.7,,7.3,ANCHAR AT SANGAM,34.128455,74.780865
IND01657,2018-06-12,,3.5,402.0,2.35,3.6,,7.77,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2018-07-16,,3.0,436.0,2.02,2.9,,7.2,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2018-08-10,,3.8,411.0,2.964,2.5,,7.2,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2018-09-12,,6.0,480.0,2.428,3.2,,7.5,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2018-10-15,,5.8,430.0,2.21,3.0,,7.3,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2018-11-22,,5.0,401.0,2.05,3.5,,7.25,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2018-12-12,,3.0,358.0,0.985,3.5,,7.8,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2019-01-23,,4.4,367.0,1.0,2.4,,7.8,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2019-02-02,,3.9,348.0,0.6,2.1,,8.4,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2019-03-03,,3.9,430.0,0.6,1.7,,7.6,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2019-04-04,,5.2,365.0,2.1,2.5,,7.1,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2019-05-25,,2.4,309.0,1.9,3.0,,7.3,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2019-06-13,,4.3,309.0,0.5,1.9,,7.2,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2019-12-16,,5.1,303.0,5.8,2.7,,7.2,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2020-06-19,,3.4,205.0,1.67,2.6,,7.1,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2020-07-21,,5.3,373.0,2.42,1.6,,7.1,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2020-08-25,,6.4,505.0,4.2,1.2,,8.3,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01657,2020-10-12,,4.5,421.0,4.0,0.7,,7.3,ANCHAR NEAR LKIMS,34.135421,74.796885
IND01658,2018-06-12,,5.0,403.0,2.56,3.0,,7.56,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2018-07-16,,4.1,433.0,2.37,2.1,,7.25,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2018-08-10,,3.4,396.0,2.949,2.0,,7.3,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2018-09-12,,6.5,460.0,2.65,3.0,,7.28,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2018-10-15,,6.0,410.0,1.98,2.9,,7.42,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2018-11-22,,5.0,390.0,1.87,2.5,,7.3,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2018-12-12,,3.0,358.0,0.985,3.5,,7.8,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2019-01-24,,3.0,384.0,1.1,3.8,,7.7,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2019-02-02,,4.7,375.0,0.6,2.9,,8.3,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2019-03-03,,4.1,378.0,2.9,2.2,,7.6,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2019-04-04,,3.9,201.0,0.9,2.0,,7.1,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2019-05-27,,3.4,288.0,2.4,2.5,,7.1,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2019-06-27,,6.6,394.0,0.6,2.0,,7.1,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2019-12-30,,4.3,294.0,5.3,1.3,,6.8,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2020-06-15,,6.2,194.0,0.37,2.2,,7.2,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2020-07-21,,4.1,381.0,1.06,1.0,,7.1,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2020-08-24,,5.4,493.0,4.44,1.2,,7.0,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
