Station,Date,Time,BOD,EC,NH4N,O2-Dis,TOTCOLI,pH,Station Identifier,Latitude,Longitude
IND01658,2020-09-07,,5.1,321.0,1.87,1.1,,7.1,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01658,2020-10-27,,4.0,416.0,4.8,1.0,,7.1,ANCHAR AT JENAB SAHAB SOURA,34.143255,74.791976
IND01659,2019-03-03,,3.3,275.0,0.6,8.6,,7.8,WULAR AT SADERKOTE,34.381467,74.566293
IND01659,2019-04-04,,2.9,198.0,0.6,8.3,,7.5,WULAR AT SADERKOTE,34.381467,74.566293
IND01659,2019-05-25,,3.8,275.0,0.9,7.2,,7.4,WULAR AT SADERKOTE,34.381467,74.566293
IND01659,2019-06-05,,2.1,312.0,1.5,4.4,,7.1,WULAR AT SADERKOTE,34.381467,74.566293
IND01659,2019-07-21,,2.3,167.0,0.6,5.0,,7.4,WULAR AT SADERKOTE,34.381467,74.566293
IND01659,2019-12-23,,2.9,150.0,0.5,8.7,,7.2,WULAR AT SADERKOTE,34.381467,74.566293
IND01659,2020-06-14,,2.4,103.0,0.28,7.3,,7.2,WULAR AT SADERKOTE,34.381467,74.566293
IND01659,2020-07-10,,4.9,303.0,0.85,1.8,,7.0,WULAR AT SADERKOTE,34.381467,74.566293
IND01659,2020-08-19,,10.4,499.0,4.7,1.8,,7.1,WULAR AT SADERKOTE,34.381467,74.566293
IND01659,2020-09-06,,2.7,309.0,0.92,5.3,,7.2,WULAR AT SADERKOTE,34.381467,74.566293
IND01659,2020-10-27,,3.9,362.0,1.88,4.3,,7.1,WULAR AT SADERKOTE,34.381467,74.566293
IND01660,2019-06-27,,2.3,163.0,1.7,7.5,,7.1,WULAR AT ZALWAN,34.394208,74.624149
IND01660,2019-07-22,,3.0,167.0,0.5,3.8,,7.1,WULAR AT ZALWAN,34.394208,74.624149
IND01660,2020-07-22,,1.6,90.0,0.74,7.2,,7.6,WULAR AT ZALWAN,34.394208,74.624149
IND01660,2020-08-18,,5.8,241.0,3.11,2.8,,7.0,WULAR AT ZALWAN,34.394208,74.624149
IND01660,2020-10-27,,2.1,206.0,0.72,5.5,,7.2,WULAR AT ZALWAN,34.394208,74.624149
IND01660,2021-05-28,,2.0,212.0,1.4,9.0,,7.9,WULAR AT ZALWAN,34.394208,74.624149
IND01788,2020-01-08,,2.0,1351.0,1.1,5.4,800.0,7.0,RIVER TUNGABHADRA UPSTREAM OF KURNOOL TOWN BEFORE ,15.825765,78.064604
IND01788,2020-02-04,,1.9,1520.0,7.6,5.6,1200.0,7.1,RIVER TUNGABHADRA UPSTREAM OF KURNOOL TOWN BEFORE ,15.825765,78.064604
IND01788,2020-03-03,,2.5,1435.0,1.4,5.7,700.0,7.2,RIVER TUNGABHADRA UPSTREAM OF KURNOOL TOWN BEFORE ,15.825765,78.064604
IND01788,2020-04-14,,3.0,2551.0,1.1,5.1,700.0,6.6,RIVER TUNGABHADRA UPSTREAM OF KURNOOL TOWN BEFORE ,15.825765,78.064604
IND01788,2020-05-01,,3.0,2876.0,1.1,5.4,800.0,6.2,RIVER TUNGABHADRA UPSTREAM OF KURNOOL TOWN BEFORE ,15.825765,78.064604
IND01788,2020-06-04,,2.7,2948.0,1.0,5.5,900.0,6.7,RIVER TUNGABHADRA UPSTREAM OF KURNOOL TOWN BEFORE ,15.825765,78.064604
IND01788,2020-07-24,,1.0,1966.0,0.6,5.2,800.0,7.0,RIVER TUNGABHADRA UPSTREAM OF KURNOOL TOWN BEFORE ,15.825765,78.064604
IND01788,2020-08-23,,2.2,1326.0,0.5,5.1,400.0,6.8,RIVER TUNGABHADRA UPSTREAM OF KURNOOL TOWN BEFORE ,15.825765,78.064604
IND01788,2020-09-02,,1.7,629.0,3.6,6.4,500.0,7.6,RIVER TUNGABHADRA UPSTREAM OF KURNOOL TOWN BEFORE ,15.825765,78.064604
IND01788,2020-10-19,,2.3,996.0,4.2,6.2,600.0,7.5,RIVER TUNGABHADRA UPSTREAM OF KURNOOL TOWN BEFORE ,15.825765,78.064604
IND01788,2020-11-04,,1.5,709.0,4.2,6.0,540.0,7.8,RIVER TUNGABHADRA UPSTREAM OF KURNOOL TOWN BEFORE ,15.825765,78.064604
IND01788,2020-12-08,,2.5,1028.0,3.1,5.7,540.0,8.0,RIVER TUNGABHADRA UPSTREAM OF KURNOOL TOWN BEFORE ,15.825765,78.064604
IND01890,2020-01-25,,1.1,269.0,0.01,7.6,47.0,7.8,DEJLA DEWDA KHARGON,21.593227,75.62365
IND01890,2020-02-08,,1.0,275.0,0.01,7.5,47.0,8.0,DEJLA DEWDA KHARGON,21.593227,75.62365
IND01890,2020-04-26,,0.8,261.0,0.01,7.6,43.0,8.4,DEJLA DEWDA KHARGON,21.593227,75.62365
IND01890,2020-05-30,,0.6,255.0,0.0,7.5,40.0,8.5,DEJLA DEWDA KHARGON,21.593227,75.62365
IND01890,2020-06-23,,0.6,282.0,0.0,7.6,39.0,8.3,DEJLA DEWDA KHARGON,21.593227,75.62365
IND01890,2020-07-29,,0.8,249.0,0.01,7.1,39.0,7.8,DEJLA DEWDA KHARGON,21.593227,75.62365
IND01890,2020-08-10,,1.1,50403.0,0.01,7.1,43.0,7.8,DEJLA DEWDA KHARGON,21.593227,75.62365
IND01890,2020-09-07,,0.8,436.0,0.02,7.3,43.0,7.8,DEJLA DEWDA KHARGON,21.593227,75.62365
IND01890,2020-10-21,,1.2,556.0,0.02,6.3,63.0,8.1,DEJLA DEWDA KHARGON,21.593227,75.62365
IND01890,2020-11-05,,1.1,549.0,0.01,7.4,46.0,8.2,DEJLA DEWDA KHARGON,21.593227,75.62365
IND01890,2020-12-30,,1.0,402.0,0.01,1.0,41.0,7.9,DEJLA DEWDA KHARGON,21.593227,75.62365
IND01895,2020-01-09,,1.0,114.0,0.13,5.8,110.0,6.7,RUDRASAGAR NORTH LAKE TRIPURA,23.499224,91.316898
IND01895,2020-02-14,,0.9,109.0,0.12,6.0,94.0,6.9,RUDRASAGAR NORTH LAKE TRIPURA,23.499224,91.316898
IND01895,2020-03-19,,0.6,118.0,0.11,5.8,70.0,6.8,RUDRASAGAR NORTH LAKE TRIPURA,23.499224,91.316898
IND01895,2020-04-12,,0.5,129.0,0.1,5.9,58.0,6.9,RUDRASAGAR NORTH LAKE TRIPURA,23.499224,91.316898
IND01895,2020-05-13,,1.2,146.0,0.18,6.2,70.0,7.1,RUDRASAGAR NORTH LAKE TRIPURA,23.499224,91.316898
IND01895,2020-06-17,,1.8,164.0,0.23,6.8,130.0,7.2,RUDRASAGAR NORTH LAKE TRIPURA,23.499224,91.316898
IND01895,2020-07-17,,2.0,173.0,0.44,6.6,170.0,7.11,RUDRASAGAR NORTH LAKE TRIPURA,23.499224,91.316898
IND01895,2020-08-17,,2.3,181.0,,6.3,210.0,6.98,RUDRASAGAR NORTH LAKE TRIPURA,23.499224,91.316898
IND01895,2021-01-21,,1.8,152.0,,6.9,170.0,7.22,RUDRASAGAR NORTH LAKE TRIPURA,23.499224,91.316898
IND01895,2021-02-19,,1.5,148.0,,6.5,150.0,7.18,RUDRASAGAR NORTH LAKE TRIPURA,23.499224,91.316898
IND01895,2021-03-17,,1.6,169.0,,6.2,170.0,7.07,RUDRASAGAR NORTH LAKE TRIPURA,23.499224,91.316898
IND01896,2020-01-09,,0.8,127.0,0.1,5.3,150.0,6.9,RUDRASAGAR EAST LAKE TRIPURA,23.499167,91.321111
IND01896,2020-02-14,,0.6,121.0,0.09,5.5,110.0,6.9,RUDRASAGAR EAST LAKE TRIPURA,23.499167,91.321111
IND01896,2020-03-19,,0.5,135.0,0.11,5.3,110.0,6.8,RUDRASAGAR EAST LAKE TRIPURA,23.499167,91.321111
IND01896,2020-04-12,,0.4,143.0,0.1,5.8,84.0,6.9,RUDRASAGAR EAST LAKE TRIPURA,23.499167,91.321111
IND01896,2020-05-13,,0.9,155.0,0.15,6.0,94.0,7.2,RUDRASAGAR EAST LAKE TRIPURA,23.499167,91.321111
IND01896,2020-06-17,,,162.0,0.23,6.4,110.0,7.5,RUDRASAGAR EAST LAKE TRIPURA,23.499167,91.321111
IND01896,2020-07-17,,1.5,178.0,0.49,6.3,110.0,7.29,RUDRASAGAR EAST LAKE TRIPURA,23.499167,91.321111
IND01896,2020-08-17,,1.8,184.0,,6.1,140.0,7.05,RUDRASAGAR EAST LAKE TRIPURA,23.499167,91.321111
IND01896,2021-01-21,,1.1,161.0,,6.3,110.0,7.37,RUDRASAGAR EAST LAKE TRIPURA,23.499167,91.321111
IND01896,2021-03-17,,1.2,169.0,,6.0,110.0,7.12,RUDRASAGAR EAST LAKE TRIPURA,23.499167,91.321111
IND01897,2020-01-09,,0.5,121.0,0.11,5.6,120.0,6.7,RUDRASAGAR WEST LAKE TRIPURA,23.49179,91.321099
IND01897,2020-02-14,,0.4,117.0,0.1,5.8,110.0,6.8,RUDRASAGAR WEST LAKE TRIPURA,23.49179,91.321099
IND01897,2020-03-19,,0.3,129.0,0.08,5.7,70.0,6.7,RUDRASAGAR WEST LAKE TRIPURA,23.49179,91.321099
IND01897,2020-04-12,,0.3,135.0,0.08,5.9,58.0,6.9,RUDRASAGAR WEST LAKE TRIPURA,23.49179,91.321099
IND01897,2020-05-13,,0.8,147.0,0.11,6.2,63.0,7.1,RUDRASAGAR WEST LAKE TRIPURA,23.49179,91.321099
IND01897,2020-06-17,,1.2,155.0,0.18,6.5,140.0,7.2,RUDRASAGAR WEST LAKE TRIPURA,23.49179,91.321099
IND01897,2020-07-17,,1.5,161.0,0.53,6.4,170.0,7.09,RUDRASAGAR WEST LAKE TRIPURA,23.49179,91.321099
IND01897,2020-08-17,,1.6,169.0,,6.2,210.0,6.85,RUDRASAGAR WEST LAKE TRIPURA,23.49179,91.321099
IND01897,2021-02-19,,1.1,129.0,,6.3,150.0,7.36,RUDRASAGAR WEST LAKE TRIPURA,23.49179,91.321099
IND01897,2021-03-17,,1.3,145.0,,6.1,170.0,7.15,RUDRASAGAR WEST LAKE TRIPURA,23.49179,91.321099
IND01914,2019-05-09,,2.0,185.0,,5.6,22.0,7.5,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2019-06-03,,2.0,216.0,,5.8,22.0,7.8,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2019-07-04,,3.0,246.0,,6.4,22.0,8.9,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2019-08-07,,3.0,260.0,,6.2,24.0,7.9,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2019-09-07,,3.0,318.0,,6.2,120.0,7.7,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2019-10-10,,2.1,216.0,,6.8,66.0,7.6,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2019-11-07,,2.0,150.0,,6.6,60.0,7.4,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2019-12-07,,3.0,171.0,,6.2,78.0,7.9,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2020-01-04,,2.2,136.0,,6.0,68.0,7.3,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2020-02-02,,2.1,116.0,,5.7,74.0,7.6,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2020-03-03,,2.3,132.0,,6.0,86.0,7.7,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2020-04-14,,2.0,146.0,1.0,6.0,94.0,7.6,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2020-05-06,,2.2,156.0,0.9,6.1,20.0,8.0,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2020-06-06,,12.0,640.0,0.9,5.8,40.0,7.8,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2020-07-06,,2.3,148.0,0.9,5.5,27.0,6.5,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2020-08-04,,2.1,126.0,0.4,6.5,170.0,7.8,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2020-09-04,,2.1,98.0,0.4,6.8,150.0,7.8,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2020-10-05,,2.1,104.0,0.4,6.8,58.0,7.62,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2020-11-03,,2.1,122.0,0.4,6.2,110.0,7.47,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2020-12-04,,2.6,124.0,0.4,6.2,23.0,7.8,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2021-01-06,,2.2,128.0,0.1,6.0,21.0,6.94,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2021-02-08,,2.1,138.0,0.1,6.2,6.0,7.64,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND01914,2021-03-09,,2.1,132.0,0.1,6.6,4.0,7.7,LAKNAVARAM CHERUVU MULUGU (V),18.213661,79.954256
IND02315,2016-08-01,,2.43,226.9,0.05,3.69,3300.0,7.8,A.B.Road X-ing,24.34583333,77.1125
IND02315,2016-10-05,,2.92,480.5,0.05,4.89,7000.0,8.1,A.B.Road X-ing,24.34583333,77.1125
IND02315,2019-08-01,,2.44,138.9,0.07,,130000.0,7.96,A.B.Road X-ing,24.34583333,77.1125
IND02315,2019-10-03,,2.27,321.0,0.07,,170000.0,7.99,A.B.Road X-ing,24.34583333,77.1125
IND02315,2021-08-02,,5.18,914.0,0.09,7.16,340000.0,7.69,A.B.Road X-ing,24.34583333,77.1125
IND02315,2021-08-11,,1.08,1222.0,0.06,7.32,330000.0,7.77,A.B.Road X-ing,24.34583333,77.1125
IND02315,2021-08-23,,12.38,1066.0,0.06,6.28,270000.0,8.1,A.B.Road X-ing,24.34583333,77.1125
