Station,Date,Time,Alk-Tot,COL-True,EC,TEMP,TURB,pH,Station Identifier,Latitude,Longitude
URY00076,2017-04-06,,54.0,116.0,169.0,21.8,20.8,7.64,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-07,,55.0,107.0,176.0,20.9,20.4,7.67,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-10,,54.0,112.0,167.0,22.0,24.9,7.61,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-11,,56.0,122.0,167.0,20.4,48.5,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-12,,55.0,168.0,168.0,19.8,26.4,7.74,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-13,,55.0,118.0,170.0,20.9,24.3,7.68,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-14,,54.0,115.0,169.0,20.7,23.7,7.64,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-17,,55.0,119.0,167.0,20.3,24.6,7.67,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-18,,55.0,118.0,170.0,20.3,23.9,7.69,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-19,,55.0,115.0,169.0,20.1,23.9,7.67,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-20,,56.0,109.0,167.0,20.5,25.0,7.71,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-21,,54.0,103.0,170.0,20.4,25.6,7.68,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-24,,55.0,108.0,173.0,19.6,23.1,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-25,,55.0,116.0,169.0,21.8,24.1,7.72,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-26,,57.0,156.0,167.0,18.0,52.2,7.68,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-27,,58.0,107.0,170.0,17.7,42.9,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2017-04-28,,55.0,118.0,168.0,20.1,30.9,7.77,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-02,,55.0,117.0,167.0,18.0,24.3,7.74,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-03,,56.0,118.0,169.0,19.0,23.8,7.73,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-04,,55.0,117.0,173.0,19.38,25.7,7.75,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-05,,55.0,88.0,170.0,19.1,23.6,7.67,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-08,,55.0,109.0,171.0,20.0,24.45,7.67,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-09,,56.0,115.0,169.0,19.06,22.19,7.69,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-10,,55.0,113.0,169.0,18.5,21.8,7.72,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-11,,55.0,110.0,191.0,17.3,21.8,7.65,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-12,,55.0,86.0,157.0,17.7,22.2,7.69,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-15,,55.0,117.0,174.0,18.1,23.6,7.75,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-16,,55.0,111.0,170.0,18.0,23.4,7.64,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-17,,55.0,124.0,170.0,17.3,23.0,7.75,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-18,,56.0,84.0,169.0,17.3,22.6,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-19,,54.0,90.0,172.0,17.6,21.0,7.68,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-22,,55.0,107.0,120.0,16.9,21.7,7.74,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-23,,54.0,118.0,170.0,16.9,21.9,7.77,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-24,,56.0,118.0,170.0,17.3,21.5,7.72,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-25,,55.0,101.0,172.0,17.8,22.8,7.73,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-26,,54.0,103.0,170.0,17.5,22.0,7.79,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-29,,55.0,102.0,173.0,16.8,19.2,7.72,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-30,,56.0,103.0,174.0,16.2,18.5,7.74,Toma de agua,-34.829733,-55.042069
URY00076,2017-05-31,,56.0,105.0,170.0,15.6,18.4,7.79,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-01,,56.0,100.0,173.0,16.0,19.1,7.74,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-02,,55.0,101.0,173.0,15.9,18.6,7.78,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-05,,55.0,101.0,172.0,14.9,19.7,7.76,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-06,,55.0,105.0,171.0,14.6,19.9,7.78,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-07,,56.0,125.0,172.0,14.1,19.9,7.74,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-08,,56.0,,170.0,14.2,20.6,7.79,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-09,,56.0,74.0,170.0,14.2,20.0,7.71,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-12,,56.0,102.0,174.0,14.1,18.3,7.87,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-13,,57.0,102.0,175.0,14.0,18.8,7.81,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-14,,57.0,114.0,175.0,12.4,17.4,7.74,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-15,,56.0,,173.0,13.6,17.9,7.81,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-16,,56.0,109.0,174.0,16.3,18.3,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-19,,55.0,119.0,172.0,12.2,25.8,7.72,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-20,,56.0,,172.0,13.0,19.9,7.91,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-21,,56.0,118.0,174.0,12.4,19.7,7.89,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-22,,57.0,117.0,174.0,14.0,19.79,7.89,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-23,,57.0,108.0,174.0,15.0,19.4,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-26,,57.0,103.0,173.0,17.1,18.3,7.82,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-27,,56.0,109.0,174.0,16.9,18.4,7.83,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-28,,56.0,112.0,174.0,16.2,19.5,7.82,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-29,,54.0,106.0,176.0,15.4,18.5,7.83,Toma de agua,-34.829733,-55.042069
URY00076,2017-06-30,,56.0,96.0,173.0,14.9,18.8,7.82,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-03,,55.0,109.0,176.0,13.9,18.1,7.84,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-04,,55.0,117.0,174.0,13.9,18.9,7.94,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-05,,55.0,111.0,174.0,14.9,19.5,7.94,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-06,,56.0,108.0,174.0,14.6,18.9,7.94,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-07,,56.0,102.0,173.0,14.5,19.1,7.89,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-10,,55.0,113.0,175.0,14.5,19.2,7.78,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-11,,56.0,121.0,171.0,14.6,19.38,7.71,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-12,,56.0,118.0,172.0,14.3,19.7,7.68,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-13,,56.0,113.0,170.0,16.2,20.4,7.67,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-14,,55.0,111.0,169.0,16.1,18.8,7.66,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-17,,54.0,122.0,171.0,13.3,23.7,7.73,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-19,,55.0,130.0,161.0,12.9,20.7,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-20,,54.0,142.0,162.0,13.3,22.5,7.77,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-21,,53.0,118.0,159.0,13.2,22.3,7.78,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-24,,50.0,134.0,157.0,13.6,20.9,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-25,,52.0,146.0,157.0,13.5,20.9,7.84,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-26,,51.0,112.0,157.0,14.1,20.8,7.77,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-27,,51.0,123.0,158.0,15.3,19.0,7.82,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-28,,49.0,134.0,157.0,16.1,19.1,7.84,Toma de agua,-34.829733,-55.042069
URY00076,2017-07-31,,51.0,123.0,157.0,14.6,18.9,7.69,Toma de agua,-34.829733,-55.042069
URY00076,2017-08-01,,53.0,125.0,,14.6,18.4,7.62,Toma de agua,-34.829733,-55.042069
URY00076,2017-08-02,,54.0,120.0,,14.9,17.9,7.74,Toma de agua,-34.829733,-55.042069
URY00076,2017-08-10,,51.0,130.0,,15.6,16.2,7.77,Toma de agua,-34.829733,-55.042069
URY00076,2017-08-14,,53.0,117.0,,15.3,19.8,7.63,Toma de agua,-34.829733,-55.042069
URY00076,2017-08-17,,52.0,110.0,,15.7,18.3,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2017-08-18,,53.0,110.0,,16.4,16.2,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2017-08-21,,53.0,105.0,,14.8,16.1,7.73,Toma de agua,-34.829733,-55.042069
URY00076,2017-08-23,,53.0,103.0,,14.9,16.7,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2017-08-29,,51.0,123.0,,18.5,24.3,7.28,Toma de agua,-34.829733,-55.042069
URY00076,2017-08-31,,46.0,141.0,,15.6,25.8,7.58,Toma de agua,-34.829733,-55.042069
URY00076,2017-09-05,,44.0,138.0,,16.2,24.7,7.41,Toma de agua,-34.829733,-55.042069
URY00076,2017-09-07,,46.0,132.0,,17.4,19.5,7.37,Toma de agua,-34.829733,-55.042069
URY00076,2017-09-12,,45.0,150.0,,17.3,31.7,7.35,Toma de agua,-34.829733,-55.042069
URY00076,2017-09-14,,45.0,148.0,,17.6,22.6,7.29,Toma de agua,-34.829733,-55.042069
URY00076,2017-09-19,,39.0,148.0,,17.7,20.4,7.25,Toma de agua,-34.829733,-55.042069
URY00076,2017-09-21,,43.0,145.0,,19.1,22.1,7.23,Toma de agua,-34.829733,-55.042069
URY00076,2017-09-26,,39.0,145.0,,19.0,20.7,7.16,Toma de agua,-34.829733,-55.042069
URY00076,2017-09-28,,40.0,155.0,,18.5,22.0,7.22,Toma de agua,-34.829733,-55.042069
URY00076,2017-10-02,,43.0,176.0,,18.5,29.4,7.38,Toma de agua,-34.829733,-55.042069
URY00076,2017-10-03,,40.0,165.0,,17.8,30.6,7.47,Toma de agua,-34.829733,-55.042069
URY00076,2017-10-05,,40.0,177.0,,19.0,30.2,7.54,Toma de agua,-34.829733,-55.042069
URY00076,2017-10-10,,42.0,153.0,,19.3,25.8,7.29,Toma de agua,-34.829733,-55.042069
URY00076,2017-10-12,,41.0,157.0,,18.9,24.1,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2017-10-17,,43.0,149.0,,18.7,23.0,7.61,Toma de agua,-34.829733,-55.042069
URY00076,2017-10-19,,41.0,172.0,,20.7,23.9,7.42,Toma de agua,-34.829733,-55.042069
URY00076,2017-10-24,,45.0,149.0,,19.2,22.1,7.54,Toma de agua,-34.829733,-55.042069
URY00076,2017-10-26,,41.0,159.0,,20.4,25.08,7.55,Toma de agua,-34.829733,-55.042069
URY00076,2017-10-31,,41.0,147.0,,18.9,24.4,7.43,Toma de agua,-34.829733,-55.042069
URY00076,2017-11-03,,44.0,120.0,,19.6,26.1,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2017-11-06,,45.0,145.0,,23.4,21.9,7.39,Toma de agua,-34.829733,-55.042069
URY00076,2017-11-07,,44.0,141.0,,21.6,21.9,7.27,Toma de agua,-34.829733,-55.042069
URY00076,2017-11-09,,45.0,173.0,,22.1,22.0,7.28,Toma de agua,-34.829733,-55.042069
URY00076,2017-11-14,,46.0,130.0,,22.5,21.0,7.37,Toma de agua,-34.829733,-55.042069
URY00076,2017-11-16,,48.0,152.0,,23.1,23.4,7.36,Toma de agua,-34.829733,-55.042069
URY00076,2017-11-20,,48.0,188.0,,19.6,25.0,7.46,Toma de agua,-34.829733,-55.042069
URY00076,2017-11-24,,48.0,159.0,,22.1,28.9,7.18,Toma de agua,-34.829733,-55.042069
URY00076,2017-11-27,,49.0,135.0,,21.8,24.1,7.28,Toma de agua,-34.829733,-55.042069
URY00076,2017-11-29,,49.0,134.0,,21.4,23.3,7.0,Toma de agua,-34.829733,-55.042069
URY00076,2017-12-04,,53.0,130.0,,23.0,21.6,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2017-12-05,,52.0,133.0,,23.2,22.9,7.84,Toma de agua,-34.829733,-55.042069
URY00076,2017-12-07,,51.0,134.0,,25.5,23.8,7.83,Toma de agua,-34.829733,-55.042069
URY00076,2017-12-11,,52.0,145.0,,25.0,24.4,7.71,Toma de agua,-34.829733,-55.042069
URY00076,2017-12-13,,52.0,118.0,,26.0,19.4,7.58,Toma de agua,-34.829733,-55.042069
URY00076,2017-12-15,,52.0,136.0,,27.4,19.7,7.62,Toma de agua,-34.829733,-55.042069
URY00076,2017-12-18,,53.0,140.0,,22.6,24.6,7.66,Toma de agua,-34.829733,-55.042069
URY00076,2017-12-21,,53.0,132.0,,23.3,19.0,7.72,Toma de agua,-34.829733,-55.042069
URY00076,2017-12-22,,54.0,5.0,,24.1,17.9,7.79,Toma de agua,-34.829733,-55.042069
URY00076,2017-12-26,,53.0,138.0,,24.1,17.7,7.94,Toma de agua,-34.829733,-55.042069
URY00076,2017-12-28,,53.0,133.0,,24.7,16.9,7.99,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-02,,52.0,126.0,139.0,23.0,15.5,7.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-03,,52.0,113.0,140.0,23.0,16.5,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-04,,55.0,123.0,141.0,23.5,15.5,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-05,,59.0,115.0,143.0,25.0,15.1,7.85,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-08,,58.0,116.0,142.0,23.0,14.5,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-09,,53.0,109.0,142.0,24.0,14.3,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-10,,57.0,118.0,143.0,23.5,15.5,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-11,,56.0,114.0,143.0,24.0,16.0,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-12,,66.0,116.0,142.0,24.0,15.5,8.09,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-15,,62.0,102.0,140.0,24.0,14.1,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-16,,58.0,102.0,142.0,24.0,12.6,8.1,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-17,,56.0,103.0,140.0,24.0,13.6,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-18,,59.0,95.0,139.0,23.0,,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-19,,54.0,84.0,140.0,24.0,,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-22,,52.0,76.0,139.0,25.0,11.0,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-23,,57.0,76.0,140.0,25.0,9.7,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-24,,57.0,74.0,140.0,25.0,8.3,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-25,,52.0,75.0,139.0,23.5,10.7,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-26,,58.0,71.0,146.0,23.5,9.7,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-29,,63.0,71.0,149.0,22.5,8.6,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-30,,54.0,69.0,140.0,22.0,10.3,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-01-31,,54.0,73.0,140.0,24.0,10.0,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-01,,56.0,84.0,141.0,23.0,10.8,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-02,,54.0,83.0,145.0,24.5,10.1,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-05,,58.0,72.0,159.0,23.0,9.8,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-06,,55.0,77.0,153.0,23.5,10.6,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-07,,51.0,76.0,142.0,24.0,10.2,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-08,,57.0,83.0,163.0,24.0,10.3,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-09,,58.0,68.0,144.0,25.0,9.9,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-12,,60.0,78.0,157.0,21.5,13.3,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-13,,54.0,69.0,143.0,21.0,,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-14,,57.0,78.0,143.0,21.0,11.4,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-15,,55.0,87.0,142.0,21.0,11.6,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-16,,56.0,78.0,146.0,22.0,11.0,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-19,,60.0,76.0,148.0,23.5,11.3,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-20,,52.0,82.0,164.0,24.0,11.1,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-21,,54.0,74.0,145.0,24.0,10.5,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-22,,60.0,88.0,142.0,22.0,11.6,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-23,,58.0,68.0,148.0,22.0,,7.3,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-26,,58.0,,144.0,22.0,12.3,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-27,,50.0,,146.0,22.0,12.5,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-02-28,,53.0,82.0,152.0,21.0,13.2,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-01,,52.0,82.0,153.0,22.0,13.4,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-02,,59.0,85.0,150.0,24.9,12.9,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-05,,63.0,86.0,149.0,23.0,12.4,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-06,,54.0,74.0,147.0,23.0,12.3,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-07,,54.0,88.0,149.0,24.0,14.0,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-08,,57.0,91.0,147.0,22.0,12.6,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-09,,56.0,93.0,149.0,21.5,14.0,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-12,,58.0,85.0,148.0,21.0,14.3,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-13,,56.0,91.0,152.0,20.5,13.9,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-14,,56.0,97.0,148.0,20.0,14.8,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-15,,56.0,76.0,147.0,21.0,15.6,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-16,,57.0,103.0,148.0,19.5,16.3,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-19,,56.0,107.0,171.0,19.0,18.2,8.1,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-20,,53.0,94.0,143.0,19.0,15.8,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-21,,54.0,85.0,144.0,19.0,16.5,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-22,,52.0,95.0,146.0,18.5,16.1,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-23,,56.0,106.0,162.0,18.0,,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-26,,50.0,105.0,145.0,18.0,,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-27,,52.0,104.0,147.0,18.0,,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-03-28,,52.0,105.0,150.0,18.0,,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-02,,65.0,105.0,149.0,20.0,18.0,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-03,,56.0,101.0,149.0,20.0,,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-04,,56.0,104.0,149.0,20.0,,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-05,,57.0,111.0,154.0,20.0,,8.1,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-06,,54.0,114.0,198.0,19.6,,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-09,,55.0,108.0,148.0,20.0,17.4,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-10,,58.0,101.0,174.0,21.0,17.7,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-11,,56.0,99.0,156.0,22.0,17.5,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-12,,54.0,113.0,150.0,22.0,23.2,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-13,,54.0,120.0,148.0,20.0,,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-16,,59.0,101.0,152.0,19.0,18.5,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-17,,54.0,94.0,148.0,19.0,18.9,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-18,,55.0,104.0,151.0,20.0,,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-19,,55.0,98.0,148.0,20.0,18.4,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-20,,49.0,103.0,152.0,20.0,18.4,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-23,,61.0,96.0,148.0,21.0,18.2,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-24,,54.0,99.0,152.0,21.0,20.2,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-25,,56.0,97.0,151.0,20.0,13.2,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-26,,58.0,96.0,150.0,21.0,13.6,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-27,,57.0,83.0,149.0,21.0,14.4,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-04-30,,56.0,94.0,148.0,20.0,12.9,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-02,,54.0,97.0,149.0,19.0,14.9,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-03,,58.0,103.0,152.0,18.0,,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-04,,55.0,115.0,195.0,19.0,,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-07,,55.0,112.0,164.0,18.0,20.4,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-08,,54.0,98.0,151.0,18.0,20.5,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-09,,55.0,104.0,151.0,19.0,20.2,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-10,,56.0,103.0,150.0,19.0,19.4,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-11,,58.0,118.0,151.0,18.5,,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-14,,55.0,98.0,150.0,16.5,21.8,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-15,,55.0,107.0,151.0,17.0,19.1,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-16,,54.0,103.0,153.0,16.0,19.3,8.1,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-17,,52.0,103.0,153.0,15.0,18.0,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-18,,50.0,97.0,158.0,15.0,19.5,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-21,,53.0,102.0,154.0,15.0,,8.1,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-22,,51.0,98.0,156.0,14.0,18.6,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-23,,52.0,104.0,156.0,14.0,19.6,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-24,,56.0,102.0,157.0,13.0,18.1,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-25,,55.0,94.0,155.0,13.0,,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-28,,54.0,102.0,156.0,14.0,19.2,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-29,,53.0,103.0,153.0,16.0,19.3,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-30,,53.0,99.0,153.0,16.0,19.1,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-05-31,,52.0,94.0,154.0,15.0,18.8,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-01,,54.0,104.0,154.0,14.0,19.7,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-04,,53.0,107.0,166.0,13.0,20.8,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-05,,49.0,113.0,159.0,12.0,21.8,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-06,,54.0,102.0,154.0,12.0,20.2,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-07,,50.0,105.0,158.0,12.0,20.7,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-08,,53.0,97.0,162.0,11.0,21.2,8.1,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-11,,52.0,85.0,175.0,12.0,18.9,8.2,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-12,,55.0,101.0,159.0,12.0,18.5,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-13,,52.0,108.0,159.0,12.0,22.0,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-14,,53.0,124.0,158.0,11.0,20.8,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-15,,52.0,123.0,156.0,10.0,18.5,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-18,,52.0,119.0,158.0,10.0,19.6,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-19,,52.0,102.0,157.0,10.0,,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-20,,53.0,103.0,158.0,10.0,18.9,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-21,,53.0,108.0,158.0,12.0,23.4,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-22,,50.0,107.0,157.0,11.0,19.5,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-25,,52.0,96.0,177.0,9.0,19.3,8.2,Toma de agua,-34.829733,-55.042069
URY00076,2018-06-26,,53.0,114.0,158.0,9.0,,8.0,Toma de agua,-34.829733,-55.042069
