Station,Date,Time,Alk-Tot,COL-True,EC,TEMP,TURB,pH,Station Identifier,Latitude,Longitude
URY00076,2020-11-02,,46.0,30.0,150.0,19.9,4.1,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-03,,45.0,30.0,149.0,18.9,6.7,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-04,,46.0,46.0,146.0,19.2,4.3,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-05,,44.0,32.0,149.0,19.8,4.5,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-06,,46.0,21.0,147.0,19.4,4.2,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-07,,47.0,26.0,145.0,20.5,3.5,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-09,,47.0,18.0,146.0,21.6,3.3,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-10,,44.0,49.0,145.0,20.4,3.1,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-11,,46.0,61.0,144.0,20.4,3.9,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-12,,48.0,12.0,149.0,20.2,4.4,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-13,,45.0,32.0,143.0,20.8,3.8,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-14,,41.0,34.0,143.0,21.7,3.9,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-16,,44.0,32.0,147.0,21.9,4.2,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-17,,43.0,32.0,147.0,20.1,3.8,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-18,,45.0,23.0,147.0,21.4,4.5,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-19,,48.0,54.0,165.0,21.2,5.9,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-20,,45.0,52.0,138.0,22.1,6.4,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-21,,44.0,30.0,150.0,21.8,6.4,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-23,,45.0,30.0,143.0,22.0,6.6,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-24,,43.0,32.0,143.0,23.0,7.5,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-25,,44.0,38.0,143.0,22.7,6.6,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-26,,40.0,61.0,141.0,22.6,5.2,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-27,,46.0,49.0,144.0,21.1,5.0,7.55,Toma de agua,-34.829733,-55.042069
URY00076,2020-11-30,,41.0,,139.0,22.0,7.1,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-01,,43.0,,144.0,20.0,6.0,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-02,,43.0,,144.0,22.0,5.9,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-03,,42.0,,125.0,22.0,5.4,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-04,,42.0,,118.0,22.0,4.9,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-05,,40.0,,140.0,19.6,6.3,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-07,,35.0,,138.0,20.0,5.3,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-08,,39.0,,140.0,20.0,5.5,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-09,,40.0,,140.0,20.9,5.0,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-10,,38.0,,134.0,20.9,4.8,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-11,,38.0,,139.0,22.0,5.2,7.2,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-14,,33.0,,133.0,21.0,5.6,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-15,,35.0,,135.0,22.3,5.0,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-16,,32.0,,157.0,19.8,4.7,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-17,,35.0,,135.0,21.3,4.7,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-18,,40.0,,132.0,21.5,6.3,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-19,,38.0,,133.0,23.3,4.8,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-21,,36.0,,135.0,19.0,6.5,7.3,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-22,,35.0,,139.0,20.0,6.11,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-23,,41.0,,130.0,19.0,6.0,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-24,,34.0,,129.0,21.0,6.1,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-27,,30.0,,124.0,23.0,6.8,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-28,,33.0,,128.0,23.6,7.0,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-29,,31.0,,125.0,23.0,6.9,7.3,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-30,,31.0,,152.0,21.3,8.2,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2020-12-31,,30.0,,126.0,23.0,7.0,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-02,,31.0,,124.0,22.6,8.3,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-04,,30.0,,125.0,24.8,8.7,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-05,,28.0,,128.0,23.0,10.5,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-07,,26.0,,126.0,24.4,9.0,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-08,,27.0,,124.0,23.0,11.7,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-11,,32.0,,140.0,21.8,11.8,7.3,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-12,,34.0,,127.0,21.0,11.9,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-13,,31.0,,127.0,21.6,14.8,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-14,,30.0,,130.0,22.0,15.5,7.3,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-15,,29.0,,125.0,23.8,18.1,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-16,,26.0,,125.0,22.0,17.8,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-18,,30.0,,123.0,21.3,18.8,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-19,,26.0,,124.0,23.0,19.9,7.2,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-20,,25.0,,126.0,23.6,23.4,7.3,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-21,,25.0,,128.0,23.0,22.8,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-22,,26.0,,126.0,25.0,26.1,7.3,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-25,,30.0,,125.0,25.7,26.7,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-26,,30.0,,129.0,26.0,26.8,7.3,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-27,,30.0,,126.0,24.7,23.9,7.3,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-28,,27.0,,128.0,24.5,24.9,7.3,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-29,,28.0,,128.0,24.0,25.9,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-01-30,,26.0,,130.0,23.0,27.6,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-01,,32.0,,129.0,23.0,27.2,7.3,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-02,,32.0,,130.0,23.5,28.5,7.3,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-03,,27.0,,127.0,22.8,39.6,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-04,,26.0,,139.0,21.0,36.8,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-05,,27.0,,125.0,22.0,31.4,7.3,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-08,,32.0,,137.0,22.1,30.7,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-09,,29.0,,126.0,22.0,29.7,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-10,,29.0,,126.0,22.3,32.6,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-11,,26.0,,128.0,21.0,30.2,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-12,,29.0,,124.0,22.1,30.3,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-13,,25.0,,130.0,22.0,33.0,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-15,,29.0,,125.0,23.0,30.5,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-16,,28.0,,123.0,22.0,29.9,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-17,,29.0,,125.0,23.3,28.1,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-18,,26.0,,130.0,25.2,29.8,7.3,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-19,,27.0,,126.0,22.0,29.0,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-22,,28.0,,126.0,23.8,28.4,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-23,,29.0,,129.0,22.0,28.7,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-24,,29.0,,128.0,23.0,28.9,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-25,,28.0,,131.0,22.0,27.2,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-26,,28.0,,138.0,23.6,27.2,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-02-27,,30.0,,130.0,23.0,28.0,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-01,,30.0,,131.0,24.0,26.7,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-02,,32.0,,130.0,24.0,26.9,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-03,,34.0,,132.0,24.5,27.0,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-04,,31.0,,136.0,24.0,26.8,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-05,,29.0,,132.0,22.0,27.7,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-08,,32.0,,132.0,23.5,27.2,7.51,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-09,,32.0,,135.0,22.0,27.4,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-10,,30.0,,134.0,23.3,27.6,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-11,,30.0,,141.0,22.0,27.4,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-12,,33.0,,134.0,23.2,26.7,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-13,,30.0,,133.0,21.0,27.0,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-15,,32.0,,138.0,22.9,27.8,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-16,,31.0,,131.0,22.5,26.9,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-17,,29.0,,133.0,20.9,29.1,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-18,,29.0,,133.0,20.0,29.2,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-19,,30.0,,135.0,20.0,31.8,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-22,,33.0,,135.0,21.1,31.2,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-23,,31.0,,138.0,20.0,29.7,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-24,,34.0,,132.0,22.8,42.4,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-25,,32.0,,134.0,22.1,29.1,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-27,,29.0,,133.0,21.5,28.36,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-29,,32.0,,132.0,22.2,27.2,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-03-31,,31.0,,133.0,22.3,28.3,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-05,,34.0,,133.0,22.8,26.7,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-06,,33.0,,160.0,21.6,24.7,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-07,,31.0,,134.0,22.1,26.2,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-08,,33.0,,138.0,22.2,23.5,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-09,,32.0,,138.0,22.0,23.9,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-10,,33.0,,132.0,19.0,26.0,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-12,,35.0,,138.0,20.0,26.7,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-13,,34.0,,142.0,19.0,26.2,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-14,,32.0,,157.0,20.2,32.1,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-15,,27.0,,138.0,20.0,26.6,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-16,,34.0,,134.0,19.0,27.1,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-19,,32.0,,134.0,20.1,26.4,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-20,,31.0,,140.0,19.0,26.4,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-21,,32.0,,139.0,19.0,26.9,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-22,,32.0,,134.0,20.1,28.0,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-23,,34.0,,134.0,21.0,26.2,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-24,,34.0,,147.0,18.0,27.8,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-26,,32.0,,138.0,17.0,27.4,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-27,,32.0,,138.0,17.5,27.9,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-28,,35.0,,139.0,17.4,26.4,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-29,,33.0,,137.0,17.0,26.5,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-04-30,,34.0,,139.0,19.0,25.8,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-03,,36.0,,140.0,19.2,26.5,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-04,,37.0,,138.0,17.0,27.5,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-05,,38.0,,141.0,16.1,27.4,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-06,,34.0,,142.0,16.0,27.8,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-07,,36.0,,140.0,15.7,26.0,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-08,,34.0,,139.0,18.0,27.2,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-10,,34.0,,146.0,15.0,29.0,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-11,,33.0,,147.0,18.9,26.8,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-12,,34.0,,141.0,14.3,27.8,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-13,,35.0,,152.0,16.6,27.8,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-14,,34.0,,151.0,14.3,25.8,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-17,,35.0,,168.0,14.5,25.6,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-18,,29.0,,143.0,14.1,26.0,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-19,,35.0,,146.0,14.0,33.7,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-20,,33.0,,142.0,15.7,26.0,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-21,,35.0,,143.0,15.1,26.3,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-22,,33.0,,146.0,13.1,51.4,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-24,,35.0,,144.0,13.0,50.0,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-25,,34.0,211.0,140.0,13.1,29.8,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-26,,34.0,155.0,140.0,13.1,29.8,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-27,,36.0,161.0,146.0,13.3,31.2,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-28,,35.0,152.0,150.0,14.2,29.5,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2021-05-31,,36.0,103.0,141.0,11.8,31.5,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-01,,41.0,123.0,153.0,12.7,26.2,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-02,,33.0,123.0,153.0,11.0,27.4,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-03,,40.0,136.0,161.0,11.0,27.0,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-04,,40.0,128.0,150.0,12.0,27.0,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-07,,37.0,136.0,171.0,11.0,26.2,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-08,,39.0,127.0,146.0,12.4,25.8,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-09,,40.0,127.0,144.0,12.0,26.4,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-10,,40.0,132.0,148.0,13.0,25.5,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-11,,39.0,132.0,139.0,12.7,27.1,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-14,,40.0,120.0,135.0,13.0,24.1,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-15,,34.0,136.0,135.0,12.0,24.1,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-16,,37.0,140.0,134.0,11.0,24.4,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-17,,39.0,127.0,148.0,11.5,24.8,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-18,,38.0,118.0,135.0,12.1,24.8,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-19,,38.0,140.0,139.0,11.3,24.3,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-21,,37.0,37.0,136.0,10.0,,8.0,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-22,,35.0,70.0,140.0,10.0,,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-23,,36.0,50.0,137.0,10.0,,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-24,,35.0,75.0,135.0,12.0,,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-25,,36.0,70.0,136.0,11.0,,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-28,,42.0,114.0,134.0,10.0,34.5,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-29,,40.0,152.0,129.0,10.0,47.7,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-06-30,,40.0,122.0,130.0,10.0,32.2,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-01,,40.0,145.0,138.0,10.0,30.1,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-02,,35.0,123.0,133.0,10.0,30.0,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-03,,38.0,147.0,127.0,11.0,26.0,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-05,,39.0,139.0,129.0,9.0,29.6,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-06,,38.0,140.0,124.0,10.0,27.6,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-07,,38.0,147.0,123.0,11.0,27.0,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-08,,38.0,147.0,120.0,11.0,27.0,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-09,,40.0,102.0,132.0,12.0,26.5,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-12,,39.0,129.0,129.0,10.0,26.6,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-13,,39.0,127.0,139.0,12.5,24.2,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-14,,38.0,134.0,136.0,11.0,23.7,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-15,,36.0,138.0,134.0,11.7,23.7,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-16,,35.0,147.0,133.0,11.0,23.7,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-17,,133.0,129.0,39.0,11.1,24.3,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-19,,40.0,107.0,134.0,10.0,32.1,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-20,,42.0,149.0,133.0,10.0,26.9,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-21,,40.0,132.0,132.0,9.0,34.6,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-22,,40.0,180.0,140.0,12.3,37.9,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-23,,37.0,138.0,88.0,11.0,29.7,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-26,,42.0,138.0,132.0,12.0,28.1,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-27,,38.0,143.0,136.0,11.0,48.5,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-28,,39.0,138.0,137.0,9.0,,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-29,,39.0,140.0,145.0,8.5,33.2,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-30,,41.0,118.0,145.0,9.0,26.9,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-07-31,,39.0,157.0,139.0,10.0,26.2,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-02,,42.0,103.0,139.0,10.0,26.5,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-03,,41.0,138.0,139.0,10.0,26.0,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-04,,40.0,132.0,140.0,9.0,25.4,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-05,,42.0,129.0,138.0,10.0,24.9,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-06,,40.0,143.0,139.0,12.5,25.9,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-09,,40.0,132.0,139.0,11.0,27.5,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-10,,40.0,143.0,135.0,11.0,25.1,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-11,,39.0,137.0,145.0,10.0,24.2,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-14,,42.0,133.0,140.0,10.0,24.4,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-16,,44.0,123.0,145.0,11.0,23.8,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-17,,40.0,123.0,141.0,12.0,23.1,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-18,,39.0,152.0,142.0,12.0,22.5,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-19,,42.0,125.0,140.0,12.0,22.5,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-20,,40.0,125.0,140.0,12.0,22.4,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-23,,46.0,128.0,141.0,12.0,23.7,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-24,,42.0,134.0,139.0,11.0,22.0,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-26,,40.0,125.0,160.0,11.0,22.0,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-27,,40.0,129.0,140.0,12.0,21.8,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-28,,40.0,130.0,160.0,11.7,20.7,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-08-30,,42.0,116.0,141.0,12.0,20.1,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-01,,42.0,127.0,144.0,16.0,19.7,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-02,,26.0,107.0,140.0,15.0,19.7,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-03,,39.0,114.0,143.0,14.0,19.3,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-06,,46.0,109.0,142.0,13.5,19.0,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-07,,43.0,92.0,138.0,14.0,19.1,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-08,,44.0,127.0,141.0,17.0,31.6,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-09,,46.0,105.0,142.0,14.0,33.5,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-10,,42.0,120.0,146.0,14.0,39.3,7.5,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-13,,46.0,109.0,141.0,14.5,22.3,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-14,,48.0,140.0,144.0,14.5,21.8,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-15,,48.0,105.0,145.0,13.0,20.9,7.6,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-16,,45.0,114.0,139.0,13.0,19.3,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-17,,45.0,96.0,142.0,14.0,18.9,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-20,,48.0,72.0,144.0,16.0,18.8,7.9,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-21,,46.0,116.0,146.0,14.0,19.8,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-22,,47.0,127.0,147.0,14.0,20.6,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-23,,47.0,127.0,149.0,14.0,22.2,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-24,,45.0,156.0,144.0,15.3,20.3,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-25,,43.0,128.0,151.0,14.8,20.1,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-27,,45.0,112.0,145.0,15.0,19.3,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-28,,47.0,127.0,145.0,15.0,18.9,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-09-29,,44.0,132.0,141.0,15.0,18.1,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-10-01,,47.0,140.0,145.0,15.1,22.7,7.4,Toma de agua,-34.829733,-55.042069
URY00076,2021-10-04,,49.0,138.0,146.0,15.0,22.7,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-10-05,,45.0,112.0,145.0,15.0,19.1,7.8,Toma de agua,-34.829733,-55.042069
URY00076,2021-10-06,,46.0,101.0,147.0,15.0,18.3,7.7,Toma de agua,-34.829733,-55.042069
URY00076,2021-10-07,,48.0,112.0,144.0,14.0,19.3,7.8,Toma de agua,-34.829733,-55.042069
