Station,Date,Time,A340,As-Tot,COL-True,Cd-Tot,Chl-a,Cr-Tot,DOC,EC,ENTCOCC,FECALCOLI,Hg-Tot,NH3N,NO2N,NO3N,Ni-Tot,O2-Dis,O2-Dis-Sat,Pb-Tot,TDS,TEMP,TEMP-Air,TKN,TN,TOC,TON,TP,TRANS,TRP,TSS,TURB,pH,Station Identifier,Latitude,Longitude
MEX00157,2015-02-19,,0.0706,0.00139,10.0,0.2,0.0025,0.00088,2.607,653.0,,90.0,0.09,0.3826,0.005,0.1194,0.0002,1.9,26.45,0.00154,417.92,27.3,20.3,0.769,0.8934,6.638,0.3864,0.001,0.6,0.001,11.0,6.25,7.7,AQUILES SERDAN LAGOON,18.96285,-90.71163
MEX00157,2015-09-15,,0.0634,0.00139,10.0,0.2,0.0021,0.00088,5.175,636.0,,3.0,0.09,0.196,0.005,0.004,0.0002,3.9,44.65,0.00154,407.04,31.4,28.1,0.4866,0.4956,5.842,0.2906,0.1535,1.1,0.0148,10.0,2.08,7.7,AQUILES SERDAN LAGOON,18.96285,-90.71163
MEX00157,2016-02-25,,0.0595,0.00139,20.0,0.2,0.0129,0.00088,4.65,655.0,,3.0,0.09,0.0213,0.005,0.004,0.0002,6.9,86.0,0.00154,419.2,26.5,26.9,0.1921,0.2011,5.559,0.1708,0.0162,0.8,0.001,10.0,0.47,7.7,AQUILES SERDAN LAGOON,18.96285,-90.71163
MEX00157,2016-08-18,,0.0651,0.00139,10.0,0.2,0.0055,0.00088,3.949,593.0,,90.0,0.09,0.0266,0.005,0.004,0.0002,4.65,67.2,0.00154,379.52,31.9,27.6,0.6229,0.6319,4.372,0.5963,0.0087,0.3,0.001,10.0,0.92,7.92,AQUILES SERDAN LAGOON,18.96285,-90.71163
MEX00157,2017-04-24,,0.0782,0.00139,15.0,0.2,0.0087,0.00088,7.75,673.0,,90.0,0.09,0.1119,0.005,0.041,0.0002,3.5,61.5,0.00154,430.72,31.6,32.0,0.9677,1.0137,9.196,0.8558,0.5611,0.5,0.0091,18.0,10.3,8.7,AQUILES SERDAN LAGOON,18.96285,-90.71163
MEX00157,2017-09-18,,0.0833,0.00139,15.0,0.2,0.0089,0.00088,4.188,444.3,,30.0,0.09,0.0814,0.005,0.3872,0.0002,5.4,68.9,0.00154,284.352,32.7,33.0,1.0148,1.407,5.054,0.9334,0.01,0.72,0.001,10.0,2.34,7.5,AQUILES SERDAN LAGOON,18.96285,-90.71163
MEX00157,2018-01-19,,0.0861,0.00139,30.0,0.2,0.0073,0.00088,3.974,655.7,,70.0,0.09,0.1093,0.005,0.2547,0.0002,5.6,66.4,0.00154,419.648,24.2,23.0,1.5619,1.8216,4.843,1.4526,0.0211,0.55,0.001,10.0,12.0,8.0,AQUILES SERDAN LAGOON,18.96285,-90.71163
MEX00157,2018-07-23,,0.0762,0.00139,10.0,0.2,0.002,0.00088,4.971,643.7,,30.0,0.09,0.1508,0.021,0.3425,0.0002,5.5,68.5,0.00154,411.968,29.5,36.0,3.5687,3.9322,7.112,3.4179,0.0223,1.7,0.0088,32.0,2.5,9.0,AQUILES SERDAN LAGOON,18.96285,-90.71163
MEX00157,2018-10-23,,0.0729,0.00139,30.0,0.2,0.0055,0.00088,3.249,671.0,,30.0,0.09,0.0292,0.005,,0.0002,3.4,45.2,0.00154,429.44,32.2,30.0,1.3007,,4.566,1.2715,0.0078,1.3,0.001,36.0,2.8,7.3,AQUILES SERDAN LAGOON,18.96285,-90.71163
MEX00157,2019-02-05,,0.0864,0.00139,20.0,0.23,0.0076,0.00088,6.11,839.0,,70.0,0.09,0.0214,0.005,1.78,0.0002,4.3,56.2,0.00154,536.96,29.4,30.0,2.1532,3.9382,10.991,2.1318,0.0526,1.4,0.0178,10.0,12.0,7.7,AQUILES SERDAN LAGOON,18.96285,-90.71163
MEX00157,2020-07-27,,,0.01,40.0,3.0,,0.005,5.345,538.0,,90.0,0.5,0.0907,0.021,0.0481,0.001,4.3,56.3,0.005,344.32,30.3,31.0,1.2154,1.2845,5.502,1.1247,0.0124,0.8,0.007,10.0,2.5,7.7,AQUILES SERDAN LAGOON,18.96285,-90.71163
MEX00158,2015-04-20,,0.1486,0.00139,40.0,0.2,0.0275,0.00088,16.196,241.0,,90.0,0.09,1.4422,0.0303,0.9732,0.0002,3.3,40.79,0.00154,154.24,31.7,32.4,2.509,3.5125,24.221,1.0668,0.0413,0.3,0.0174,16.0,8.37,8.5,EJIDO LOPEZ MATEOS,18.64079,-90.29456
MEX00158,2015-08-06,,0.2487,0.00139,70.0,0.2,0.0212,0.00088,21.058,272.0,,90.0,0.09,0.003,0.005,0.004,0.0002,3.4,41.68,0.00154,174.08,31.8,31.5,0.0697,0.0787,32.101,0.0667,0.0409,0.3,0.037,20.0,23.0,8.3,EJIDO LOPEZ MATEOS,18.64079,-90.29456
MEX00158,2016-02-24,,0.2777,0.00139,60.0,0.2,0.0193,0.00088,18.431,307.0,,40.0,0.09,0.2128,0.005,0.0207,0.0002,6.3,82.7,0.00154,196.48,27.8,30.5,1.242,1.2677,20.529,1.0292,0.0204,0.6,0.0126,12.0,15.4,8.0,EJIDO LOPEZ MATEOS,18.64079,-90.29456
MEX00158,2016-08-17,,0.3005,0.00139,20.0,0.2,0.0338,0.00088,20.413,271.0,,230.0,0.09,0.212,0.005,0.0237,0.0002,4.23,56.4,0.00154,173.44,29.6,26.1,2.2842,2.3129,23.939,2.0722,0.0346,0.4,0.0291,40.0,22.0,8.25,EJIDO LOPEZ MATEOS,18.64079,-90.29456
MEX00158,2017-04-25,,0.3426,0.00139,60.0,0.2,0.012,0.00088,22.954,308.0,,150.0,0.09,1.1095,0.005,0.6459,0.0002,3.2,52.3,0.00154,197.12,33.5,38.0,2.4426,3.0935,30.948,1.3331,0.0696,0.16,0.001,52.0,16.6,8.5,EJIDO LOPEZ MATEOS,18.64079,-90.29456
MEX00158,2017-09-18,,0.2639,0.00139,30.0,0.2,0.0101,0.00088,15.424,254.3,,230.0,0.09,0.4794,0.005,0.7961,0.0002,3.1,43.8,0.00154,162.752,31.7,34.0,2.2117,3.0128,18.737,1.7323,0.0619,0.45,0.0161,44.0,6.38,7.2,EJIDO LOPEZ MATEOS,18.64079,-90.29456
MEX00158,2018-01-18,,0.3003,0.00139,15.0,0.2,0.016,0.00088,13.481,209.3,,210.0,0.09,0.3144,0.0158,0.0888,0.0002,5.7,67.4,0.00154,133.952,23.6,23.0,1.4543,1.5589,15.228,1.1399,0.0327,0.5,0.0215,10.0,0.7,7.2,EJIDO LOPEZ MATEOS,18.64079,-90.29456
MEX00158,2018-07-24,,0.3118,0.00139,40.0,0.2,0.0073,0.00088,17.084,190.0,,30.0,0.09,0.027,0.005,0.024,0.0002,5.6,78.0,0.00154,121.6,32.5,36.0,1.3743,1.4033,19.432,1.3473,0.0122,0.35,0.009,48.0,12.0,8.5,EJIDO LOPEZ MATEOS,18.64079,-90.29456
MEX00158,2018-10-23,,0.2363,0.00139,60.0,0.2,0.0008,0.00088,14.486,282.3,,30.0,0.09,0.0965,0.005,,0.0002,3.4,45.5,0.00154,180.672,31.1,30.0,2.5271,,16.048,2.4306,0.0244,0.4,0.001,36.0,12.0,7.5,EJIDO LOPEZ MATEOS,18.64079,-90.29456
MEX00158,2019-02-06,,0.3015,0.00139,20.0,0.23,0.0034,0.00088,18.813,311.0,,210.0,0.09,1.125,0.0284,1.2192,0.0002,3.9,49.8,0.00154,199.04,27.5,28.0,3.1463,4.3939,29.4,2.0213,0.0502,0.33,0.0187,16.0,15.0,7.8,EJIDO LOPEZ MATEOS,18.64079,-90.29456
MEX00158,2020-07-27,,,0.01,70.0,3.0,0.002403,0.005,12.9,322.0,,230.0,0.5,0.129,0.021,0.02,0.001,5.7,74.3,0.005,204.8,31.3,33.0,2.0748,2.1158,13.347,1.9458,0.0283,0.75,0.007,18.0,4.1,7.3,EJIDO LOPEZ MATEOS,18.64079,-90.29456
MEX00159,2015-04-20,,0.2585,0.00139,100.0,0.2,0.0219,0.00088,15.358,251.0,,40.0,0.09,0.4369,0.0422,0.2193,0.0002,4.1,47.61,0.00154,160.64,31.6,30.5,2.8549,3.1164,23.583,2.418,0.0258,0.4,0.0248,10.0,19.6,8.0,LAGUNA CENTENARIO KM. fifty,18.64156,-90.27489
MEX00159,2015-08-06,,0.2644,0.00139,70.0,0.2,0.0322,0.00088,24.673,284.0,,3.0,0.09,0.003,0.005,0.004,0.0002,4.1,46.57,0.00154,181.76,31.9,31.0,0.2386,0.2476,33.434,0.2356,0.0413,0.4,0.0245,48.0,25.6,8.0,LAGUNA CENTENARIO KM. fifty,18.64156,-90.27489
MEX00159,2016-02-24,,0.2816,0.00139,60.0,0.2,0.0192,0.00088,17.216,305.0,,3.0,0.09,0.0611,0.005,0.0682,0.0002,6.2,81.5,0.00154,195.2,29.0,30.1,0.4,0.4732,19.868,0.3389,0.032,0.6,0.0264,52.0,15.7,7.8,LAGUNA CENTENARIO KM. fifty,18.64156,-90.27489
MEX00159,2016-08-17,,0.2903,0.00139,15.0,0.2,0.0409,0.00088,,277.0,,230.0,0.09,2.5152,0.005,0.0181,0.0002,5.55,77.0,0.00154,177.28,30.6,26.3,2.6593,2.6824,,0.1441,0.0625,1.2,0.0398,80.0,25.7,7.99,LAGUNA CENTENARIO KM. fifty,18.64156,-90.27489
MEX00159,2017-04-25,,0.336,0.00139,60.0,0.2,0.0076,0.00088,28.755,297.0,,210.0,0.09,0.5452,0.011,0.2801,0.0002,2.2,35.4,0.00154,190.08,29.0,38.0,2.2832,2.5743,30.217,1.738,,0.17,0.001,64.0,15.7,7.9,LAGUNA CENTENARIO KM. fifty,18.64156,-90.27489
MEX00159,2017-09-18,,0.2567,0.00139,90.0,0.2,0.0067,0.00088,15.546,245.7,,930.0,0.09,0.1653,0.005,0.3294,0.0002,2.7,37.5,0.00154,157.248,32.3,34.0,2.2743,2.6087,18.439,2.109,0.0202,0.4,0.018,44.0,10.1,6.4,LAGUNA CENTENARIO KM. fifty,18.64156,-90.27489
MEX00159,2018-01-18,,0.2948,0.00139,20.0,0.2,0.0216,0.00088,13.012,213.3,,430.0,0.09,1.316,0.0154,0.0222,0.0002,5.7,66.0,0.00154,136.512,22.9,27.0,1.7834,1.821,16.093,0.4674,0.3237,0.43,0.0179,10.0,1.7,7.4,LAGUNA CENTENARIO KM. fifty,18.64156,-90.27489
MEX00159,2018-07-24,,0.3291,0.00139,40.0,0.2,0.0028,0.00088,17.508,190.7,,30.0,0.09,0.0305,0.0109,0.0547,0.0002,5.5,74.2,0.00154,122.048,30.2,35.0,1.575,1.6406,18.817,1.5445,0.0174,0.35,0.0087,36.0,11.0,7.9,LAGUNA CENTENARIO KM. fifty,18.64156,-90.27489
MEX00159,2018-10-23,,0.2423,0.00139,40.0,0.2,0.0059,0.00088,14.916,280.0,,30.0,0.09,0.0324,0.005,,0.0002,3.0,46.7,0.00154,179.2,31.0,28.0,2.4849,,15.389,2.4525,0.0126,0.35,0.001,90.0,10.0,7.0,LAGUNA CENTENARIO KM. fifty,18.64156,-90.27489
MEX00159,2019-02-06,,0.3028,0.00139,80.0,0.23,0.0001,0.00088,18.604,309.0,,430.0,0.56,0.0194,0.0101,1.5166,0.0002,3.9,48.6,0.00154,197.76,26.2,28.0,3.6098,5.1365,26.279,3.5904,0.0431,0.28,0.0395,10.0,15.0,7.6,LAGUNA CENTENARIO KM. fifty,18.64156,-90.27489
MEX00159,2020-07-27,,,0.01,70.0,3.0,0.0088807,0.005,11.976,311.0,,430.0,0.5,0.1905,0.021,0.0351,0.001,2.7,36.6,0.005,197.76,31.1,33.0,2.7757,2.8318,12.91,2.5852,0.0655,0.65,0.007,10.0,4.7,7.2,LAGUNA CENTENARIO KM. fifty,18.64156,-90.27489
MEX00160,2015-04-20,,0.2803,0.00139,60.0,0.2,0.0171,0.00088,13.328,232.0,,3.0,0.09,0.4629,0.0328,0.2008,0.0002,3.7,40.91,0.00154,148.48,30.5,29.3,2.3794,2.613,22.859,1.9165,0.0264,0.5,0.0168,10.0,11.7,8.1,LAGOON LAS MARAVILLAS,18.49958,-90.27154
MEX00160,2015-08-07,,0.2937,0.00139,5.0,0.2,0.057,0.00088,19.195,241.0,,230.0,0.09,0.003,0.005,0.004,0.0002,3.7,40.49,0.00154,154.24,29.0,29.0,0.1933,0.2023,30.15,0.1903,0.0511,0.3,0.0461,14.0,26.3,8.0,LAGOON LAS MARAVILLAS,18.49958,-90.27154
MEX00160,2016-02-24,,0.351,0.00139,60.0,0.2,0.0323,0.00088,17.535,218.0,,40.0,0.09,0.154,0.005,0.0896,0.0002,5.9,76.4,0.00154,139.52,28.0,28.9,0.5357,0.6303,18.214,0.3817,0.0317,0.5,0.001,44.0,9.35,7.5,LAGOON LAS MARAVILLAS,18.49958,-90.27154
MEX00160,2016-08-17,,0.3007,0.00139,40.0,0.2,0.0968,0.00088,19.452,210.0,,230.0,0.09,0.657,0.005,0.0316,0.0002,4.74,63.4,0.00154,134.4,30.1,26.4,2.8985,2.9351,24.181,2.2415,0.0767,0.4,0.0702,72.0,27.2,8.51,LAGOON LAS MARAVILLAS,18.49958,-90.27154
MEX00160,2017-04-25,,0.3321,0.00139,60.0,0.2,0.0107,0.00088,28.341,225.0,,930.0,0.09,0.6082,0.005,0.3268,0.0002,4.0,70.3,0.00154,144.0,30.0,35.0,2.3013,2.6331,32.658,1.6931,1.3483,0.18,0.0345,56.0,15.4,8.9,LAGOON LAS MARAVILLAS,18.49958,-90.27154
MEX00160,2017-09-19,,0.333,0.00139,50.0,0.2,0.0038,0.00088,14.915,223.7,,90.0,0.09,0.198,0.036,0.7292,0.0002,3.8,49.9,0.00154,143.168,31.0,31.0,2.2977,3.0629,18.951,2.0997,0.0859,0.45,0.039,40.0,17.6,7.1,LAGOON LAS MARAVILLAS,18.49958,-90.27154
MEX00160,2018-01-18,,0.3852,0.00139,50.0,0.2,0.0082,0.00088,13.806,163.3,,40.0,0.09,0.276,0.0123,0.0299,0.0002,5.7,66.0,0.00154,104.512,22.8,26.0,0.4018,0.444,15.731,0.1258,0.0324,0.35,0.0159,10.0,7.3,7.3,LAGOON LAS MARAVILLAS,18.49958,-90.27154
MEX00160,2018-07-24,,0.3294,0.00139,40.0,0.2,0.0055,0.00088,18.526,150.0,,30.0,0.09,0.0656,0.0154,0.0259,0.0002,5.6,75.2,0.00154,96.0,30.0,30.0,1.7031,1.7444,20.643,1.6375,0.0313,0.3,0.0099,32.0,13.0,8.3,LAGOON LAS MARAVILLAS,18.49958,-90.27154
MEX00160,2018-10-23,,0.2716,0.00139,40.0,0.2,0.0081,0.00088,17.15,270.0,,30.0,0.09,0.0374,0.0109,,0.0002,3.1,45.5,0.00154,172.8,31.1,27.0,3.4509,,20.002,3.4135,0.0191,0.28,0.0131,160.0,18.0,7.6,LAGOON LAS MARAVILLAS,18.49958,-90.27154
MEX00160,2019-02-06,,0.3048,0.00139,100.0,0.23,0.0009,0.00088,23.976,269.0,,40.0,0.09,0.9636,0.0222,1.1922,0.0002,3.8,48.3,0.00154,172.16,26.6,26.0,4.8892,6.1036,33.274,3.9256,0.0898,0.25,0.0086,34.0,23.0,8.2,LAGOON LAS MARAVILLAS,18.49958,-90.27154
MEX00160,2020-07-27,,,0.01,30.0,3.0,0.0121752,0.005,15.378,253.0,,90.0,0.5,1.3138,0.021,0.0301,0.001,4.4,59.1,0.005,161.28,30.6,31.0,2.5694,2.6205,17.464,1.2556,0.0267,0.5,0.007,10.0,3.4,7.0,LAGOON LAS MARAVILLAS,18.49958,-90.27154
MEX00161,2015-04-20,,0.2376,0.00139,150.0,0.2,0.0511,0.00088,18.315,273.0,,390.0,0.09,,0.0502,0.3298,0.0002,3.7,44.23,0.00154,174.72,28.3,27.8,,,25.525,2.6598,0.063,0.4,0.0365,28.0,47.7,8.8,LAGOON CHAMA-HA,18.47998,-90.21145
MEX00161,2015-08-07,,0.39,0.00139,10.0,0.2,,0.00088,40.38,281.0,,140.0,0.09,0.082,0.005,0.0947,0.0002,3.7,42.72,0.00154,179.84,28.6,28.3,0.2599,0.3596,73.86,0.1779,0.7872,0.3,0.6864,52.0,176.0,8.5,LAGOON CHAMA-HA,18.47998,-90.21145
MEX00161,2016-02-24,,0.4131,0.00139,60.0,0.2,0.0154,0.00088,12.532,317.0,,3.0,0.09,0.2595,0.005,0.0261,0.0002,5.3,68.1,0.00154,202.88,28.1,27.7,0.3544,0.3855,14.579,0.0949,0.0206,0.5,0.001,20.0,6.52,7.5,LAGOON CHAMA-HA,18.47998,-90.21145
MEX00161,2016-08-17,,0.2364,0.00139,15.0,0.2,,0.00088,12.995,194.0,,230.0,0.09,0.3002,0.005,0.03,0.0002,4.82,66.11,0.00154,124.16,31.3,27.4,2.2372,2.2722,14.493,1.937,0.239,0.3,0.1132,52.0,19.5,8.71,LAGOON CHAMA-HA,18.47998,-90.21145
MEX00161,2017-04-25,,0.2552,0.00139,60.0,0.2,0.0091,0.00088,18.984,268.0,,150.0,0.09,1.5817,0.0124,1.4071,0.0002,3.5,66.1,0.00154,171.52,29.3,29.0,2.3149,3.7344,21.613,0.7332,1.1251,0.16,0.0328,56.0,27.4,8.6,LAGOON CHAMA-HA,18.47998,-90.21145
MEX00161,2017-09-19,,0.251,0.00139,50.0,0.2,0.0051,0.00088,14.292,254.3,,230.0,0.09,0.5346,0.0342,1.065,0.0002,4.2,56.0,0.00154,162.752,31.2,30.0,3.0162,4.1154,16.569,2.4816,0.0492,0.38,0.042,40.0,18.2,7.5,LAGOON CHAMA-HA,18.47998,-90.21145
MEX00161,2018-01-18,,0.4733,0.00139,50.0,0.2,0.0068,0.00088,13.835,277.3,,40.0,0.09,0.4901,0.0167,0.0254,0.0002,6.5,75.7,0.00154,177.472,22.6,24.0,1.4248,1.4669,15.967,0.9347,0.0329,0.4,0.0324,10.0,7.7,7.9,LAGOON CHAMA-HA,18.47998,-90.21145
MEX00161,2018-07-24,,0.3066,0.00139,40.0,0.2,0.0139,0.00088,17.215,154.3,,30.0,0.09,0.0557,0.005,0.0213,0.0002,6.4,82.0,0.00154,98.752,30.2,27.0,2.1726,2.1989,17.642,2.1169,0.0985,0.3,0.0099,52.0,19.0,8.3,LAGOON CHAMA-HA,18.47998,-90.21145
MEX00161,2018-10-23,,0.2167,0.00139,50.0,0.2,0.0505,0.00088,17.566,608.0,,30.0,0.09,0.4571,0.019,6.1844,0.0002,2.7,41.5,0.00154,389.12,29.1,25.0,5.1274,11.3308,20.278,4.6703,0.3789,0.18,0.2887,100.0,40.0,8.7,LAGOON CHAMA-HA,18.47998,-90.21145
MEX00161,2019-02-06,,0.2503,0.00139,50.0,0.23,0.0012,0.00088,41.89,207.0,,40.0,0.09,1.2604,0.0276,1.4766,0.0002,3.5,43.7,0.00154,132.48,25.8,26.0,19.0875,20.5917,94.45,17.8271,0.1464,0.13,0.0764,32.0,100.0,9.0,LAGOON CHAMA-HA,18.47998,-90.21145
MEX00161,2020-07-27,,,0.01,40.0,3.0,0.0137696,0.005,17.2,426.0,,90.0,0.5,2.1653,0.021,0.7249,0.001,2.9,31.1,0.005,277.12,30.7,29.0,2.5641,3.31,18.272,0.3988,0.0509,0.6,0.007,10.0,2.5,7.2,LAGOON CHAMA-HA,18.47998,-90.21145
MEX00179,2015-02-19,,0.03,0.00139,10.0,0.2,0.0012,0.00088,0.953,664.0,,3.0,0.09,0.3478,0.025,0.2348,0.0002,5.1,78.46,0.00154,424.96,24.7,,0.3696,0.6294,1.456,0.0218,0.001,1.6,0.00306,10.0,0.91,7.5,CENOTE MIGUEL COLORADO,18.81138,-90.64638000000001
MEX00179,2015-09-15,,0.03,0.00139,5.0,0.2,0.0003,0.00088,1.378,563.0,,3.0,0.09,0.1718,0.005,0.004,0.0002,4.6,60.96,0.00154,360.32,33.1,29.0,0.3207,0.3297,1.645,0.1489,0.0995,2.4,0.001,10.0,0.27,7.6,CENOTE MIGUEL COLORADO,18.81138,-90.64638000000001
MEX00179,2016-02-25,,0.03,0.00139,5.0,0.2,0.0042,0.00088,0.968,636.0,,40.0,0.09,0.1648,0.005,0.1718,0.0002,7.2,88.0,0.00154,407.04,25.8,27.7,0.3469,0.5237,1.658,0.1821,0.0122,1.5,0.001,10.0,5.6,7.6,CENOTE MIGUEL COLORADO,18.81138,-90.64638000000001
MEX00179,2016-08-18,,0.03,0.00139,5.0,0.2,0.0023,0.00088,0.76,474.0,,40.0,0.09,0.04,0.005,0.0245,0.0002,5.4,78.9,0.00154,303.36,30.6,25.6,0.2766,0.3061,1.402,0.2366,0.0271,3.0,0.0074,10.0,0.23,7.8,CENOTE MIGUEL COLORADO,18.81138,-90.64638000000001
MEX00179,2017-04-24,,0.03,0.00139,5.0,0.2,0.0021,0.00088,2.714,543.0,,3.0,0.09,0.1015,0.005,0.031,0.0002,3.2,58.7,0.00154,347.52,29.0,33.0,0.9576,0.9936,2.903,0.8561,0.5758,2.12,0.1009,14.0,0.77,8.2,CENOTE MIGUEL COLORADO,18.81138,-90.64638000000001
MEX00179,2017-09-18,,0.03,0.00139,10.0,0.2,0.0018,0.00088,1.111,498.3,,30.0,0.09,0.0726,0.0294,0.2861,0.0002,5.6,75.1,0.00154,318.912,31.0,34.0,0.7469,1.0624,2.105,0.6743,0.0988,3.2,0.0158,10.0,1.65,7.6,CENOTE MIGUEL COLORADO,18.81138,-90.64638000000001
MEX00179,2018-01-18,,0.0345,0.00139,15.0,0.2,0.0044,0.00088,0.903,597.3,,30.0,0.09,0.282,0.012,0.0972,0.0002,2.7,32.5,0.00154,382.272,24.6,26.0,0.9059,1.0151,1.01,0.6239,0.0199,1.5,0.001,10.0,0.8,7.6,CENOTE MIGUEL COLORADO,18.81138,-90.64638000000001
MEX00179,2018-07-23,,0.03,0.00139,10.0,0.2,0.0001,0.00088,1.458,568.7,,30.0,0.09,0.0544,0.005,0.0239,0.0002,2.7,31.7,0.00154,363.968,26.5,33.0,0.3259,0.3548,1.802,0.2715,0.0148,1.65,0.0092,20.0,0.2,7.9,CENOTE MIGUEL COLORADO,18.81138,-90.64638000000001
MEX00179,2018-10-23,,0.03,0.00139,10.0,0.2,0.0028,0.00088,1.527,512.0,,30.0,0.09,0.0143,0.005,,0.0002,3.2,41.7,0.00154,327.68,25.3,30.0,0.6435,,1.695,0.6292,0.0113,2.15,0.001,48.0,0.7,7.2,CENOTE MIGUEL COLORADO,18.81138,-90.64638000000001
MEX00179,2019-02-05,,0.03,0.00139,10.0,0.23,0.0001,0.00088,1.392,614.0,,30.0,0.09,0.1934,0.0129,1.524,0.0002,4.3,51.4,0.00154,392.96,24.1,30.0,0.4895,2.0264,2.62,0.2961,0.0164,2.0,0.001,10.0,0.6,7.5,CENOTE MIGUEL COLORADO,18.81138,-90.64638000000001
MEX00179,2020-10-05,,,0.01,10.0,3.0,,0.005,1.998,684.0,,30.0,0.5,0.0346,0.021,4.2709,0.001,5.1,69.4,0.005,439.04,26.8,20.0,1.0203,5.3122,2.93,0.9857,0.0232,0.9,0.007,20.0,2.5,7.4,CENOTE MIGUEL COLORADO,18.81138,-90.64638000000001
MEX00418,2015-02-11,,0.03,0.00139,5.0,0.2,0.019,0.00088,0.088,924.0,,1050.0,0.09,0.039817,0.0095,1.6168,0.0002,4.57,59.2,0.00154,591.36,24.8,21.6,0.507341,2.133641,0.4139,0.467524,0.166568,0.6,0.0091,10.0,2.9,7.6,FLORA AND FAUNA PROTECTION AREA CUATRO CIENEGAS 1,26.78061,-101.99227
MEX00418,2015-09-23,,0.03,0.00139,5.0,0.2,0.0001,0.00088,0.088,952.0,,2700.0,0.09,0.038152,0.011416,1.381395,0.0002,3.1,42.2,0.00154,609.28,26.4,27.1,0.462148,1.854959,0.1597,0.423996,0.108938,0.8,0.000638,10.0,1.2,7.3,FLORA AND FAUNA PROTECTION AREA CUATRO CIENEGAS 1,26.78061,-101.99227
MEX00418,2016-05-23,,0.03,0.00139,8.0,0.2,0.0057,0.00088,0.6121,887.0,,5475.0,0.09,0.120726,0.009782,1.004248,0.0002,3.5,49.2,0.00154,567.68,28.7,31.0,0.347199,1.361229,0.9472,0.226473,0.032279,0.7,0.002271,10.0,1.3,7.5,FLORA AND FAUNA PROTECTION AREA CUATRO CIENEGAS 1,26.78061,-101.99227
MEX00418,2016-10-28,,0.03,0.00139,5.0,0.2,0.0001,0.0049,0.2395,822.0,,2359.0,0.09,0.060393,0.014293,1.292967,0.0002,4.2,54.5,0.00154,526.08,24.5,26.0,0.472248,1.779508,0.2784,0.411855,0.01619,0.8,0.010074,10.0,0.75,7.4,FLORA AND FAUNA PROTECTION AREA CUATRO CIENEGAS 1,26.78061,-101.99227
MEX00418,2017-05-04,,0.03,0.00139,3.0,0.2,0.0001,0.00088,0.768,887.0,,2755.0,0.09,0.053305,0.007873,1.256988,0.0002,3.9,51.9,0.00154,567.68,26.2,24.0,0.365708,1.630569,0.768,0.312403,0.00509,0.9,0.006777,10.0,5.7,7.5,FLORA AND FAUNA PROTECTION AREA CUATRO CIENEGAS 1,26.78061,-101.99227
MEX00418,2017-10-25,,0.03,0.00139,3.0,0.2,0.0016,0.00088,0.088,979.0,,805.0,0.164,0.104065,0.017137,1.207142,0.0002,4.9,60.8,0.00154,626.56,23.5,25.0,0.227831,1.45211,0.088,0.123766,0.024799,0.9,0.01057,10.0,1.1,7.6,FLORA AND FAUNA PROTECTION AREA CUATRO CIENEGAS 1,26.78061,-101.99227
MEX00418,2018-04-18,,0.03,0.00139,10.0,0.2,0.0001,0.00088,1.337,3215.0,,6131.0,0.09,0.045246,0.01134,1.293151,0.0002,6.9,83.6,0.00154,2057.6,27.6,30.2,0.384046,1.688537,1.415,0.3388,0.028312,1.01,0.023362,16.5,2.7,7.8,FLORA AND FAUNA PROTECTION AREA CUATRO CIENEGAS 1,26.78061,-101.99227
MEX00418,2018-07-22,,0.03235,0.00139,3.0,0.2,0.0001,0.00088,0.088,1009.0,,1597.0,0.09,0.026709,0.011231,,0.0002,4.2,60.7,0.00154,645.76,29.3,33.5,0.239969,,0.088,0.21326,0.03258,0.82,0.022736,36.0,3.0,7.4,FLORA AND FAUNA PROTECTION AREA CUATRO CIENEGAS 1,26.78061,-101.99227
MEX00418,2018-12-11,,0.03614,0.00139,5.0,0.2,0.0001,0.0029,1.816,899.0,,7701.0,0.09,0.076199,0.019676,1.431983,0.0226,6.3,89.0,0.00154,575.36,23.3,23.4,0.513329,1.964988,1.816,0.43713,0.041056,1.0,0.02906,10.0,0.45,7.9,FLORA AND FAUNA PROTECTION AREA CUATRO CIENEGAS 1,26.78061,-101.99227
MEX00418,2019-02-14,,0.03,0.00139,3.0,0.23,0.0001,0.00088,0.355,890.0,,1720.0,0.09,0.041453,0.033978,1.453888,0.0002,5.2,65.6,0.00154,569.6,22.1,22.6,0.168933,1.656799,1.238,0.12748,0.077154,1.08,0.035156,10.0,0.5,7.6,FLORA AND FAUNA PROTECTION AREA CUATRO CIENEGAS 1,26.78061,-101.99227
MEX00418,2020-08-16,,,0.01,5.0,3.0,0.0013572,0.005,0.604,1032.0,,1172.0,0.5,0.047113,0.021,1.417843,0.001,5.4,68.7,0.005,660.48,29.9,31.0,0.202973,1.641816,0.604,0.15586,0.050982,0.8,0.007,10.0,2.5,7.4,FLORA AND FAUNA PROTECTION AREA CUATRO CIENEGAS 1,26.78061,-101.99227
MEX00419,2015-02-11,,0.082,0.0193,5.0,0.2,0.0409,0.00088,2.231,5000.0,,231.0,0.09,0.034304,0.0016,0.1024,0.0002,5.76,67.8,0.00154,3200.0,19.3,21.2,0.79904,0.90304,3.0418,0.764736,0.134718,0.5,0.008,10.0,6.9,7.7,FLORA AND FAUNA PROTECTION AREA CUATRO CIENEGAS 3,26.88327,-102.00291
